influence,creativity,threat,ict_index,was_home,xG,xA,xGC,Fixture,Form,total_points
40.4,39.3,63,14.3,FALSE,0.250287116,0.232365802,0.568215,7,6,10
6.8,15,12,3.4,FALSE,0,0.09041357,0.980241,4,6.75,2
27,27.1,25,7.9,FALSE,0.149670362,0.10911274,3.56519,8,3.5,5
34.8,15.4,67,11.7,FALSE,0.652634501,0.02409382,1.15209,2,8.25,8
24.4,14.7,40,7.9,FALSE,0.421398401,0.093979731,0.881174,3,0.5,5
10.8,46.3,41,9.8,FALSE,0.351893008,0.113042317,0.498742,2,6,2
14,43.9,4,6.2,FALSE,0,0.220372081,2.37911,2,3.5,2
8.2,7.9,31,4.7,FALSE,0.11295981,0,2.0117,9,8.5,2
61.6,43.3,31,13.6,FALSE,0.385144532,0.457289755,1.14795,8,5.5,12
33.4,18.3,41,9.3,FALSE,0.89049691,0.016732721,1.11632,4,4.25,8
11.6,35.6,87,13.4,TRUE,0.843865275,0.205906466,0.817997,10,6,2
32.4,7.7,27,6.7,FALSE,0.761168838,0,1.53072,7,5,7
5.4,12,0,1.7,FALSE,0,0.079232126,2.68955,10,6,2
41.6,18.3,38,9.8,TRUE,0.289056242,0.089082919,0.118043,1,7.25,6
8.4,4.9,0,1.3,TRUE,0,0,2.24914,10,1.75,1
4.6,4.3,34,4.3,TRUE,0.21968548,0,0.721222,1,8,2
4.8,8.7,19,3.3,FALSE,0.071849652,0,3.00238,5,1.25,2
45.2,0.7,73,11.9,FALSE,1.972479343,0,1.28962,9,6.25,4
36.2,11.8,30,7.8,TRUE,0.407606095,0.128609896,0.569943,2,4.5,6
13.8,5.7,2,2.2,FALSE,0,0,1.48466,6,5,2
3.8,2.8,14,2.1,TRUE,0.10978993,0,2.54392,9,4.75,2
13.4,36.4,65,11.5,FALSE,0.412607223,0.271167159,0.795971,7,8.5,2
7.2,12.8,14,3.4,FALSE,0.1371696,0.01674241,0.843332,2,1.5,2
7.4,5.2,2,1.5,FALSE,0,0,2.56699,3,7,2
6.6,14.6,72,9.3,FALSE,0.603566229,0.012120097,1.48792,7,5.75,5
38.6,3.8,46,8.8,TRUE,1.125901341,0,0.487297,8,6.75,6
35,1,36,7.2,FALSE,0.109716065,0,2.59121,10,6,5
16,25.2,83,12.4,TRUE,0.218826011,0.155516565,0.430729,7,5,2
39.4,15.1,25,8,TRUE,0.047144774,0.440405846,0.799928,4,0.25,6
137,14.6,120,27.2,TRUE,1.306550741,0.034564815,0.109716,6,7.5,21
29.2,13.5,51,9.4,TRUE,0.993330061,0.086330108,0.65898,2,1.5,6
10,4.6,2,1.7,TRUE,0,0,1.65074,9,5.75,2
13,1.8,18,3.3,TRUE,0.138334841,0,1.92605,10,0.25,2
37,4.8,68,11,FALSE,1.235186577,0,0.184958,5,5,6
4,12.6,6,2.3,TRUE,0.052433118,0.118178673,0.166078,1,6.75,2
0,13.2,10,2.3,TRUE,0,0.039513066,1.18101,3,3.5,2
14.8,6.4,5,2.6,FALSE,0.051123098,0,3.2913,3,3.5,2
52,34.3,92,17.8,TRUE,0.747058332,0.135930791,1.79993,7,2.5,7
35.4,13.4,29,7.8,TRUE,0.218107685,0.053634893,1.25439,10,5,5
9.2,18.3,2,3,FALSE,0,0.080013953,2.33524,7,1.75,1
39.6,15.3,38,9.3,TRUE,0.3401604,0.128559873,0.801513,8,7,7
26.6,19.3,107,15.3,TRUE,0.563215911,0.208172798,0.138106,3,4.5,5
0.4,27.8,38,6.6,TRUE,0.218122169,0.045655426,1.4035,5,5,2
57.2,18,30,10.5,TRUE,0.773393095,0.047038916,0.497211,4,3.5,7
47.2,31.3,39,11.8,FALSE,0.853233457,0.117813222,2.97799,6,2.5,8
5.2,25.6,12,4.3,TRUE,0,0.178205058,0.966783,2,4.25,1
5.4,13.8,14,3.3,FALSE,0.117186442,0.01195056,3.45998,9,1,1
7.8,15.3,129,15.2,TRUE,0.921636879,0.041731305,0.670943,7,5.25,2
36.4,6.1,13,5.6,FALSE,0.323592395,0,0.818951,5,3.25,6
16,1.3,35,5.2,TRUE,0.204515025,0,1.76626,10,4.25,2
3.8,23.3,26,5.3,TRUE,0.048446845,0.075567447,2.53124,9,1.5,2
37.6,27.8,23,8.8,TRUE,0.108296975,0.068742186,0.321797,3,2.75,8
34.4,3.3,42,8,FALSE,0.202029049,0,0.360925,1,2.75,5
24.8,45.8,12,8.3,TRUE,0.048738427,0.042926274,1.41929,7,5,2
18.2,18.9,42,7.9,FALSE,0.066707402,0.013388773,0.845051,10,9.25,2
72,18.3,91,18.1,FALSE,1.415388346,0.298260838,0.894266,1,4.5,13
6.8,45.3,40,9.2,FALSE,0.239440843,0.255554974,0.220381,3,2.25,2
6.6,15.9,6,2.9,TRUE,0,0.051195107,1.74488,1,3.25,5
39.8,15.6,40,9.5,FALSE,0.276812911,0.024293561,0.394723,1,5.25,6
0,3,12,1.4,TRUE,0.761672854,0,1.72037,9,2.25,1
9.8,12.7,33,5.6,TRUE,1.202114582,0.028986707,1.26582,6,5.25,0
30.2,6.2,39,7.5,FALSE,1.054449677,0,1.60322,3,2.75,6
51.2,12.3,29,9.3,FALSE,0.812326968,0.047159486,0.76133,4,4,9
6.2,16.2,75,9.7,FALSE,0.203876659,0.063210957,1.90868,5,6.5,2
0,0.5,12,0.6,FALSE,0.046471268,0,1.36685,4,5.25,2
1.8,13.7,10,2.6,TRUE,0.540739119,0.014556502,0.947321,9,8,2
7.4,3.1,35,4.6,FALSE,0.109981775,0,1.36685,4,8.75,2
86.4,17.6,53,15.7,TRUE,1.151755333,0.092040554,2.16699,2,1.25,16
4.8,15.7,40,6.1,FALSE,0.648970306,0.065413661,1.40115,1,2.25,1
33.6,14.2,45,9.3,FALSE,0.205878019,0.040929899,1.22912,1,2.75,9
8.8,24.2,44,7.7,FALSE,0.094741918,0.120864667,1.18301,5,0.25,3
31.6,1.6,21,5.4,TRUE,0.068650872,0,1.7717,8,4,7
9,23.3,39,7.1,TRUE,0.756705046,0.063934617,1.61597,10,1.75,2
15.8,27.8,24,6.8,FALSE,0.095623329,0.620189428,1.19751,2,6.25,2
34.6,12.2,68,11.5,FALSE,1.171030641,0.013741364,0.445014,5,1,6
9.4,23.8,4,3.7,TRUE,0,0.119012631,1.54485,10,1.25,2
35.4,3.2,63,10.2,FALSE,1.096934676,0,1.2922,7,5.25,6
7,11.6,21,4,TRUE,0.107240684,0.064200006,0.651171,2,6.25,2
51,1.8,34,8.7,FALSE,0.478693813,0,0.639748,10,4.5,9
54.2,49.3,71,17.5,TRUE,0.535716832,0.332298875,1.61456,7,1,7
9.2,45.3,62,11.7,FALSE,0.203958064,0.565278769,0.221642,7,4,2
42.6,21.3,45,10.9,TRUE,0.7565552,0.063560963,0.540593,5,3,8
5.4,4.2,18,2.8,TRUE,0.194542512,0,1.99812,8,2.25,1
74.8,21.5,66,16.2,TRUE,0.718466997,0.11170467,0.623161,4,3.5,13
6.6,5.8,39,5.1,FALSE,0.159211889,0,0.356095,1,5.5,2
5.4,2.4,2,1,FALSE,0,0,3.41675,10,1.25,2
13.4,11.7,56,8.1,TRUE,0.212006688,0.117981143,0.378409,3,4.25,2
36.8,19.9,53,11,TRUE,0.631893516,0.434967905,1.36928,4,3,6
0,1.6,39,4,FALSE,0.340263188,0,2.7876,5,5.5,2
10.2,14.7,7,3.2,TRUE,0.092231706,0.065152429,1.45426,8,2.25,2
36.8,17.5,60,11.4,FALSE,0.344028831,0.013196845,1.72584,2,4.5,7
9,19,14,4.2,TRUE,0,0.024422064,0.777827,1,3,2
1.6,5.9,101,10.9,TRUE,1.418985963,0,1.0138,2,1.75,2
1,3.3,10,1.4,TRUE,0.061469249,0,0.634996,2,3.25,2
18.6,2.8,111,13.2,FALSE,0.652932644,0,0.389621,2,1.25,5
0,12.8,33,4.5,FALSE,0.105130933,0.041056946,0.969481,4,1.5,2
40.8,22,62,12.5,TRUE,0.963158429,0.339806259,1.54443,8,3,9
4.6,8.8,24,3.7,FALSE,0.47022745,0,0.634996,5,2.75,2
6,5.8,41,5.3,TRUE,0.13097845,0,1.48865,2,3.25,2
9.8,25.9,12,4.8,TRUE,0,0.722353935,1.0138,2,4,1
37.2,13.6,39,9,TRUE,0.222348377,0.027546762,0.54565,9,4.25,9
9.8,23.2,31,6.4,FALSE,0.041002244,0.131616324,0.806168,8,3,2
9.4,15,19,4.3,FALSE,0.328639895,0.027523134,1.31031,3,5.75,2
64.6,2.2,39,10.6,TRUE,0.152206227,0,1.27359,6,5.5,12
64.8,21.8,51,13.8,FALSE,0.200720742,0.576349676,1.83248,9,3.75,13
6.6,5.7,104,11.6,TRUE,0.422595054,0,1.75436,1,2,2
30,22.8,69,12.2,FALSE,0.197557375,0.520159483,1.16179,7,3,7
0,6.3,37,4.3,FALSE,0.49159193,0,0.429329,7,2,1
40,3.8,11,5.5,TRUE,0.304620773,0,1.72996,5,3.25,9
32.2,1.3,32,6.6,TRUE,0.815801024,0,1.03943,8,6.5,7
11.6,14.4,6,3.2,FALSE,0,0.053826008,0.396771,3,2,2
3.4,3.1,50,5.7,FALSE,0.148063689,0,2.48732,8,4.25,2
2,11.7,21,3.5,TRUE,0.05522161,0.010584427,0.339338,3,0,3
63,36.8,64,16.4,TRUE,1.114278436,0.444352776,0.665186,9,0,9
2.4,12.3,37,5.2,TRUE,0.613777995,0.026244415,1.11428,2,2,2
2.8,3.7,33,4,TRUE,0.217542857,0,0.154074,2,8.25,2
3.4,3,10,1.6,TRUE,0.022821343,0,0.266344,4,2,2
5,2.1,5,1.2,FALSE,0.022109905,0,1.17894,9,2,2
7.2,11.3,18,3.7,TRUE,0.04392397,0,0.874276,3,4.25,2
12,17.2,17,4.6,FALSE,0.027784159,0.033314928,0.781891,1,0.75,2
122,38.9,102,26.3,FALSE,1.468566895,0.654574931,0.803933,4,2.25,20
0,17.9,16,3.4,FALSE,0.026036413,0.083850965,2.03243,5,0.75,1
1.4,6.4,44,5.2,TRUE,0.33665821,0,0.312561,3,5,2
0,26.9,31,5.6,TRUE,0.804339826,0.285634637,0.384728,5,0.5,2
44.2,11.4,112,16.8,TRUE,1.451693535,0.011830955,1.92902,9,9.5,3
11.4,2.5,64,7.8,FALSE,0.392944396,0,2.39316,8,2,2
8.2,7.6,8,2.4,TRUE,0,0,1.25817,4,2,2
53.6,27.1,78,15.9,TRUE,1.614326,1.393669844,0.611018,5,7.25,11
0,17.5,61,7.6,TRUE,0.275678456,0.054966372,0.178568,2,1.25,1
13.8,13.6,25,5.2,FALSE,0.17112653,0.025082907,0.93376,7,5.5,2
6.6,24.8,40,7.1,TRUE,0.113487236,0.060122248,0.383977,7,1,1
0,11.1,19,3,FALSE,0.028455673,0.026622672,1.39901,5,8,2
3,4.9,5,1.3,TRUE,0.068555668,0,1.62462,4,2,2
10.6,5.3,2,1.8,FALSE,0,0,0.692185,4,2,2
21.2,44.8,47,11.3,TRUE,0.188608542,0.570967197,0.594808,6,4.5,2
11.6,16.1,19,4.7,TRUE,0.032878365,0.099771954,0.178568,2,1.5,3
25.2,23.9,52,10.1,FALSE,0.544021726,0.15890044,2.68136,1,1,5
6.2,4.2,29,3.9,FALSE,0.026128218,0,0.692185,4,3.25,2
36.8,23.7,47,10.8,TRUE,0.158273801,0.051537048,0.835192,4,3.75,7
14.6,16.4,44,7.5,FALSE,0.209839955,0.053124867,1.05884,3,1.25,5
0,2,36,3.7,TRUE,0.160449326,0,0.155254,1,5.25,2
21.4,16.3,37,7.5,TRUE,0.468678653,0.926393747,0.596086,3,2,5
4.6,7.1,10,2.2,FALSE,0.042028394,0,1.95684,9,3.25,2
47.4,6.3,52,10.6,FALSE,0.673245311,0,0.70219,7,2.25,8
70.8,1.8,71,14.4,TRUE,1.477097034,0,0.596086,3,3.5,13
71.6,2.8,86,16,FALSE,1.869528055,0,0.569111,4,1,13
16.6,25.8,30,7.2,FALSE,0.397985965,0.120920002,0.559618,2,4,2
0.6,1,5,0.7,FALSE,0.317180097,0,2.02288,2,2,2
22.2,16.7,27,6.6,TRUE,0.02889676,0.111511491,1.80814,6,2.75,5
8,19.3,14,4.1,TRUE,0.011217746,0,1.98345,3,3.5,2
0.4,3,25,2.8,TRUE,0.115219034,0,1.80814,6,6.25,2
58.6,20.2,103,18.2,TRUE,1.358237505,0.549282908,1.50693,2,0,8
3.6,1.8,6,1.1,FALSE,0.049601559,0,1.42372,5,4,2
5,19.3,22,4.6,TRUE,0.042870324,0.042976029,1.50693,2,2.75,2
1.4,4.9,28,3.4,FALSE,0.08178357,0,1.5137,8,0.75,2
18.6,14,24,5.7,FALSE,0.144343957,0.113553829,4.34421,10,3.5,1
44.8,15.5,60,12,TRUE,0.646597803,0.016656542,0.715382,7,0,6
44,22.3,46,11.2,FALSE,0.57896179,0.142328754,1.10275,6,2,6
34.6,11.7,112,15.8,FALSE,1.52466619,0.024343861,2.02004,7,0.25,7
25.4,1.9,33,6,TRUE,0.605756223,0,1.56579,8,4.5,5
7.8,20.6,63,9.1,FALSE,0.174656719,0.140178278,0.222843,6,6,2
8,17.9,7,3.3,FALSE,0.03547008,0.091910243,0.368608,5,2.5,2
0,12.6,41,5,TRUE,0.654403806,0.100921594,0.543665,7,3.5,8
6.6,12.3,6,2.5,FALSE,0,0.030394252,1.81412,10,5.5,2
30,15.7,35,8.1,TRUE,0.924298108,0.294768035,0.543665,7,1.25,9
1.6,2.4,4,0.8,TRUE,0.031154074,0,1.84293,10,4,2
27.8,15.3,83,12.6,TRUE,0.723706007,0.080940448,0.535616,2,2.75,5
60.6,33.8,91,18.5,FALSE,0.371263534,0.10410127,0.77426,2,3,12
1.6,3.2,10,1.5,FALSE,0.307596713,0,1.16408,9,5.5,2
0,2.2,15,1.3,TRUE,0.145091161,0,0.660035,1,3.25,2
0,11.3,90,10.1,TRUE,1.745507956,0.024872446,3.13612,3,1.5,2
39.2,2.3,25,6.7,TRUE,0.306961119,0,0.660035,1,1,7
60.6,2.8,68,13.1,TRUE,1.34304142,0,1.51555,1,5.5,12
0,2.6,30,3.2,FALSE,0.343301803,0,0.454309,5,8.5,2
46.2,13.4,44,10.4,FALSE,0.428450286,0.033797882,0.981217,6,3.5,7
17.2,24.3,22,6.4,TRUE,0.207278132,0.751661599,1.82502,6,6,4
2.2,1.4,6,1,TRUE,0,0,1.52437,6,2.25,1
40.6,12.4,19,7.2,FALSE,0.761168838,0.056320347,2.19521,3,5.25,6
0.2,1.3,48,5,TRUE,0.371353567,0,3.01015,10,5,2
16.6,22.5,4,4.3,FALSE,0,0.127358109,0.87744,1,0.5,5
43,54.2,47,14.4,TRUE,0.263925552,0.922452986,0.8276,2,1.5,10
41.6,3.9,25,7.1,TRUE,0.060918722,0,1.06523,7,5.5,8
0,1,2,0,TRUE,0,0,2.11655,9,6.25,2
54.2,37.8,80,17.2,FALSE,1.248476624,0.187871337,0.817174,2,5.25,9
55.8,25.1,73,15.4,TRUE,0.866243184,0.569586813,0.688176,1,0.25,11
9.6,32.7,18,6,FALSE,0.044828571,0.274445683,2.29417,3,5.75,2
29.8,34.5,25,8.9,FALSE,0.431678087,0.069605201,0.62283,8,3.5,5
8.6,22.7,32,6.3,TRUE,0.166495115,0.219553202,0.310467,3,5.75,2
20,13.3,18,5.1,TRUE,0.829439342,0.507927656,2.62141,5,7.25,5
27,29.1,23,7.9,TRUE,0.562675357,0.344650567,0.385841,5,4,5
84.2,12.2,61,15.7,FALSE,1.307453156,0.094342031,0.339245,1,5.75,13
27.2,39.3,51,11.8,TRUE,0.270576507,0.432361424,0.679627,3,4.25,5
12.6,47.3,50,11,FALSE,0.453790456,0.667292476,1.77638,9,5.75,2
55.4,11.7,78,14.5,FALSE,1.474327922,0.485989004,1.06613,5,3.25,14
7.8,11.8,41,6.1,TRUE,0.81714946,0.121550627,3.54699,9,4.25,1
43.2,23.3,77,14.4,TRUE,0.829826832,0.10031525,1.43652,6,5.25,9
14.6,16.9,73,10.5,TRUE,0.37460506,0.023289777,1.13843,2,6.5,1
0.6,14.6,33,4.8,TRUE,0.403313547,0.041030854,1.14952,7,5.25,2
94.2,17.8,75,18.7,FALSE,1.390074492,0.46882242,1.06613,5,4.25,13
4.4,8.7,72,8.5,TRUE,0.977430701,0,0.932491,6,7.5,2
0,21.1,10,3.1,TRUE,0.04821391,0.516467929,0.589633,3,6.25,1
1,0,2,0.3,FALSE,0,0,2.91637,8,5.75,2
10.2,15.7,10,3.6,FALSE,0.070768036,0.039379001,2.38115,5,6.75,2
52.8,48.5,39,14,TRUE,0.659542799,0.264566183,1.67348,7,7.75,9
64.4,14.4,60,13.9,FALSE,1.354155421,0.012607418,0.383833,1,5.5,13
2,3.4,3,0.8,TRUE,0.037590995,0,1.93588,10,6.25,2
38.8,25.2,109,17.3,TRUE,0.829918563,0.068068057,1.19558,10,5.25,6
46.6,23.8,76,14.6,FALSE,0.601884484,0.742719233,1.928,4,9.75,10
39.6,32.1,102,17.4,TRUE,1.064398289,0.1597251,3.29249,8,8.25,7
1.4,12.3,0,1.4,FALSE,0,0.009629997,2.59305,7,4.5,2
7.4,2.1,53,6.3,FALSE,1.256985545,0,0.922262,2,3.25,2
50.8,23.6,82,15.6,TRUE,1.015970349,0.074805081,1.63123,9,3.25,12
78.2,49.8,77,20.5,TRUE,0.972577274,0.758948684,1.81466,3,4.25,13
8.8,17.7,39,6.6,FALSE,0.341798425,0.01947307,2.76272,10,0.75,2
39,3.7,49,9.2,FALSE,0.811894298,0,2.02764,10,11.75,7
2.4,2.2,33,3.8,FALSE,0.208425045,0,1.5091,6,2,2
4.4,7,31,4.2,FALSE,0.148589507,0,0.688016,5,3,5
8.4,35.1,26,7,TRUE,0.184181601,0.57465893,0.368393,3,1.75,2
3.2,12.2,25,4,TRUE,0.017011484,0.03198019,1.55381,9,1,2
17.6,59.6,19,9.6,TRUE,0.038784914,0.664058626,0.571301,1,1.75,2
11,48,37,9.6,TRUE,0.460244507,0.196650222,1.05292,5,10.25,3
6.8,2.8,41,5.1,TRUE,0.146730274,0,1.71044,8,5.75,2
42.6,12.2,47,10.2,TRUE,0.837144196,0.130835652,0.962804,9,4,6
16,37.4,29,8.2,TRUE,0.473275691,0.164364919,2.95852,10,2.5,2
5.2,19.3,80,10.5,TRUE,0.298729956,0.07124196,0.627281,1,5.25,2
43.6,17.5,60,12.1,FALSE,0.686430752,0.026212066,0.673382,5,1.75,12
32.6,0.4,27,6,FALSE,0.844867408,0,2.71421,8,5,6
14.2,22.8,33,7,FALSE,0.208335415,0.044775594,1.09264,2,5.5,5
56.6,31.8,21,10.9,TRUE,0.309457093,0.553032756,1.5631,1,4.25,12
57,19.8,72,14.9,TRUE,0.760928929,0.589692354,1.82434,3,6,12
0,2.1,18,1.9,TRUE,0.298868418,0,1.5631,1,2.25,2
7,21.6,21,5,FALSE,0.531695187,0.083881527,1.47593,1,1.25,2
39.2,1.2,37,7.7,TRUE,0.063824408,0,1.93448,2,2.5,7
2.4,0.9,51,5.4,TRUE,0.240829363,0,0.951507,2,2,2
4.4,2.4,12,1.9,TRUE,0.054756533,0,1.80619,10,2.75,2
35.6,12.1,41,8.9,FALSE,0.698271513,0.016938707,1.79848,10,0.75,5
24,15.6,36,7.6,TRUE,0.081086464,0.382890582,0.451196,3,6.25,5
10.4,0.3,40,5.1,FALSE,0.412449151,0,0.39698,5,4,2
11.4,20.3,115,14.7,TRUE,0.528407812,0.054515682,0.658049,8,7.5,2
2.8,22.7,15,4.1,TRUE,0.104917727,0.170967519,0.825478,2,4.75,2
14.6,13.8,5,3.3,TRUE,0.019143635,0.540601254,2.55514,9,2,5
58.8,6.8,64,13,FALSE,1.360003352,0,1.00121,7,6,15
5,23.4,34,6.2,TRUE,0.628793657,0.23220697,2.32983,5,3.75,1
7.2,13.5,22,4.3,TRUE,0.077297576,0.035122178,2.16356,10,5.75,2
6.2,3.3,21,3.1,TRUE,0.009020169,0,1.8875,7,4,2
36.4,25.8,19,8.1,FALSE,0.110858195,0.50564456,1.28665,3,4,7
0.6,5.4,54,6,FALSE,0.352582306,0,1.2769,1,5,2
19,16.2,26,6.1,FALSE,0.653863072,0.44067806,1.55714,6,0.25,4
11.2,0.5,17,2.9,FALSE,0.044803306,0,3.24988,10,0,2
23,44.6,82,15,TRUE,1.488869429,0.642644703,0.656044,6,3.25,4
41.2,27.8,33,10.2,TRUE,0.837863326,0.784723938,0.656044,6,1.25,9
5.6,1.7,41,4.8,FALSE,0.133884788,0,3.41874,8,2.5,2
17.8,3.2,18,3.9,FALSE,0.025099428,0,2.89884,3,4,2
48.2,3.9,39,9.1,FALSE,0.16841282,0,0.277704,9,3.5,8
116.6,26.7,96,23.9,TRUE,1.81687963,0.175538927,1.08186,8,3.75,17
37.8,11.6,75,12.4,FALSE,1.122105241,0,0.621818,1,3.75,7
35,25.1,48,10.8,FALSE,1.006505966,0.10343755,0.621818,1,3,5
2.4,8.8,8,1.9,TRUE,0.018621713,0,0.644144,6,4,2
52.2,39.1,66,15.7,FALSE,0.510908127,0.643686056,1.0789,2,8,12
36.4,2.8,23,6.2,FALSE,0.380863458,0,0.871304,7,4.25,8
8,15.6,66,9,TRUE,0.697025716,0.033401132,0.977046,5,2.5,2
4.4,30.7,17,5.2,TRUE,0.057624076,0.164083257,1.94658,5,5.25,2
40.6,2.4,54,9.7,FALSE,0.694630921,0,1.00357,10,5.75,8
37.6,3.7,40,8.1,TRUE,0.362697601,0,1.3801,10,2.5,6
1.4,4.1,38,4.4,FALSE,0.407756388,0,0.669394,6,4.5,2
20.4,34.8,6,6.1,TRUE,0,0.117281504,0.903255,1,5,2
18.8,38,97,15.4,TRUE,0.423658311,0.535193861,0.957777,8,9.75,2
0,0.3,30,2.8,TRUE,0.112112693,0,1.41659,3,5.75,2
10.2,19.2,84,11.3,FALSE,0.342823625,0.068657763,1.7814,7,2.5,2
3.8,7.6,23,3.4,FALSE,0.479125857,0,0.384198,2,7.25,2
0,7.3,45,5.2,FALSE,0.899413466,0,1.06981,5,3.75,2
1.8,18.2,8,2.8,FALSE,0.060023073,0.324487209,1.06981,5,4.25,2
44.2,17.3,25,8.7,TRUE,0.512402058,0.096084632,0.971813,6,1.75,8
7,33.2,20,6,FALSE,0.154420495,0.729795158,1.24835,4,4,2
36.6,38.4,43,11.8,TRUE,0.240409106,0.837726414,1.33831,6,3.25,5
37.4,27,30,9.4,TRUE,0.082025006,0.116728798,0.695213,5,7.25,8
15,16.2,13,4.4,FALSE,0.124695554,0.303211659,0.764264,1,4,5
42.2,29.3,66,13.8,TRUE,0.276774913,0.447351158,0.597893,2,4.25,7
41.8,22,19,8.3,FALSE,0.342782527,0.055585846,3.23417,8,3.75,6
42,0.1,60,10.2,FALSE,0.549567699,0,3.23417,8,4.5,9
9,21.3,29,5.9,TRUE,0.099596366,0.296096623,1.53294,5,0.75,2
75,2.4,132,20.9,FALSE,2.077975273,0,3.46113,1,1.5,12
5.6,12.6,30,4.8,FALSE,0.624942422,0.078569964,1.33257,3,2.75,2
92.2,50.6,68,21.1,TRUE,0.914550424,1.08022213,0.718873,9,3.5,16
73.8,26.8,77,17.8,TRUE,0.914988518,0.226234183,0.130179,6,4,12
8,14.6,2,2.5,FALSE,0,0.026109714,3.03102,10,5.75,2
35.8,3.4,118,15.7,TRUE,1.487195134,0,0.787747,3,4.25,5
0,2.8,6,0.7,TRUE,0,0,2.60922,10,1.75,2
5.2,14.6,42,6.2,TRUE,0.687072694,0.050847761,1.49717,8,4.25,1
12.2,17.9,39,6.9,FALSE,0.111394778,0.033281993,2.53093,2,7,2
41,3.1,19,6.3,TRUE,0.040527809,0,1.12475,10,2.75,8
31.6,4.8,51,8.7,FALSE,0.764572859,0,1.96816,1,4.75,9
56,14.5,32,10.3,FALSE,1.248744369,0.29805243,1.31614,2,3.75,11
1.8,1.8,47,5.1,FALSE,0.289003342,0,1.53311,5,2,2
80.2,4.3,38,12.3,FALSE,0.390402168,0,1.31614,2,3.75,13
1.2,3.8,24,2.9,TRUE,0.074407279,0,1.83041,3,4.25,2
7.4,13.9,2,2.3,FALSE,0,0.065607011,2.53003,10,7,2
45.4,3.3,103,15.2,TRUE,1.593892694,0,0.613167,3,6.5,7
29.4,1.9,55,8.6,TRUE,0.696772993,0,0.845211,9,6,7
37.4,12.3,35,8.5,TRUE,0.082491487,0.036439549,0.845211,9,6.5,9
40.8,11.9,68,12.1,FALSE,0.369854301,0.046118483,1.08514,3,0,8
2.2,22,14,3.8,TRUE,0.047127314,0.088462904,1.57739,5,2.75,2
46.2,13.8,87,14.7,TRUE,0.23927182,0.071481168,1.23555,1,4.75,7
6.2,0.5,39,4.6,FALSE,0.400125176,0,3.67741,10,0.5,2
45.8,13.3,48,10.7,TRUE,0.192351833,0.128833354,0.630423,5,0.75,6
41.6,6.5,8,5.6,FALSE,0.177287713,0,0.219359,2,1,7
0,0.8,8,0.5,FALSE,0.636924386,0,1.92171,6,4.25,2
6.4,31.8,32,7,FALSE,0.573900282,0.086627148,0.625978,9,2,1
29.8,13.8,45,8.9,TRUE,0.717268944,0.01376935,1.20566,2,2,7
12.4,26.1,23,6.2,FALSE,0.109696917,0.155350149,3.18716,8,6.75,1
39.8,6.7,21,6.8,FALSE,0.354268134,0,3.18716,8,0.75,6
9.6,1.4,2,1.3,FALSE,0,0,3.67741,10,6,1
30.8,11.3,77,11.9,TRUE,1.098769784,0.07217966,0.706284,5,6.25,6
37.4,3.9,27,6.8,TRUE,0.761168838,0,3.45713,8,2.25,7
3.4,0.3,0,0.4,TRUE,0,0,1.59515,10,3,1
4.6,1.2,22,2.8,FALSE,0.053810801,0,1.39896,2,1.75,2
62.6,45.3,46,15.4,TRUE,0.98498857,0.654799283,0.702261,2,5,12
51.4,13.4,58,12.3,FALSE,0.973352253,0.400045246,0.339087,1,0,11
31.2,4.1,19,5.4,FALSE,0.063144416,0,1.44291,5,1.5,5
36.2,23.9,81,14.1,FALSE,1.035820246,0.043942846,2.07772,3,4,8
85.4,24.5,60,17,TRUE,1.064121485,0.627344966,0.15103,1,5,16
8.2,11.6,33,5.3,FALSE,0.632040739,0,0.339087,1,2.75,2
6.8,13.6,45,6.5,TRUE,0.101019114,0.088119373,0.129312,2,4.25,2
71.8,11.4,72,15.5,TRUE,1.591459632,0,0.471571,3,1.75,13
5.8,24.1,36,6.6,TRUE,0.094208427,0.55118382,0.608954,6,4.25,2
10.6,1.5,26,3.8,TRUE,0.282722861,0,1.24394,9,4,5
12.2,14.9,35,6.2,FALSE,0.096932262,0.13595362,1.17008,3,8.25,2
10.6,0.6,35,4.6,FALSE,0.54557389,0,1.8935,6,3.25,2
2,13.3,84,9.9,TRUE,0.829637051,0.021146312,0.564317,5,4.5,2
3,4,46,5.3,FALSE,0.401240796,0,2.84701,5,5.25,2
31.8,14.1,90,13.6,TRUE,1.334019423,0.05201209,0.440898,2,0.5,6
25.6,40.3,62,12.8,TRUE,0.156942561,0.982349992,2.03847,8,5.75,11
43.2,40.3,31,11.5,TRUE,0.414236575,0.221592337,1.04822,9,4.75,8
11.6,5.3,21,3.8,FALSE,0.014780204,0,2.69396,7,6,2
32.4,12.8,37,8.2,FALSE,0.531859279,0.030085158,1.20888,4,3,3
1.6,6.7,29,3.7,TRUE,0.802921176,0,1.38919,3,3.75,2
48.4,23.5,48,12,FALSE,0.595608056,0.531859279,1.20888,4,2.75,11
16,12,43,7.1,TRUE,0.079600789,0.037426889,0.201885,8,3.75,5
71.8,32.3,71,17.5,FALSE,1.518808246,0.894418061,1.62301,1,8,16
4.6,15,44,6.4,TRUE,0.148138702,0.091676384,1.38919,3,4.5,2
10.8,13.7,35,6,TRUE,0.561069965,0.064905435,3.61876,6,4.5,5
38.2,41,40,11.9,FALSE,0.491143197,0.687746048,0.718394,3,6.75,7
