influence,creativity,threat,ict_index,was_home,xG,xA,xGC,fixture,form,total_points
31.2,0,0,3.1,1,0,0,1.25546,5,4.5,3
37.2,0,0,3.7,1,0,0,3.30947,9,6.25,2
5.6,0,0,0.6,0,0,0,0.304164,2,4.25,6
41,0,0,4.1,1,0,0,1.53269,4,2.5,3
0,0,0,0,1,0,0,0.834423,8,4.75,1
50.2,0,0,5,1,0,0,1.40658,8,2.5,11
13.4,0,0,1.3,0,0,0,2.1424,2,0,1
31.2,0,0,3.1,0,0,0,1.14216,10,5.75,4
10.8,0,0,1.1,1,0,0,0.123075,3,2,6
22.4,0,0,2.2,1,0,0,3.41021,10,5,1
1.6,0,0,0.2,1,0,0,0.653058,1,0,2
76,0,0,7.6,0,0,0,2.84978,9,0,9
54,0,0,5.4,0,0,0,2.84928,5,3.75,3
2.2,0,0,0.2,1,0,0,0.786214,7,5.25,1
5.2,0,0,0.5,0,0,0,3.08413,9,2.5,0
24,0,0,2.4,1,0,0,0.591118,2,4.5,2
43.2,0,0,4.3,0,0,0,1.8756,3,4.75,4
32.2,0,0,3.2,1,0,0,1.19984,1,3.5,3
20.8,0,0,2.1,0,0,0,1.18168,1,6.25,10
0,0,0,0,0,0,0,1.43009,4,3.25,-1
31.4,0,0,3.1,0,0,0,3.06422,9,3.75,1
21.6,0,0,2.2,0,0,0,1.80763,10,4.75,1
16.2,0,0,1.6,0,0,0,1.87247,10,0,8
22.4,0,0,2.2,1,0,0,0.85013,2,2.75,7
46.2,0,0,4.6,0,0,0,3.09527,8,5.25,2
35.6,0,0,3.6,1,0,0,1.20923,7,4,9
36.8,0,0,3.7,0,0,0,1.39955,5,6.25,2
18.2,0,0,1.8,1,0,0,0.630058,3,0,7
19,0,0,1.9,0,0,0,2.56607,9,2.25,2
27.6,0,0,2.8,0,0,0,1.17794,4,3.5,3
7.8,0,0,0.8,0,0,0,0.049118,3,2.25,6
25.6,0,0,2.6,1,0,0,1.09586,10,2.25,7
14.6,0,0,1.5,1,0,0,1.61843,1,2.5,2
41.4,0,0,4.1,0,0,0,1.64908,9,1.5,4
13,0,0,1.3,1,0,0,1.34294,5,2,1
0,0,0,0,0,0,0,1.23952,7,3.75,6
10.4,0,0,1,0,0,0,1.0594,2,2.75,6
11.2,0,0,1.1,1,0,0,0.612933,4,3.75,2
20.2,0,0,2,0,0,0,1.45074,6,5.75,1
28,0,0,2.8,1,0,0,1.26247,10,6.25,2
26.4,0,0,2.6,0,0,0,1.50029,1,1.75,9
7.6,0,0,0.8,1,0,0,0.226625,3,2.25,6
22.8,0,0,2.3,1,0,0,1.61843,9,2,2
18.2,0,0,1.8,1,0,0,1.62514,9,2.25,2
11.2,10,0,2.1,0,0,0.396006882,0.445301,2,4,2
5.6,0,0,0.6,0,0,0,0.681,3,2.25,2
12.4,0,0,1.2,0,0,0,1.67369,4,2.25,0
30.8,0,0,3.1,1,0,0,1.47603,1,5,7
3.2,0,0,0.3,1,0,0,0.290345,7,2.75,6
44.8,0,0,4.5,0,0,0,1.9485,10,5,3
12.4,0,0,1.2,1,0,0,0.986853,4,5.25,0
38.2,0,0,3.8,0,0,0,4.21366,9,4.5,2
18.8,0,0,1.9,1,0,0,0.895774,2,4,2
49.2,0,0,4.9,0,0,0,0.622946,8,3.25,11
10.4,0,0,1,0,0,0,1.80971,5,2.25,2
14,0,0,1.4,1,0,0,0.907849,7,4.5,8
13.2,0,0,1.3,1,0,0,0.501886,5,2.75,2
5.6,0,0,0.6,1,0,0,1.30653,9,2.25,2
21.6,0,0,2.2,0,0,0,0.568215,7,5.25,6
18.6,0,0,1.9,1,0,0,0.238458,3,3,9
34,0,0,3.4,0,0,0,0.987799,1,3.25,2
22.8,0,0,2.3,1,0,0,1.34998,1,4,3
45.4,0,0,4.5,0,0,0,2.5505,10,4.5,3
19.8,0,0,2,1,0,0,0.740795,4,4.5,9
27.6,0,0,2.8,1,0,0,2.19675,9,2.25,8
10.2,0,0,1,1,0,0,0.860828,10,2.75,2
45.2,0,0,4.5,0,0,0,3.56519,8,4.25,2
25.2,0,0,2.5,0,0,0,0.881174,3,0,7
17,0,0,1.7,1,0,0,1.15809,5,2.5,2
9.2,0,0,0.9,1,0,0,1.07907,3,2.75,2
38.2,0,0,3.8,0,0,0,2.0117,9,6.5,2
28.6,0,0,2.9,1,0,0,0.817997,10,3.5,7
17.8,0,0,1.8,1,0,0,0.740773,4,4.25,7
22.8,0,0,2.3,1,0,0,2.05148,9,3,2
4.6,0.1,0,0.5,1,0,0,2.65018,6,2.25,2
12.4,0,0,1.2,1,0,0,1.22828,7,5.25,0
17.6,0,0,1.8,0,0,0,1.53072,7,7,1
30.2,0,0,3,1,0,0,1.15616,8,4,3
18.2,0,0,1.8,0,0,0,1.11632,4,4.75,2
17.6,0,0,1.8,0,0,0,1.64227,3,2.5,1
4.8,0,0,0.5,0,0,0,0.876603,1,1.25,1
2,0,0,0.2,1,0,0,0.13049,3,5.25,6
16,0,0,1.6,0,0,0,1.28962,9,3.75,1
30.8,0,0,3.1,0,0,0,1.91091,5,5.5,2
55.2,0,0,5.5,0,0,0,1.63389,10,1.25,10
18.6,0,0,1.9,0,0,0,3.19622,8,2.25,0
25.8,0,0,2.6,0,0,0,3.00238,5,3.5,3
3.6,0.1,0,0.4,1,0,0,0.569943,2,6.75,2
17.8,0,0,1.8,0,0,0,1.48466,6,4,3
37,0,0,3.7,1,0,0,2.24914,10,4.25,5
23.4,0,0,2.3,1,0,0,0.799928,4,1.75,7
14,0,0,1.4,1,0,0,2.35575,9,1.25,1
9.6,0,0,1,1,0,0,0.487297,8,3.5,6
33,0,0,3.3,1,0,0,0.897856,3,5.25,3
7.6,0,0,0.8,1,0,0,0.433555,5,3.5,2
15.4,0,0,1.5,1,0,0,1.65713,5,1.75,3
28.4,0,0,2.8,0,0,0,2.59121,10,5.75,1
11,0,0,1.1,1,0,0,0.430729,7,4.25,6
26.8,0,0,2.7,1,0,0,1.71995,10,0,9
22,0,0,2.2,0,0,0,0.843332,2,5,3
13.4,0,0,1.3,0,0,0,1.48792,7,4.25,1
56.4,0,0,5.6,0,0,0,3.9205,9,3,2
17.2,0,0,1.7,0,0,0,1.28178,7,1.5,2
37.8,0,0,3.8,1,0,0,1.68958,8,4,4
22,0,0,2.2,0,0,0,0.184958,5,3.5,7
53,0,0,5.3,0,0,0,1.12487,6,5.25,6
6,0,0,0.6,0,0,0,1.50162,1,4,2
25,0,4,2.9,0,0,0,0.606929,4,2,3
4,0,0,0.4,1,0,0,0.166078,1,3.25,2
21.4,10,0,3.1,0,0,0.018446758,3.2913,3,5,0
21.2,0,0,2.1,0,0,0,1.20646,5,4.5,2
34.8,10,0,4.5,1,0,0.027228795,0.65898,2,5.25,3
24.8,0,0,2.5,1,0,0,1.65074,9,2.5,3
24.6,0,0,2.5,0,0,0,2.30838,2,3,1
20.8,0,0,2.1,1,0,0,0.385303,1,1.5,7
18.2,0,0,1.8,0,0,0,0.74138,5,3.5,1
21.4,0,0,2.1,1,0,0,0.138106,3,5.25,7
37.2,0,0,3.7,0,0,0,0.982895,2,4.5,11
34.8,0,0,3.5,0,0,0,1.63794,9,4,2
51,0,0,5.1,0,0,0,2.33524,7,2,3
12.6,0,0,1.3,1,0,0,1.4035,5,1.5,1
10.4,0,0,1,1,0,0,0.497211,4,3,2
11.4,0,0,1.1,0,0,0,1.56935,9,3.666666667,1
27,0,0,2.7,1,0,0,1.79993,7,5.5,3
25,0,0,2.5,1,0,0,1.25439,10,2.75,2
27,0,0,2.7,1,0,0,0.670573,6,3.25,7
42,0,0,4.2,0,0,0,1.51605,3,0,11
22.4,0,0,2.2,1,0,0,0.670943,7,5.25,2
10,0,0,1,0,0,0,0.875132,1,5.5,2
14.6,0,0,1.5,1,0,0,0.795911,2,4,6
31.4,0,0,3.1,0,0,0,1.16991,8,2.25,2
54.8,0,0,5.5,0,0,0,2.73725,10,1.5,9
22,0,0,2.2,0,0,0,0.818951,5,2.75,7
33.4,0,0,3.3,0,0,0,2.3497,9,0,3
11,0,0,1.1,1,0,0,0.966783,2,2.75,1
12.6,0,0,1.3,1,0,0,0.777089,9,3.5,2
20.2,0,0,2,0,0,0,1.17387,5,5.5,2
26.4,0,0,2.6,1,0,0,1.64562,10,5.5,2
0.4,0,0,0,1,0,0,1.41929,7,0.5,1
1.8,0,0,0.2,1,0,0,0,2,3,6
27.2,0,0,2.7,1,0,0,0.321797,3,2.75,7
6,0,0,0.6,0,0,0,0.360925,1,3.25,2
29.6,0,0,3,0,0,0,1.39381,3,3.75,9
14.4,0,0,1.4,1,0,0,0.496723,2,3,6
28.8,0,0,2.9,0,0,0,0.72673,4,2.25,9
40.8,0,0,4.1,0,0,0,3.87829,8,1.75,3
42.4,0,0,4.2,1,0,0,2.97881,7,5.25,3
23.4,0,0,2.3,1,0,0,2.74705,5,4,2
16.8,0,0,1.7,0,0,0,0.894266,1,3.75,3
8.2,0,0,0.8,0,0,0,0.220381,3,2.25,6
15.8,0,0,1.6,0,0,0,1.44971,4,2.5,1
20,0,0,2,1,0,0,0.138813,2,3.5,6
19.2,0,0,1.9,0,0,0,1.209,8,4.5,3
54.6,0,0,5.5,0,0,0,3.56649,8,4.5,3
2.2,0,0,0.2,1,0,0,0.446641,2,0.75,6
6,0,0,0.6,1,0,0,1.91312,10,3.75,1
37.8,0,0,3.8,0,0,0,1.60322,3,3.5,15
22.6,0,0,2.3,0,0,0,2.14368,10,4.5,2
3,0,0,0.3,1,0,0,0.280847,3,4.5,6
19.4,0,0,1.9,0,0,0,0.394723,1,3.75,1
25.6,0,0,2.6,1,0,0,1.72037,9,3,2
20.4,0,0,2,1,0,0,1.3895,9,0,2
26,0,0,2.6,0,0,0,1.58895,8,2.25,2
35.2,0,0,3.5,0,0,0,3.42967,10,4,2
18,0,0,1.8,0,0,0,1.40115,1,3.5,3
19.8,0,0,2,1,0,0,1.79894,9,2.5,1
38.8,0,0,3.9,0,0,0,2.12073,8,2.25,3
27,10,0,3.7,0,0,0.03744835,1.53244,3,4,1
21.2,0,0,2.1,1,0,0,0.947321,9,3.25,10
15.6,0,0,1.6,0,0,0,1.22912,1,5,2
1.8,0,0,0.2,0,0,0,1.09224,6,3.75,2
30.6,0,0,3.1,0,0,0,1.36685,4,3.25,3
13,0,0,1.3,0,0,0,2.09227,5,3,2
14.6,0,0,1.5,1,0,0,1.99812,8,1,1
18.4,0,0,1.8,0,0,0,0.515248,6,1.25,8
16.6,0,0,1.7,0,0,0,1.18301,5,3.25,6
15.2,0,0,1.5,1,0,0,1.54485,10,2.5,1
28.8,0,0,2.9,0,0,0,0.988099,3,2.25,4
29,0,0,2.9,0,0,0,0.807456,4,2.25,3
25,0,0,2.5,1,0,0,1.41085,1,3,3
14.4,0,0,1.4,1,0,0,0.306273,4,2.75,7
31.2,0,0,3.1,0,0,0,1.19751,2,5.25,4
23.8,0,0,2.4,1,0,0,1.61456,7,5,3
11.6,0,0,1.2,1,0,0,1.41538,8,3.75,2
41.6,0,0,4.2,1,0,0,0.663817,6,3.25,4
34.8,0,0,3.5,1,0,0,1.7717,8,4.25,2
5.6,0,0,0.6,1,0,0,1.54485,3,3.25,0
44.6,0,0,4.5,1,0,0,1.61309,7,2.5,5
24.4,10,0,3.4,0,0,0.04328325,2.07299,8,3.25,1
69.8,0,0,7,0,0,0,3.41675,10,4,9
1.4,0,0,0.1,0,0,0,0.948534,7,4,2
18.4,0,0,1.8,0,0,0,0.356095,1,2.5,2
29.8,0,0,3,0,0,0,0.59455,4,2.5,10
28,0,0,2.8,1,0,0,2.29076,10,0,1
40,0,0,4,1,0,0,1.01741,5,3,3
18.4,0,0,1.8,1,0,0,0.651541,8,4.25,2
46,0,0,4.6,1,0,0,1.36928,4,2.75,9
18,0,0,1.8,0,0,0,2.11658,9,3,6
26.8,0,0,2.7,1,0,0,0.943754,7,3,2
14.2,0,0,1.4,0,0,0,0.56538,3,5.25,6
18.8,0,0,1.9,1,0,0,1.45426,8,4,2
12.4,0,0,1.2,1,0,0,0.703096,1,3,2
18,0,0,1.8,1,0,0,0.378409,3,2.75,6
1.4,0,0,0.1,1,0,0,0.941395,6,3.5,6
34,0,0,3.4,1,0,0,0.596075,10,2.25,11
13.2,0,0,1.3,0,0,0,1.0138,7,3.5,2
15,0,0,1.5,0,0,0,0.389621,2,3.5,8
23.4,0,0,2.3,1,0,0,1.00939,3,0,2
14.6,0,0,1.5,0,0,0,0.783043,4,3.5,6
4.2,0,0,0.4,1,0,0,1.31471,5,3.75,1
18.8,0,0,1.9,0,0,0,0.806168,10,3,6
33.8,0,0,3.4,0,0,0,2.25256,8,4,2
24,0,0,2.4,1,0,0,0.634996,2,6.5,3
32.8,0,0,3.3,0,0,0,0.634996,5,4,3
54.8,0,0,5.5,1,0,0,1.48865,2,4.25,4
68.2,0,0,6.8,0,0,0,0.969481,4,2,11
43.4,0,0,4.3,0,0,0,0.835241,9,4.25,4
18.2,0,0,1.8,0,0,0,2.92408,8,3.5,1
9.8,0,0,1,0,0,0,0.750175,1,4.5,2
9.6,0,0,1,1,0,0,0.631021,3,0,2
43.4,0,0,4.3,1,0,0,1.67867,7,5,4
11,0,0,1.1,1,0,0,0.765614,10,5.25,2
19.2,0,0,1.9,0,0,0,0.506624,2,0.5,7
48.2,0,0,4.8,1,0,0,1.27359,6,5.75,1
75,0,0,7.5,0,0,0,1.70936,2,3.75,8
23,0,0,2.3,1,0,0,2.3322,8,4.25,3
1.4,0,0,0.1,0,0,0,1.18299,4,4.75,1
43.6,0,0,4.4,1,0,0,1.75436,1,4.5,9
19,0,0,1.9,1,0,0,0.843284,8,4.75,6
28.2,0,0,2.8,1,0,0,1.38551,5,2.75,2
26.4,0,0,2.6,1,0,0,0.654288,4,0,7
7.4,0,0,0.7,1,0,0,0.216004,1,4.5,6
17.8,0,0,1.8,0,0,0,1.49928,1,2.75,2
7,0,0,0.7,1,0,0,0.57794,4,0,1
7.6,0,0,0.8,0,0,0,1.15144,7,5,6
48.4,10,0,5.8,1,0,0.024044722,1.96635,10,5,3
9.8,0,0,1,1,0,0,0.339338,3,0,6
7.4,0,0,0.7,0,0,0,1.94969,4,3.25,1
26.4,0,0,2.6,1,0,0,2.17535,9,4,2
23,0,0,2.3,1,0,0,1.03943,8,0,2
9.4,0,0,0.9,0,0,0,0.429329,7,6,2
22.6,0,0,2.3,1,0,0,1.06298,7,2.75,7
25.6,0,0,2.6,0,0,0,2.03243,5,0.25,7
2.6,0,0,0.3,1,0,0,0.154074,2,4.25,6
10.6,0,0,1.1,0,0,0,0.781891,1,1.5,6
5.4,0,0,0.5,1,0,0,1.24181,6,3,2
26.8,0,0,2.7,0,0,0,3.28722,10,3,1
21.8,0,0,2.2,0,0,0,0.700349,3,0.5,2
49.4,0,0,4.9,0,0,0,1.17894,9,5,11
54.6,0,0,5.5,0,0,0,2.18727,9,2.75,4
19.6,0,0,2,1,0,0,1.11428,2,4,3
18.2,0,0,1.8,0,0,0,0.802062,2,3.75,8
19.6,0,0,2,1,0,0,1.07247,10,2,3
22.2,0,0,2.2,0,0,0,0.67667,4,5.25,1
2.6,0,0,0.3,1,0,0,1.59815,8,3.25,0
14.4,0,0,1.4,1,0,0,1.45327,9,3,1
19.8,0,0,2,0,0,0,0.369454,7,2,7
20.8,10,0,3.1,1,0,0.012047105,0.384728,5,1.75,3
23.6,0,0,2.4,1,0,0,1.92902,9,1,2
13.4,0,0,1.3,1,0,0,1.25817,4,7,1
15.4,0,0,1.5,1,0,0,0.312561,3,2.25,6
32.2,0,0,3.2,0,0,0,5.72543,10,3.25,1
10.8,0,0,1.1,1,0,0,0.244321,5,4.25,6
49.2,0,0,4.9,0,0,0,2.68136,1,2.75,9
11.2,0,0,1.1,0,0,0,0.196648,3,3.5,6
18.8,0,0,1.9,1,0,0,1.42781,2,3,2
6.4,0,0,0.6,1,0,0,0.178568,2,3.25,6
24.6,0,0,2.5,1,0,0,1.56089,9,3.25,1
11.6,0,0,1.2,1,0,0,0.383977,7,1.75,2
23.2,0,0,2.3,0,0,0,1.39901,5,1.5,10
21,0,0,2.1,0,0,0,0.692185,4,6.25,3
34.4,10,0,4.4,0,0,0.033071101,0.93376,7,3.5,9
26.2,0,0,2.6,0,0,0,3.47508,10,3,1
33.8,0,0,3.4,0,0,0,1.92702,9,5.75,9
23.2,0,0,2.3,1,0,0,0.17504,5,4.75,6
18.2,0,0,1.8,0,0,0,4.45388,10,1.5,0
45.4,10,0,5.5,0,0,0.550865352,0.70219,7,4.75,9
10.4,10,0,2,0,0,0.011268807,1.65446,2,2.75,1
16.2,0,0,1.6,0,0,0,1.05884,3,2,2
2.8,0,0,0.3,1,0,0,0.155254,1,4,2
13.6,0,0,1.4,1,0,0,0.596086,3,4.75,6
25.4,0,0,2.5,1,0,0,0.835192,4,5.25,4
13.8,0,0,1.4,0,0,0,1.26744,3,7.5,1
13.8,0,0,1.4,1,0,0,0.504128,1,5,6
40.4,0,0,4,1,0,0,0.667771,9,4.75,4
11.4,0,0,1.1,1,0,0,1.11834,5,0.75,1
18.6,0,0,1.9,1,0,0,1.98345,3,5.5,1
33.6,10,0,4.4,1,0,0.565615714,0.807135,10,2.75,5
66.6,0,0,6.7,1,0,0,3.86029,8,2,3
22.2,0,0,2.2,0,0,0,0.559618,2,4,3
35.8,0,0,3.6,1,0,0,1.80814,6,5.25,2
46.6,0,0,4.7,0,0,0,3.71812,10,5.75,3
46,0,0,4.6,1,0,0,1.40827,3,0,11
27,0,0,2.7,0,0,0,1.01994,3,4.25,7
25.6,0,4,3,0,0.080715068,0,1.5137,8,4.25,2
30.4,0,0,3,0,0,0,4.34421,10,3,1
33,0,0,3.3,1,0,0,2.58097,9,5.75,2
42.6,0,0,4.3,0,0,0,0.638076,1,0.5,9
33.8,0,0,3.4,0,0,0,2.02004,7,2.75,2
17.8,0,0,1.8,1,0,0,1.44253,1,4.5,2
20.2,0,0,2,1,0,0,1.9171,5,5.75,2
18.6,0,0,1.9,1,0,0,1.77471,3,2,3
25.4,0,0,2.5,1,0,0,1.69077,4,3,2
0,0,0,0,0,0,0,1.15521,2,5.75,6
30.2,0,0,3,1,0,0,2.82183,10,2.5,2
23.6,0,0,2.4,1,0,0,0.517935,6,3.25,2
31.6,0,0,3.2,0,0,0,1.40321,8,3.5,7
29,0,0,2.9,0,0,0,2.5887,4,2.25,2
33,0,0,3.3,0,0,0,0.542494,3,3.25,3
59.2,0,0,5.9,0,0,0,1.7852,8,2.75,5
17.6,0,0,1.8,1,0,0,1.49669,9,4.5,1
23,0,0,2.3,0,0,0,1.14596,5,2.75,2
33.8,0,0,3.4,0,0,0,2.35193,5,3.75,8
74.2,0,0,7.4,1,0,0,2.90359,8,3,10
3.6,0,0,0.4,0,0,0,0.616013,7,3.5,2
30.2,0,0,3,1,0,0,0.660035,1,2.25,3
16.2,0,0,1.6,1,0,0,1.22722,10,3.5,1
46.8,0,0,4.7,0,0,0,2.68216,2,0,7
47.4,0,0,4.7,0,0,0,2.46904,10,3.75,3
60.8,0,0,6.1,1,0,0,3.13612,3,3.25,8
14.2,0,0,1.4,1,0,0,1.97094,2,5.75,0
12.2,0,0,1.2,1,0,0,0.746631,5,2.75,2
8,0,0,0.8,1,0,0,1.52437,6,2.25,1
11,0,0,1.1,0,0,0,2.22726,4,3,-1
23.2,0,0,2.3,0,0,0,1.26774,7,2.75,3
47.2,0,0,4.7,0,0,0,4.91621,10,1.75,3
3.4,0,0,0.3,1,0,0,0.90461,8,3,1
17.8,0,0,1.8,0,0,0,0.87744,1,5.25,6
6,0,0,0.6,0,0,0,1.77893,10,3,1
33.2,0,0,3.3,1,0,0,0.976413,4,4.25,9
37.2,10,0,4.7,0,0,0.010482896,1.80404,6,3.25,2
18.4,0,0,1.8,0,0,0,0.930544,8,2.25,2
11.8,0,0,1.2,1,0,0,0.688176,1,2.25,2
38.4,0,0,3.8,1,0,0,1.88344,9,3.25,11
39.4,0,0,3.9,1,0,0,1.76133,5,2.5,3
25.4,0,0,2.5,0,0,0,0.930793,5,2.75,10
21.4,0,0,2.1,0,0,0,0.817174,2,0,3
23.6,0,0,2.4,0,0,0,1.56707,2,6,3
35.4,0,0,3.5,1,0,0,2.33733,9,3.75,2
3.4,0,0,0.3,1,0,0,0.536317,1,2,6
21.4,0,0,2.1,1,0,0,0.865739,8,5.5,3
20.4,0,0,2,0,0,0,2.31538,7,3.25,2
25,0,0,2.5,1,0,0,1.34341,6,3.75,2
34.2,0,0,3.4,0,0,0,0.339245,1,0.75,7
26.2,0,0,2.6,0,0,0,1.97143,4,6,2
22.2,0,0,2.2,1,0,0,3.54699,9,2.75,2
21.6,0,0,2.2,0,0,0,1.31588,1,0.5,3
38,0,0,3.8,1,0,0,1.13843,2,0,9
7.6,0,0,0.8,1,0,0,1.02549,1,6.25,2
21.2,0,0,2.1,0,0,0,0.353128,3,2,2
10,0,0,1,0,0,0,1.10472,6,3,2
43,0,0,4.3,1,0,0,1.14952,7,2,3
20,0,0,2,0,0,0,1.02566,2,5,3
21,0,0,2.1,1,0,0,1.13706,8,3.75,0
46,0,0,4.6,0,0,0,2.40631,8,4,3
18.8,0,0,1.9,0,0,0,0.840403,4,1.25,6
16.2,0,0,1.6,1,0,0,0.932491,6,1.25,2
32,0,0,3.2,0,0,0,0.544268,6,2.25,8
43,0,0,4.3,0,0,0,4.48577,10,4.25,1
14.2,10,0,2.4,1,0,0.017544683,0.663819,10,2,2
40,0,0,4,1,0,0,1.50174,5,2.75,15
23,0,0,2.3,0,0,0,2.91637,8,2.5,2
11.8,0,0,1.2,1,0,0,1.11777,9,5,2
16,0,0,1.6,0,0,0,1.7562,2,2,0
15.4,0,0,1.5,1,0,0,0.675798,2,4,2
17.6,0,0,1.8,0,0,0,1.92794,7,4.5,1
9.2,0,0,0.9,0,0,0,2.38115,5,1.75,1
32.6,0,0,3.3,1,0,0,1.93588,10,4.25,3
34.4,0,0,3.4,1,0,0,3.01621,9,3.75,1
24.4,0,0,2.4,0,0,0,2.29622,5,2,2
79,0,0,7.9,0,0,0,2.51393,8,6.25,11
19.8,0,0,2,1,0,0,1.56009,6,3.25,2
50.4,0,0,5,0,0,0,1.95344,6,4.75,6
32,0,0,3.2,0,0,0,1.19216,3,4.25,9
1.2,0,0,0.1,1,0,0,0.845197,8,3.25,1
24.6,0,0,2.5,0,0,0,2.76272,10,4,0
23.6,0,0,2.4,1,0,0,1.19558,10,2,3
27,0,0,2.7,0,0,0,2.55739,6,1.75,1
14.2,0,0,1.4,1,0,0,0.354166,1,2,6
14,0,0,1.4,1,0,0,0.676348,2,8.5,2
19.4,0,0,1.9,0,0,0,0.922262,2,3.25,8
11.2,0,0,1.1,1,0,0,0.882514,3,3.5,1
11.2,0,0,1.1,1,0,0,2.5452,5,4,6
17.8,0,0,1.8,0,0,0,1.88741,9,1.5,2
37.6,0,0,3.8,1,0,0,1.07573,5,3.5,5
35.4,0,0,3.5,0,0,0,0.688016,5,5.5,9
23.8,0,0,2.4,0,0,0,1.5091,6,1.25,10
20.8,0,0,2.1,1,0,0,1.44113,6,3,2
26.8,0,0,2.7,0,0,0,1.16298,9,7.5,7
15.4,0,0,1.5,1,0,0,0.368393,3,3.75,6
45.2,0,0,4.5,0,0,0,1.17524,1,3,5
22.4,0,0,2.2,1,0,0,1.91687,4,5,3
7.8,0,0,0.8,1,0,0,1.55381,9,1.5,2
18.8,0,0,1.9,0,0,0,1.3875,1,4.25,1
31.8,0,0,3.2,0,0,0,0.650884,4,2.5,3
8.8,0,0,0.9,1,0,0,0.962804,9,5.5,2
7.8,0,0,0.8,1,0,0,0.879108,2,8.75,6
21.4,0,0,2.1,0,0,0,0.862315,2,4.5,2
22,0,0,2.2,1,0,0,2.95852,10,3.5,0
32.2,0,0,3.2,0,0,0,1.49487,3,5,3
34.4,0,0,3.4,0,0,0,1.34245,8,1.5,10
18.2,0,0,1.8,1,0,0,0.904803,8,3,2
23.4,0,0,2.3,1,0,0,1.0926,9,2.75,2
18.8,0,0,1.9,0,0,0,2.71421,8,4,0
53.4,0,0,5.3,0,0,0,2.03785,5,3.25,3
31.4,0,0,3.1,1,0,0,1.67998,2,4,2
15.4,0,0,1.5,0,0,0,3.07574,10,6.5,2
3.6,0,0,0.4,1,0,0,1.19923,5,4.5,6
11.8,0,0,1.2,1,0,0,2.62697,6,5.25,1
3.2,0,0,0.3,1,0,0,0.302477,3,3.75,6
33,0,0,3.3,0,0,0,1.73642,9,2,2
24.6,0,0,2.5,0,0,0,1.33679,8,3,2
28.2,0,0,2.8,1,0,0,1.82434,3,3.25,3
50,0,0,5,1,0,0,2.73897,10,3.75,3
6.8,0,0,0.7,0,0,0,1.07393,4,4,1
42.2,0,0,4.2,0,0,0,1.47593,1,5.5,5
35.8,0,0,3.6,1,0,0,1.93448,2,3.5,9
19.6,0,0,2,0,0,0,2.10943,7,3.25,2
2.4,0,0,0.2,0,0,0,1.2521,2,5,1
27.6,0,0,2.8,0,0,0,1.55832,2,2.5,3
6.4,0,0,0.6,1,0,0,0.308361,1,2.75,7
17.6,0,0,1.8,0,0,0,0.357742,6,3.5,7
10.2,0,0,1,1,0,0,0.951507,2,4.25,7
10.2,0.3,0,1.1,0,0,0,2.02156,8,2.75,2
14.6,0,0,1.5,1,0,0,1.63043,5,4.5,1
2,0,0,0.2,1,0,0,0.917968,9,4.75,1
15.6,0,0,1.6,1,0,0,0.934613,5,5.5,1
18,0,0,1.8,0,0,0,1.53635,6,4.75,2
17.4,0,0,1.7,1,0,0,1.85763,8,2,1
20.6,0,0,2.1,0,0,0,1.21163,3,3.5,2
1.8,0,0,0.2,1,0,0,0.451196,3,3,6
19.4,0,0,1.9,0,0,0,1.74625,9,3.5,2
23.4,0,0,2.3,0,0,0,1.79848,10,3,2
4.6,0,0,0.5,0,0,0,0.39698,5,3.5,2
28.2,0,0,2.8,0,0,0,1.03424,1,4.5,9
26.2,0,0,2.6,0,0,0,0.671382,1,2,9
17.4,0,0,1.7,1,0,0,0.895305,6,0,5
25,0,0,2.5,0,0,0,1.0038,1,2,3
13.2,0,0,1.3,1,0,0,1.03237,3,3.25,2
13.4,0,0,1.3,0,0,0,1.00121,7,4,1
23.6,0,0,2.4,0,0,0,1.4656,8,3.75,2
23.6,0,0,2.4,1,0,0,2.60172,3,2,2
15,0,0,1.5,1,0,0,2.55514,9,2,-1
33.4,0,0,3.3,0,0,0,2.40458,9,3.5,10
25.2,0,0,2.5,1,0,0,2.32983,5,6.75,2
16.6,0,0,1.7,1,0,0,0.245408,1,3.5,6
15.8,0,0,1.6,0,0,0,1.27118,10,1.25,1
22,0,0,2.2,1,0,0,1.26973,6,2.25,2
22,0,0,2.2,0,0,0,1.38502,2,3.25,2
39.4,0,0,3.9,1,0,0,1.21736,4,4.25,7
18.2,0,0,1.8,1,0,0,1.8875,7,3.5,0
41.8,0,0,4.2,0,0,0,1.79848,8,2,3
15.8,0,0,1.6,0,0,0,1.88646,3,1.25,2
19,0,0,1.9,1,0,0,1.34781,10,4.5,3
30,10,0,4,0,0,0.054173682,1.28665,3,5.25,3
33.2,0,0,3.3,0,0,0,3.24988,10,4.75,1
26.6,0,0,2.7,1,0,0,1.05926,2,1.5,9
33.8,0,0,3.4,1,0,0,2.96802,10,2.25,2
37.8,0,0,3.8,0,0,0,3.7053,10,3.25,1
31.2,0,0,3.1,1,0,0,0.655851,7,0,9
61.2,0,0,6.1,0,0,0,1.72386,1,2.5,11
15.6,0,0,1.6,0,0,0,1.60311,2,1,2
16.4,0,0,1.6,1,0,0,0.493212,2,4,2
28,0,0,2.8,0,0,0,2.89884,3,3.75,2
26.2,0,0,2.6,0,0,0,1.05566,5,4.5,3
35.2,20,0,5.5,1,0,0.041520711,0.656044,6,0,9
