ID,avg_xG,avg_xA,avg_xGC,avg_I,avg_C,avg_T,avg_ICT,fixture_difficulty,was_home,form,total_points,class
6089,0,0.032731024,1.8924795,12.9,15.45,1.5,3,1,0,2,6,no
6160,0,0.13871102,2.57262,27,22.1,0,4.9,2,1,2,6,no
6163,0.206054138,0.014596364,0.8881695,13.15,6,10.75,3.025,5,0,2,6,no
6190,0.94527459,0.130512113,2.469275,40.35,17.75,46.25,10.425,6,1,7.5,6,no
6192,0.618492898,0.098456946,0.605725225,31.4,23.625,47.5,10.25,8,1,7.75,6,no
6212,0.158444148,0,2.100195,0.9,8.2,25.5,3.5,5,1,2,6,no
6215,0.193158736,0.043530032,1.13162375,12.6,9.25,21.5,4.35,8,0,4,6,no
6218,0.131824628,0,1.09534,33,0.5,17,5.1,4,1,6,6,no
6225,0.253590256,0,1.65069,33.4,4.3,40,7.8,10,1,8,6,no
6236,0.213987514,0.088935632,2.100195,31.6,21.9,33.5,8.7,5,1,4.5,6,no
6242,0.032249406,0.00533117,2.3848575,8.2,4.975,7.5,2.075,10,0,1.5,6,no
6283,0.346198466,0.202573336,0.775153,11.3,25.975,61,9.825,3,1,2.25,6,no
6304,0.015737862,0.119493768,1.26448125,14.65,9.475,4.5,2.85,1,1,2.5,6,no
6329,0.962133214,0.287274707,1.03270475,54.75,27.825,58,14.075,6,0,12.25,6,no
6341,0.149629202,0.441859838,2.0879005,20.55,52.6,21.75,9.475,8,0,3.75,6,no
6438,0.04172477,0.048474701,1.284485,8.95,14.425,11.5,3.475,1,1,3,6,no
6443,0.145958826,0.103850402,2.13083,19.75,11.95,24.5,5.65,5,0,4.25,6,no
6450,0.207107255,0.275401929,1.20841725,21.45,30.25,13,6.475,7,0,3,6,no
6498,0,0.033950979,1.2032975,9.4,5.875,1,1.625,1,1,1.75,6,no
6523,0.154376578,0.11835533,1.4154625,18.2,11.9,16.25,4.65,1,1,2.25,6,no
6541,0.318507888,0.096388029,1.35785775,31.1,30.475,40,10.175,3,1,5.5,6,no
6566,0.129939285,0.022221107,1.2032975,9.1,5,37.25,5.125,1,1,1.75,6,no
6655,0.451343058,0.24765569,1.32639825,47.4,16.9,37.75,10.2,4,0,7.5,6,no
6660,0.108694888,0.103449746,0.86162675,15.65,13.575,25,5.325,10,1,3.5,6,no
6669,0.082790486,0.276196781,1.4846145,10.4,33.3,17.25,6.1,3,1,1.75,6,no
6682,0.058827514,0.141614256,1.5627425,17.35,18.3,11,4.675,7,1,5.25,6,no
6707,0.127289187,0,1.638084,2.3,0.7,3.75,0.65,3,1,1,6,no
6726,0.045449249,0.150090477,0.92725275,9.05,11.875,8,2.8,1,0,3,6,no
6754,0.306849495,0.714043716,1.2653555,32.7,53.65,19.75,10.625,2,1,7.5,6,no
6773,0.015689954,0.026474047,1.3543885,4.3,5.55,2,1.175,9,1,1.25,6,no
6881,0.061249978,0.079357281,1.00972925,24.7,19,16.75,6.025,3,1,4.5,6,no
6899,0.014239646,0.124034643,0.745779425,20.1,14.85,4.75,3.975,10,1,3.5,6,no
6935,0.081474724,0.09051995,1.611151,31.35,26.625,18.5,7.675,7,1,6.25,6,no
7045,0.013601643,0.037029494,2.48353675,6.05,6.85,7,2,6,0,1,6,no
7062,0.01211799,0.128914488,2.1779025,12.7,36.475,8.25,5.75,1,0,2,6,no
7132,0.170251711,0.138336783,1.077547,8.75,20.425,32,6.1,2,1,1.75,6,no
7143,0.320237875,0.564191889,1.316258,43.75,36.8,43,12.375,6,0,9,6,no
7144,0.015689954,0.056455061,0.8071085,13.15,18.475,2.5,3.425,10,1,2.75,6,no
7181,0.38737841,0.092923821,2.08433,33.3,26.025,29.5,8.9,8,1,6.25,6,no
7273,0.017735079,0.041678263,2.2865675,12.1,11.05,4.5,2.775,5,0,3.25,6,no
7293,0.495946862,0.446832223,1.28405775,43.4,27,42.5,11.3,1,1,8.25,6,no
7357,0.004595165,0.01682617,1.26582375,9.8,6.275,2,1.825,7,1,1.25,6,no
7363,0.24878413,0.195449247,1.09985875,14,19.375,20,5.35,3,0,4.5,6,no
7370,0.200955925,0.122434878,0.8062365,19.7,25.125,10.5,5.525,9,0,2.5,6,no
7384,0.223477876,0.083106198,2.623185,40.25,38.325,29.5,10.825,1,1,6.25,6,no
7405,0.397371262,0.425295485,1.16671275,37.4,25.225,40.5,10.325,8,0,8,6,no
7436,0.018176684,0.090115914,0.9884645,8.1,12.375,5.75,2.625,8,0,2,6,no
7472,0.054004828,0.186825637,1.26115125,15.5,21.275,14.5,5.125,6,0,2.75,6,no
7475,0.06736131,0.036276173,1.398934,5.6,10.825,11.5,2.8,2,1,1.75,6,no
7507,0.128860256,0.125114532,1.120766,21.2,25.25,20,6.65,6,0,3.25,6,no
7516,0,0.194230206,1.1553865,13.6,19.8,1,3.45,2,1,2.75,6,no
7540,0.199229014,0.074718648,0.9374535,14.55,14,13.75,4.225,5,1,2.75,6,no
7573,0.148219273,0.058296154,1.8407835,15.7,22.275,20.5,5.875,2,1,3,6,no
7635,0.297934766,0.041689312,2.8426225,4.9,17.625,26.5,4.925,10,1,1.75,6,no
7637,0.202098638,0.294856397,0.9032455,36.15,53.1,13,10.25,6,1,6.75,6,no
7650,0.694681846,0.348297693,0.53871575,33.35,21,67.75,12.2,8,0,8.75,6,no
7665,0.046905786,0.106448151,1.2610155,10.05,10.25,8.25,2.875,3,1,5,6,no
7687,0.02184528,0.145211234,1.26448125,23.2,36.225,3.75,6.3,9,1,4.25,6,no
7721,0.105779099,0.028883115,2.23906,14,12.075,20.75,4.675,9,1,2.75,6,no
7834,0.005334118,0.033818644,1.635975,15.15,10.975,3,2.9,3,0,2,6,no
7870,0.016916564,0.086875073,1.8654725,15.35,24.2,3,4.225,1,1,3.25,6,no
7912,0.17568698,0.223386319,2.39624,18.65,37.35,32.25,8.825,8,1,3.75,6,no
7939,0.069606505,0.089769157,0.57562475,9.5,21.975,24,5.55,3,1,1.5,6,no
8008,0.042158432,0.02003089,1.61757825,5.95,4.95,11.25,2.225,2,1,1,6,no
8013,0.140526982,0,2.3747,3.3,2.325,5.25,1.05,10,0,1,6,no
8056,0.018455203,0.057830563,2.30762,10.45,24.05,3,3.75,6,1,1.75,6,no
8072,0.119163342,0.103564589,1.758845,14.1,12,19.25,4.45,10,1,3.5,6,no
8114,0.416223315,0.236590882,1.215916667,47.86666667,40.5,30.66666667,11.9,10,1,10,6,no
8121,0.00470904,0.045300134,2.151628,5.1,13.5,3.5,2.25,3,1,1.75,6,no
8124,0.115858953,0.157080666,1.04805075,18.45,19.7,28.75,6.675,5,1,4,6,no
8157,0.020722643,0.109769017,2.0454725,22.55,10.55,4,3.7,1,1,2,6,no
8159,0.048000569,0.051340986,1.14430375,10.9,13,14.25,3.8,10,1,1.75,6,no
8231,0.079570248,0.059138164,0.74612,20.65,14.35,14.75,5,7,1,5,6,no
8239,0.244627601,0.357302817,0.7282007,31.75,33.275,27,9.2,7,1,6.5,6,no
8252,0.310625143,0.027310551,1.53947775,14.5,13.4,28,5.6,2,0,3,6,no
8259,0.028160678,0.219498836,0.685595,9.15,11.525,3.75,2.425,2,1,2,6,no
8288,0.981501579,0.095588289,2.0405775,45.05,8.975,72,12.625,3,1,7.5,6,no
8326,0.333341753,0.332390949,0.7473172,30.1,28.8,25.25,8.425,9,0,7.5,6,no
8348,0.12385682,0.01391949,2.040086,2.65,4.8,9.5,1.625,9,1,1,6,no
8350,0.030594314,0.014682496,1.1887815,2.65,7.975,4,1.425,8,1,1,6,no
8351,0.013296905,0.341617256,1.525093,11.75,19.8,2.5,3.4,4,0,2.25,6,no
8393,0.326761644,0.226562105,0.98796325,9.65,25.775,34.25,6.975,2,0,2.25,6,no
8401,0.087870981,0.126978621,1.150342,13.85,23.825,11.75,4.95,3,0,2.25,6,no
8412,0.071746861,0.025977237,1.88170275,8.6,7.5,14.25,3.025,2,0,1.25,6,no
8419,0.085822419,0,1.304700667,7.8,3.433333333,11,2.166666667,1,0,2,6,no
8423,0.043460732,0.091520122,1.145594,9.95,18.35,11,3.925,1,0,1.5,6,no
8440,0.427499592,0.021122296,1.4843935,23.25,10.725,51.25,8.5,1,1,6.25,6,no
8441,0.039814759,0,0.5164745,2.6,1.75,2,0.55,2,1,1,6,no
8449,0.012335359,0.070599473,1.929765,12.2,23.525,2,3.775,5,1,1.25,6,no
8470,0.525297537,0.01239297,0.75710975,21.3,8.3,37.75,6.725,2,1,4.5,6,no
8476,0.232557936,0.271946324,1.681952125,27.2,26,50,10.325,2,1,6,6,no
8479,0.019665299,0.023824551,0.994637625,6.9,10.7,1.5,1.95,2,1,1.5,6,no
8493,0.143645768,0.018458426,1.49826225,22.4,8.1,25.75,5.625,10,1,4.5,6,no
8499,0.01444828,0.056337524,0.989572,5.95,11.6,6.5,2.375,4,1,1.5,6,no
8514,0.01504832,0.183730909,1.4406695,12.5,23.275,7.75,4.35,8,1,3,6,no
8596,0.078933773,0.243911183,2.3617675,4.2,10.825,13.25,2.85,4,1,1.25,6,no
8650,0.221314197,0.198187616,1.5377825,6.7,26.075,22.75,5.55,3,0,3.5,6,no
8675,0.579342164,0.255936736,1.05892825,59.05,42.075,21.25,12.25,4,0,12.25,6,no
8678,0.345629824,0.155994229,1.17318375,26.55,20.775,43.25,9.05,1,1,7.5,6,no
8724,0,0.036721118,1.3451385,2.65,9.45,3,1.525,10,1,1,6,no
8733,0.160887986,0.088301055,1.23475275,14.1,5.55,12.75,3.275,2,1,3.75,6,no
8743,0.06231661,0.041848835,1.2054665,2.7,8.45,12.25,2.35,9,1,2,6,no
8756,0.030277737,0.026993711,1.06906775,23.9,12.225,4.75,4.075,9,0,4,6,no
8769,0.299341964,0.208098704,0.72126525,23.95,28.475,31.75,8.425,8,1,5.75,6,no
8780,0.344810248,0.458940928,1.45098975,31.2,42.575,20.25,9.4,1,0,6.5,6,no
8795,0.065533528,0.216348474,1.560783,19.9,22.475,21.5,6.375,2,0,4.25,6,no
8841,0.026063466,0.03833451,0.81371775,7.3,11.925,1.25,2.05,4,0,2.75,6,no
8857,0.07031383,0.016480498,0.89588925,1.5,7.6,18.75,2.7,8,0,0.75,6,no
8910,0.01786114,0.03809607,1.502613,3.7,7.025,3.75,1.425,1,0,1,6,no
9060,0,0.014435019,0.891670475,6.4,4.325,0,1.05,1,0,1.75,6,no
9065,0.281085771,0.166531432,0.8551025,11.7,8.675,18.25,3.875,7,1,2.25,6,no
9128,0.054524322,0.085753741,1.01353725,15.05,32.7,10.25,5.825,10,0,2.25,6,no
9140,0.436111316,0.216925994,1.733977,33.05,42.65,18.5,9.4,7,1,6.5,6,no
9172,0.033469525,0.094082654,1.535368333,14.4,14.86666667,10.66666667,4,4,1,2.666666667,6,no
9176,0,0,1.30258975,7.65,1.2,0.5,0.925,2,1,1.5,6,no
9209,0.0505058,0.038718153,0.97073325,7.05,7.975,9,2.4,1,1,2.25,6,no
9281,0.342399837,0.081350382,1.58806525,12.6,18.55,42.5,7.35,7,1,3.25,6,no
9291,0.609276131,0.11655922,1.183554,35.35,21.025,52.5,10.925,6,0,7.5,6,no
9312,0.267255919,0.081350382,1.76467875,6.65,18.3,36.25,6.1,8,0,2.75,6,no
9429,0.114803558,0.168963142,1.3088005,18.45,21.3,32,7.175,2,0,4.25,6,no
9470,0.098195102,0.268867095,2.070133333,21.13333333,21.1,22,6.433333333,8,1,4,6,no
9544,0.464780509,0.628978146,1.42723125,54.5,39.55,60.75,15.45,7,0,10.75,6,no
9554,0.032390291,0.053455791,1.1326425,3.65,13.45,6.75,2.4,1,1,1.25,6,no
9588,0.018709616,0,1.435637725,1.85,3.8,8,1.35,6,1,1.75,6,no
9632,0.163103367,0.072622061,1.08783475,4,12.775,10.5,2.725,10,1,0.75,6,no
9656,0.666915819,0.276734526,1.5725395,50.5,29.15,58.25,13.8,3,0,9.25,6,no
9693,0.40121044,0.008191808,1.7834715,14.65,4.125,29.75,4.85,2,1,3.75,6,no
9708,0.055116604,0.438449118,1.647572,17.95,40.775,15.25,7.4,6,0,3.5,6,no
9719,0.548058681,0.514159666,0.57799125,49.1,36.325,44,12.975,8,0,10,6,no
9742,0,0.0362022,1.5913975,10.4,14.3,5.25,2.975,6,1,2.5,6,no
9775,0.345907037,0.175792392,0.57799125,18.25,27.65,31.25,7.725,8,0,3.75,6,no
9814,0,0,1.536277,6.9,4.15,1,1.225,2,0,2.25,6,no
9830,0,0.041685392,1.8540525,14.85,17.65,5.25,3.775,7,0,3.5,6,no
9915,0.012925436,0.177799443,1.680056,16.45,12.875,10,3.925,8,0,2.5,6,no
10004,0.103601111,0.376921924,0.72088275,25.15,42.075,20.75,8.8,8,1,4.5,6,no
10010,0.022359093,0.005175618,1.13460975,1.25,4.225,8,1.275,6,1,1,6,no
10021,0.282376418,0.015868608,0.83162425,15.4,4.375,40.25,6,8,1,3.5,6,no
10216,0.188449305,0.012826428,1.15805775,3.95,4.45,8.5,1.55,6,1,2.25,6,no
10245,0.078585528,0.042293034,0.91786,13.8,24.1,7.25,4.5,9,1,2.25,6,no
10256,0.473044109,0.643796936,0.51996125,28.9,51.575,33,11.35,3,1,6.25,6,no
10286,0.418732674,0.036860994,1.3807375,19.05,8.125,37,6.4,2,0,3.5,6,no
10355,0.027060059,0.030405909,1.56508975,4.3,11.275,5.25,2.075,7,1,2,6,no
10378,0.024007963,0.023821448,1.95959,4.45,6.725,5.5,1.625,6,0,1.5,6,no
10381,0.048232153,0.130101349,1.0499955,12.8,24.425,16.75,5.375,9,1,2.25,6,no
10406,0.082001103,0.018244555,1.2165925,22.35,9.975,22.75,5.525,9,1,5,6,no
10444,0.142267835,0.118538891,1.4318635,4.15,8.95,17.5,3.05,10,0,0.75,6,no
10470,0.025183243,0.02913262,1.822915,8.5,11.3,8.5,2.825,10,0,1.25,6,no
10507,0.322354926,0.064467528,0.849863,34.95,16.175,34.25,8.55,6,0,7.5,6,no
10593,0.166042189,0.400245078,2.01581775,29.45,43.75,23,9.625,3,0,4.75,6,no
10605,0.195107117,0.205598547,0.3496734,21,19.775,19,5.975,2,0,4.25,6,no
10648,0.241508856,0.077279521,1.00987325,19.65,21.05,29,7,9,0,4.5,6,no
10653,0.118788747,0.016992822,1.114629,12.15,6.225,16.75,3.525,3,1,2.25,6,no
10664,0.014261813,0,0.83786675,0.4,1.85,4.5,0.675,3,1,1.25,6,no
10675,0.158960238,0.460210893,2.18795775,33.5,42.05,19.25,9.5,8,1,5.75,6,no
10702,0.171964507,0.021636438,2.01943525,4.7,8.8,23,3.6,7,1,2.25,6,no
10764,0.749992087,0.220873659,0.710273375,39.85,22.45,59.25,12.175,7,1,7,6,no
10784,0,0.122637605,1.48562075,19.25,14.8,2,3.625,6,0,2.5,6,no
10839,0.037343613,0.076135904,1.720473,22.6,19.725,12.5,5.5,4,0,4.75,6,no
10879,0.175650157,0.042509962,1.6609375,13.2,5.8,19,3.825,9,0,3.25,6,no
10881,0.038988227,0.015979441,1.57319125,21.25,7.225,6.25,3.475,9,0,4.5,6,no
10928,0.036463515,0.164020977,0.89271675,11.1,17.675,11,4,6,1,2,6,no
10947,0.046762625,0.120687567,1.8377175,7.2,6.325,12.75,2.65,3,1,1.75,6,no
10966,0.040931058,0.087434515,1.347717,18.25,22.35,16,5.65,7,1,2.25,6,no
11045,0.033922628,0.14380953,1.0742245,14.4,13.025,5.25,3.275,3,1,2.5,6,no
11095,0,0.004756556,1.6542275,1.7,3,2,0.65,2,0,1,6,no
11104,0.164088484,0.227742879,1.10460025,16.15,28.6,24.25,6.9,10,0,3.25,6,no
11105,0.076986172,0.057097463,1.00388875,9.45,23.85,19.25,5.275,2,0,3.5,6,no
11198,0.003283778,0.003801931,1.9739325,6.6,3.275,2,1.175,2,1,1.5,6,no
11210,0.053768359,0,2.24159,0,0.5,3,0.2,1,1,1,6,no
11299,0.152109889,0.13125208,0.913671,4.05,11.4,25.75,4.075,3,1,2.5,6,no
11308,0.067416025,0.042798643,1.938213,8.75,15.875,16,4.075,8,1,3.25,6,no
11319,0.206575125,0.190298879,1.6713325,6.85,15.55,25.75,4.8,7,0,1.5,6,no
11333,0.089908785,0.223149989,0.315072,19,26.8,23.5,6.925,1,1,4.5,6,no
11369,0.04839796,0.010534308,0.315072,2.95,7.825,10,2.025,1,1,1.5,6,no
11388,0.038665126,0.158539152,1.4006115,17.15,17.625,13,4.775,2,0,2,6,no
11418,0.191132789,0.11213046,0.599101,19,19.45,27.5,6.575,4,0,3.25,6,no
11423,0.039636367,0.041838396,2.0987775,13.15,10.425,3.5,2.7,3,1,2,6,no
11464,0.10478138,0.09077383,0.85823425,20.65,21.375,20,6.225,6,1,5,6,no
11478,0.078443645,0.121698706,2.1369625,27.05,14.975,28,7,8,1,5.5,6,no
11488,0.077292575,0.180095394,1.46492725,21.9,20.95,12.75,5.575,7,1,5.5,6,no
11642,0.300547302,0.466698898,0.678002,29.4,35.025,44.25,10.875,2,1,4.5,6,no
11671,0.23714387,0.070318388,1.69967,13.35,12.5,17,4.275,6,0,3.25,6,no
11705,0.6578728,0.164509056,1.308063,26.3,14.5,71,11.175,3,1,5.75,6,no
11741,0.224459272,0.037159607,1.64523125,12.7,8.575,20.25,4.125,9,0,3.25,6,no
11765,0.313175268,0.18083757,0.73400175,5.25,12.55,32.25,4.75,9,1,2.75,6,no
11767,0.04756448,0.011825693,2.3501325,12.25,8.65,13.75,3.475,2,0,2,6,no
11828,0.162468309,0.018979329,2.180515,15.1,7.65,16.25,3.9,5,1,3,6,no
11836,0.054544603,0.129214301,1.9564125,9.55,15.775,18.5,4.4,2,1,2.75,6,no
11855,0.217785265,0.074163424,1.8482375,25.85,22.425,10.5,5.875,2,1,4.75,6,no
11871,0.030749773,0.131419385,1.4134945,11.4,23.7,9.25,4.45,4,0,1.75,6,no
11897,0.359711781,0.226159621,1.6703475,25.45,19.6,27,7.175,2,0,6.25,6,no
11905,0.045811653,0.004456216,1.5222475,3.4,4.75,10,1.825,3,0,1.5,6,no
11911,0.024342755,0,1.7815675,2.15,0.7,4.25,0.7,2,0,1,6,no
11914,0.037904292,0.01885914,0.54179225,14.5,12.45,6.75,3.375,9,0,2.25,6,no
11950,0,0.009492462,1.34750725,10.8,3,0,1.375,7,0,2.25,6,no
11977,0.598919421,0.387952633,1.230312,29.15,31.9,67.5,12.875,4,1,6.5,6,no
12000,0.165542632,0.225855038,1.31883425,1.75,7.025,4.75,1.35,3,1,1.5,6,no
12021,0.37051769,0.17224829,0.980091,27.6,18.975,41.5,8.8,6,1,7,6,no
12040,0.233667387,0.049196494,0.70623675,23.15,21.25,20.25,6.475,6,1,5.25,6,no
12049,0,0.066544297,1.2179925,13.2,16.575,0.5,3.05,1,1,1.5,6,no
11,0.063261002,0.11490649,1.18197,15,28.9,8,5.2,4,0,2,7,no
75,0,0,0.708366,0,0.15,0,0,5,1,1,7,no
76,0.045129728,0.039284173,0.708366,5.3,16.8,12.5,3.5,5,1,1.5,7,no
87,0.210615401,0.413363631,0.634712333,20.6,41.93333333,20,8.266666667,4,0,4.666666667,7,no
189,0.130236431,0.34282732,1.24827675,28.25,26.5,19.75,7.425,5,1,6.5,7,no
228,0.249755592,0.015931068,1.1597245,14.75,7.5,20.5,4.225,4,1,4,7,no
268,0.02983921,0.14076297,1.6741225,7.65,16.975,5.75,3.025,7,1,2,7,no
275,0.245378438,0.355838315,1.19945775,13.95,39.975,15,6.9,8,1,3,7,no
292,0.361310167,0,1.421484,22.25,4.4,55.25,8.125,9,0,5.25,7,no
327,0.106414597,0.138685748,0.93000125,18.2,24.55,24.25,6.7,1,1,3,7,no
362,0,0.230252547,1.346168,19.1,44.275,2.5,6.6,5,1,1.75,7,no
503,0.149384897,0.179156723,2.5866475,13.25,36.05,32.75,8.2,9,0,2,7,no
607,0.307132328,0.042389177,0.752541,11.65,13.1,17,4.1,5,0,2.75,7,no
643,0.149888985,0.036926796,1.4034425,21.2,16.575,19.5,5.725,10,1,4.5,7,no
712,0.055581683,0.039324388,1.231651,23.2,9.95,7.5,4.1,2,0,5,7,no
777,0.251557299,0.140621469,0.99130675,32.25,16.5,23,7.175,3,1,6.75,7,no
778,0.13624355,0.237423207,1.428046,29.15,34.175,23.25,8.65,2,0,5.5,7,no
799,0.478888893,0.060934946,1.10913475,27.45,18.425,35.25,8.15,7,1,6.25,7,no
811,0.009518367,0,0.7184735,7.5,1.225,4.5,1.35,2,1,1.25,7,no
845,0.138909891,0.260544956,0.574003,27,43.1,23,9.3,9,1,6,7,no
904,0.254901752,0.111954386,1.5896245,6.05,27.075,31,6.425,5,1,3.25,7,no
923,0.12759107,0.029172547,1.59146825,8.85,7.4,29,4.525,9,1,2.5,7,no
929,0.013838097,0.019374563,1.7257555,8.2,11.075,3,2.225,2,0,1.75,7,no
939,0.36869996,0.050392207,1.10261125,11.75,8.45,36.5,5.675,3,0,2.5,7,no
944,0.08088078,0.026225166,1.6247025,17,14.85,14.75,4.6,4,1,4.75,7,no
982,0.040991951,0,2.0813035,15.35,1.15,11.75,2.85,3,1,2,7,no
984,0.007672998,0.084332854,0.9314295,6.05,5,3.25,1.425,2,1,1,7,no
1003,0.169054713,0.24969263,1.11818,23.35,36.925,15.75,7.6,7,0,4.5,7,no
1019,0.007654571,0.142322615,0.7539225,6.9,7.225,5,1.85,5,1,2.25,7,no
1104,0.024894568,0.007282765,1.70708,16.3,7.725,7.25,3.125,10,0,2,7,no
1257,0,0.187892663,1.471089,17.2,57.175,3.5,7.8,4,0,3.25,7,no
1260,0.089897693,0.083514602,0.91242375,8.15,16.55,21.25,4.5,1,0,2.25,7,no
1283,0.130113319,0.03114366,0.653767075,10.45,5.325,5.25,2.125,2,1,2.25,7,no
1326,0.173110005,0.1635227,0.542229075,20.25,28.15,13,6.175,1,1,3.75,7,no
1397,0.287000123,0.081647556,1.82586175,16.05,31.125,13.75,6.1,6,0,3.5,7,no
1462,0.240660538,0.27409788,1.10531525,29.2,21.925,24.75,7.6,2,1,5.25,7,no
1688,0.026766989,0.031695575,0.67108575,6.65,13.625,19,3.925,1,0,1.25,7,no
1694,0.170750819,0.132389242,1.36727225,19.25,25.225,36.25,8.075,4,1,3,7,no
1701,0.034771755,0.25390238,1.20650755,13.1,14.35,12.5,3.975,4,0,1.25,7,no
1745,0.225615932,0.238869119,1.972564,16.05,17.25,24.25,5.75,1,0,3.5,7,no
1807,0.33987483,0.14951195,1.293832,27.65,27.325,55,11,7,1,4.25,7,no
1814,0.238112509,0.065008496,0.80369155,21.6,13.85,29.5,6.475,8,1,2.75,7,no
1826,0.226702332,0.332374759,1.482857,19.1,20.5,15.75,5.55,2,0,3.25,7,no
1845,0.172661658,0.168797732,1.96195725,19.5,31.4,13,6.4,6,1,3.25,7,no
1850,0.861424163,0.180195576,0.98157155,49.3,21.15,59.25,12.975,8,1,11.5,7,no
1857,0.152673732,0.105583546,1.289627,18.9,23.825,16,5.875,1,1,3.5,7,no
1866,0.193602789,0.043807121,1.85191575,26.95,19.2,20.75,6.7,10,1,4,7,no
1911,0,0.10651806,1.02800975,20.8,18.8,2.5,4.2,10,0,1.75,7,no
1948,0.151709136,0.056167296,1.24659125,15.65,15.25,28.25,5.875,4,0,3.5,7,no
2022,0.243546412,0.182450199,1.48008025,21.55,37.175,19,7.775,8,1,2.75,7,no
2102,0.073477269,0.004784938,1.00370225,22.5,8.4,15.5,4.65,3,1,3.25,7,no
2176,0.064973869,0.254260542,1.0421545,20.55,22.6,9,5.2,9,1,2.5,7,no
2194,0.284323744,0.021441788,1.1234315,20.4,10.7,26.75,5.775,2,0,3.75,7,no
2199,0.236517879,0.284875544,1.0421545,33.65,54.475,28,11.65,9,1,6,7,no
2209,0.102613693,0.278489148,1.19420125,18.55,24.4,23.75,6.675,2,0,3.25,7,no
2324,0,0.134474949,1.309533,7.25,17.5,2,2.675,9,0,1.25,7,no
2383,0.14400235,0.033771447,1.6696725,5.65,12.525,8.25,2.65,5,1,2,7,no
2498,0.538897932,0.276112249,0.88713425,30.15,25,45.5,10.075,10,1,6,7,no
2509,0.046979587,0.103867419,1.24217225,14.5,17.5,10.75,4.25,5,1,3.25,7,no
2538,0.219489551,0.115166549,1.0725125,29.1,19.35,9.5,5.825,8,0,4,7,no
2667,0.005269458,0.066536119,1.4150055,16.35,22.975,8.25,4.75,5,1,2.5,7,no
2679,0.004196456,0.058918269,1.15563525,17.7,11,3.5,3.225,1,0,1.75,7,no
2717,0.066327517,0.057268167,2.0726375,8.6,12.55,15.25,3.55,5,1,2,7,no
2769,0.375997275,0.122914385,1.04626325,13,29.225,27.5,6.975,4,1,3.5,7,no
2934,0.648176279,0.098240416,1.05458725,23.1,19.725,42.25,8.5,10,0,5.25,7,no
2968,0.253136434,0.454014748,0.95775425,11.65,13.45,21.75,4.7,3,1,3,7,no
3001,0.162201215,0.160294273,2.1044425,13.25,33.075,19.75,6.6,1,1,2.75,7,no
3002,0.871387109,0.330640309,0.50497425,74.25,28,72.25,17.45,5,0,13,7,no
3010,0.546061154,0.228806864,0.369528,26.55,22.225,61.25,11,7,0,5.25,7,no
3069,0,0.070034218,1.299373,22.4,23.875,5,5.125,5,1,3,7,no
3074,0.093576882,0.235529996,1.73384025,17.5,20.725,11.75,5,5,0,3.5,7,no
3116,0.068711914,0.264951709,1.71862,16.05,28.55,20,6.475,8,1,4.5,7,no
3181,0.659341499,0.175700492,0.912271,66.05,33.35,60.25,15.975,1,0,11.5,7,no
3311,0.117566459,0.009550463,1.1246045,5.1,7.425,10.25,2.275,7,0,1.75,7,no
3319,0.451034069,0.065702334,1.16983425,36.05,19.725,35,9.075,6,0,6.25,7,no
3324,0.175428175,0.061521243,1.52537525,13.35,23.95,20.75,5.85,8,1,2.5,7,no
3427,0.148203313,0.021589173,0.75291075,10.45,8.25,15.75,3.45,1,0,3,7,no
3447,0.233905111,0.281905182,1.688435,21.7,30.475,9.25,6.15,10,1,4,7,no
3532,0.402630019,0.223221676,1.081819125,30.9,25.5,50.75,10.725,6,0,5.75,7,no
3644,0.487450093,0.222065926,0.625531,30.45,32.775,35.5,9.875,8,1,7.75,7,no
3647,0.027141714,0.070048431,1.2066535,19.25,25.7,10,5.5,10,1,2,7,no
3659,0.060408143,0.004121762,1.54883225,14.85,5.775,11.5,3.225,4,0,1.75,7,no
3665,0.110949405,0.04671637,0.4193005,6.8,11.15,29,4.65,9,1,2,7,no
3680,0.085789774,0.332157284,1.00909575,13.6,18.7,20,5.25,3,0,3.5,7,no
3686,0.388740517,0.087231717,1.6495775,26.2,23.625,55,10.475,9,0,5.25,7,no
3735,0.911896518,0.53919331,0.75192975,47.85,33.725,58.5,14,8,0,10,7,no
3751,0.218484461,0.1704742,1.0232405,20.15,30.5,21,7.175,9,0,4.25,7,no
3857,0.352115311,0.17466877,0.97735575,20.5,10.575,13.25,4.45,4,0,5.25,7,no
3940,0.05109396,0.209532547,2.22093375,17.05,37.725,7,6.175,6,1,2.5,7,no
3978,0.398188947,0.072620364,1.31444625,34.9,15.925,52.5,10.375,1,0,4.75,7,no
3987,0.114603132,0.334757091,1.7726675,21.65,22.55,17.75,6.2,9,1,4.25,7,no
3998,0.568083253,0.055088675,1.7360475,34.65,13.25,45.75,9.35,2,0,7.25,7,no
4026,0.328158651,0.080124954,1.4223225,14.55,20.45,22.5,5.75,7,1,3.5,7,no
4040,0.017495999,0.155464876,1.81679,8.15,19.7,5.75,3.375,3,1,2.25,7,no
4076,0.201362101,0.016822286,1.31355975,11.35,15.375,32.25,5.925,10,1,2,7,no
4127,0.13845281,0.159606907,1.37013075,31.5,29.55,29,9.025,1,1,7.5,7,no
4240,0.040263488,0.065873075,1.48375275,20.45,19.175,4.25,4.425,5,0,2.25,7,no
4280,0.159957124,0.491228327,1.3399875,17.1,49.825,30.5,9.75,3,0,3.75,7,no
