ID,avg_xG,avg_xA,avg_xGC,avg_I,avg_C,avg_T,avg_ICT,fixture_difficulty,was_home,form,total_points,class
6205,0.009758704,0.011630583,0.97502375,2.8,6.575,2,1.125,6,1,1,1,no
6206,0.014517112,0.040103349,0.5649095,9.5,10.65,10.5,3.075,7,1,1.75,1,no
6207,0.127802395,0.212613375,2.469275,18.45,21.95,27.5,6.775,2,0,3.25,1,no
6208,0.149090908,0.127933805,1.2884145,9.15,18.35,13.25,4.075,7,1,1.25,1,no
6209,0.025801951,0,1.13309,0,0,0,0,8,0,1,1,no
6210,0.039031882,0.007483182,1.35344475,1.95,5.925,13.25,2.1,1,0,2.25,1,no
6211,0.123978321,0.137493121,1.4436175,34.1,23.725,21.5,7.95,9,0,6,1,no
6226,0.110262554,0.067691915,0.6018655,17.1,30.175,14.5,6.175,2,0,3.75,1,no
6230,0.007012407,0.006096586,1.783023,9.7,4.525,1,1.525,9,0,1.5,1,no
6231,0.220195485,0.037882823,1.2436885,16.5,8.125,8.5,3.35,7,1,3.25,1,no
6234,0.042189535,0.028420888,1.19123525,7.3,13.275,7.25,2.825,4,1,1.75,1,no
6238,0.14867365,0.16233781,1.222485,16.65,32.175,9.5,5.825,4,1,3.75,1,no
6240,0.191168213,0.032803339,0.9753815,14.55,10.9,14.25,3.975,6,1,3.75,1,no
6243,0.049961881,0.078774894,1.4436175,12.8,27.475,7.25,4.75,9,0,1.75,1,no
6248,0.228098601,0.018086232,1.4404225,6,10.975,27,4.4,4,1,1.25,1,no
6260,0.014435885,0,2.79419,5.6,2.1,1.5,0.9,1,0,1.5,1,no
6265,0.199879427,0.480222074,0.50148575,34.05,32.2,37.5,10.4,2,0,7.75,1,no
6272,0.023853362,0.015949391,1.8533875,2.7,4.5,8,1.5,3,0,1.75,1,no
6273,0.156540159,0,0.6975085,13.5,2.675,26,4.25,2,0,2.5,1,no
6274,0.192580702,0.278852792,1.4436175,25.8,23.25,39.75,8.85,9,0,5,1,no
6275,0.073055796,0.130588407,0.93161675,9.05,26.525,9.75,4.55,1,0,1.75,1,no
6277,0.149090908,0.068847422,1.4772105,7.95,10.225,13.25,3.125,6,0,1.25,1,no
6280,0.123978321,0.137493121,1.7144775,34.6,23.4,21.5,7.95,2,1,6,1,no
6282,0.073464574,0.11040334,1.8370345,8.95,19.025,16.75,4.475,7,0,1.5,1,no
6286,0,0.021122973,2.57262,16.4,10.8,0,2.7,4,0,2,1,no
6291,0.212884119,0,1.16886425,3.4,1.825,14,1.925,2,1,1.5,1,no
6292,0.282689188,0.073844777,1.15416725,5.05,15.625,33.25,5.4,5,0,1.75,1,no
6296,0,0,3.20076,0,0.3,0,0,7,0,1,1,no
6297,0.038622396,0.073192157,2.3749275,19.25,23.275,8.5,5.1,8,1,2,1,no
6298,0.02810543,0.098388444,1.04512675,13.45,13.675,5,3.225,2,1,2.5,1,no
6300,0.008867376,0.015659734,1.2576635,9.35,11.975,0.5,2.175,7,0,1.5,1,no
6303,0.08202555,0.062747712,0.94090125,18.85,22.2,12.5,5.35,3,1,3.25,1,no
6306,0.139911915,0.15925887,1.819023333,22.86666667,35.2,7.333333333,6.533333333,4,0,3.666666667,1,no
6311,0.042189535,0.032388438,1.003441,5.2,15.525,6.25,2.725,5,0,1.5,1,no
6312,0.319327515,0.381142656,0.762593667,20.4,18.26666667,14.33333333,5.3,9,0,5.666666667,1,no
6324,0.020485642,0.148919377,1.04512675,7.3,17.85,10.75,3.6,2,1,2.25,1,no
6326,0.228098601,0.018086232,1.22786325,6.2,11.025,26.5,4.375,5,0,1.25,1,no
6331,0.022255735,0,1.3097275,11.15,3.05,3,1.7,5,0,1.75,1,no
6334,0.021296068,0,2.627286667,6.533333333,1.766666667,6.666666667,1.5,1,1,1.333333333,1,no
6349,0.009615549,0.131909564,0.57544125,2.1,5.075,0.25,0.75,6,0,0.75,1,no
6351,0.027753537,0.041632921,1.228672,11,15.7,7,3.375,6,1,1.75,1,no
6353,0.018702782,0.004796512,1.3903325,5,4.525,4,1.35,9,1,1.25,1,no
6359,0.03367218,0.107479001,1.5813125,11.55,16.8,1,2.925,3,0,2.25,1,no
6360,0.253309847,0.08730495,1.12044125,19.4,8.475,29.5,5.675,9,0,4.5,1,no
6375,0.020075963,0.07215621,1.033634,8.8,7.225,3.25,1.925,9,0,2,1,no
6376,0.157972505,0.138467203,2.33897,25.6,15.16666667,27.66666667,6.866666667,5,1,5.333333333,1,no
6378,0.138856001,0.025215603,0.87723575,5.25,10.325,16.75,3.25,9,0,1.25,1,no
6380,0.046534844,0.037114865,1.00733175,7.9,14.95,5.25,2.8,1,0,1.25,1,no
6384,0.257768727,0.14206936,1.033634,8.6,27.45,19,5.5,9,0,3,1,no
6385,0.007012407,0.006096586,2.026308,9.15,3.95,1,1.4,8,0,1.5,1,no
6388,0.007136515,0.079230001,0.791451,5,22,0.5,2.75,5,1,1,1,no
6393,0.31549358,0.743420299,1.00733175,43.5,58.525,27,12.925,1,0,9,1,no
6394,0.066954451,0.028045468,1.10077975,6.65,7,8.75,2.225,9,1,2,1,no
6395,0.056465174,0.042877749,2.01023,16.7,11.8,13,4.175,1,0,2.75,1,no
6396,0.028018305,0.160565941,1.4154625,10.65,39.825,4.5,5.5,8,0,1.5,1,no
6400,0.050285427,0.09647622,1.966115,21.65,6.65,10.5,3.875,1,0,3,1,no
6403,0.012534266,0.007275262,1.19135925,1.4,6.525,2,1,9,1,1.25,1,no
6407,0.015972051,0,2.262315,5.2,1.525,5,1.175,2,0,1.25,1,no
6410,0.063663801,0.012431297,1.4016455,3.8,10.5,12,2.65,1,0,1.5,1,no
6411,0.15049566,0.421490267,1.00733175,20.65,33.025,22.75,7.65,1,0,4.75,1,no
6414,0.14688462,0,0.6575575,3.1,1.05,19.5,2.35,8,1,1,1,no
6415,0.27815732,0,0.846154,13.25,2.625,27.5,4.325,2,0,2.5,1,no
6421,0.014517112,0.040103349,0.65368925,9.4,10.55,10,3,9,0,1.75,1,no
6422,0.012900976,0,1.19618,0,0.5,1,0.1,3,1,1,1,no
6428,0,0.127197653,2.30579,6.2,10.3,2,1.9,5,0,1,1,no
6430,0,0,1.71312,0,0,0,0,2,1,1,1,no
6432,0,0.02978199,1.99328,11.2,17.95,0,2.9,7,0,1.5,1,no
6436,0,0,1.22629,5,0.1,0,0.5,8,1,1,1,no
6441,0.03329403,0.081326403,2.3703225,18.35,22.975,7.5,4.875,2,1,1.5,1,no
6446,0,0,1.41394,2,0.7,2,0.5,7,0,1,1,no
6451,0.032908998,0.026895169,2.0254815,2.55,8.1,1.5,1.2,9,1,1.75,1,no
6456,0.03521507,0.035925324,1.06322475,4.55,17.075,7.5,2.925,3,0,1.25,1,no
6462,0.036749346,0.04137888,0.7502725,4.6,12.225,7.75,2.45,3,0,1.75,1,no
6465,0.065924474,0.042877749,2.24179,16.7,10.75,14.5,4.2,2,1,2.5,1,no
6470,0.024003955,0.037267676,1.18667675,15.35,13.975,5.5,3.5,10,1,2.25,1,no
6478,0.016985564,0.086730543,1.332683,12.85,10.65,4.75,2.825,2,1,2,1,no
6483,0.07348147,0.086318888,1.488152,4.45,7.375,1,1.275,1,1,1.25,1,no
6484,0.084162993,0.159090738,2.02739,7.8,18.375,15,4.125,9,1,1.25,1,no
6485,0.133388696,0.120406311,2.13083,21.35,19.825,15.5,5.65,5,0,4.25,1,no
6489,0.10038317,0.015949391,1.60503775,3.4,3.875,12.25,1.975,2,1,1,1,no
6496,0.058226035,0.297838837,0.70946425,14.35,13.6,15.5,4.35,7,1,3.25,1,no
6500,0.089607184,0.311946716,1.212962,17.4,30.15,4.5,5.175,2,0,3.25,1,no
6501,0.528024776,0.34593156,1.21012575,48.1,22.275,50.75,12.1,5,0,7.75,1,no
6511,0.151041531,0.108223909,1.74767325,27.5,21.45,10,5.9,5,1,6.25,1,no
6512,0.009577774,0.090483188,1.2207285,16.05,14.55,3.5,3.4,10,1,0.75,1,no
6513,0.008250591,0.034260138,2.322725,17.25,14.45,4,3.575,9,0,1.5,1,no
6520,0.066130392,0.035243146,1.212962,12.7,11.9,13.25,3.8,2,0,2.25,1,no
6522,0.032908998,0,2.234125,1.6,2.6,1.5,0.55,2,0,1,1,no
6524,0,0.026990355,1.235253,5.6,6.15,0,1.15,1,1,1.25,1,no
6528,0.024945259,0.015396612,0.76392725,1.55,10.15,8.25,2,7,1,1.25,1,no
6534,0.075302816,0.048978666,2.322725,16.7,15.075,16.5,4.825,9,0,2.5,1,no
6536,0.17152491,0.252734165,1.8176275,20.2,51.775,14.5,8.625,2,0,4.75,1,no
6540,0.234645264,0.018086232,1.06322475,6.7,11.025,28.75,4.65,7,1,1.25,1,no
6542,0.032662942,0.037267676,1.35785775,16.35,14.375,7,3.775,3,1,2.25,1,no
6544,0.108317708,0.056173608,1.4436175,9.3,9.525,23,4.225,1,1,2,1,no
6556,0.086978551,0.012431297,1.9843675,4,9.675,16.25,3,9,0,1.5,1,no
6558,0.07348147,0.020180553,1.511938,3.15,4.9,1,0.9,2,0,1.25,1,no
6563,0.076529808,0,1.42980525,0.95,0.35,4.75,0.625,8,0,0.75,1,no
6564,0.186015673,0,1.081686,12.6,2.325,21.25,3.6,10,1,2.5,1,no
6565,0.020822499,0,0.601644725,0.45,0.25,4.5,0.5,10,1,1,1,no
6568,0.020611682,0.025063436,2.0890425,17.15,11.25,6,3.45,9,0,2,1,no
6571,0.014517112,0.040103349,0.901522,9.75,10.475,10,3.025,8,1,1.75,1,no
6574,0.158598674,0.177272439,1.5425625,31.75,20.3,32.5,8.475,4,1,7.75,1,no
6575,0.029354775,0.043203305,1.07517975,16.85,6.75,5.25,2.875,3,0,2.5,1,no
6582,0.04428901,0.080485497,1.7699775,14.45,25.175,7.75,4.75,9,1,2.75,1,no
6593,0.061828321,0.253572988,1.638084,11.25,32.7,16.5,6.05,6,0,2.25,1,no
6596,0.039538036,0.100220611,1.23812325,15.15,11.425,6,3.25,3,0,1.75,1,no
6597,0.073076837,0.03857161,1.064904,5.65,13.25,20,3.925,10,0,1.5,1,no
6600,0,0,2.2965525,0.75,1.25,0,0.175,4,1,1,1,no
6611,0.268519681,0.092930633,1.53762475,32.15,20.125,30.5,8.275,1,0,5.75,1,no
6612,0.00913321,0.03018002,1.244153,9,7.35,6.5,2.3,8,1,2,1,no
6614,0.145896182,0.037983583,1.9090475,6.6,12.7,13.25,3.25,2,1,1.25,1,no
6616,0.02505157,0.046885581,1.033634,5.45,12.725,9,2.725,10,0,1.75,1,no
6620,0.032662942,0.130690763,0.9183185,13.95,13.1,7,3.4,5,0,2,1,no
6628,0.083100915,0.051777595,1.5425625,5.35,17.2,17,3.95,4,1,1.75,1,no
6631,0.028964503,0.096022584,2.26321,19.2,12,6.75,3.775,7,0,4,1,no
6634,0.067869009,0.331386065,1.34727025,12.4,15.45,29.75,5.75,9,1,2.5,1,no
6636,0.085414416,0.013670286,1.054639,26.7,7.15,9,4.3,10,0,4,1,no
6640,0.006046924,0.020542314,2.4629375,15.25,7.225,3.25,2.575,8,1,2,1,no
6646,0.153319528,0.039405596,0.9764505,7.35,6.35,9.5,2.325,9,0,1.25,1,no
6649,0.110284416,0.285604,1.7677625,24.75,18.875,24.25,6.8,5,0,6,1,no
6650,0.029354775,0.043203305,0.82521975,14.85,6.875,5.25,2.7,10,1,2.5,1,no
6657,0.036597716,0.040574346,1.7355785,10.75,13.125,3,2.7,9,0,2.5,1,no
6658,0.080328179,0.202871447,1.8659,16.75,19.25,19,5.5,3,1,3.75,1,no
6662,0.014995961,0.005064142,1.7677625,16,5.85,6.25,2.8,5,0,2.5,1,no
6663,0.069778752,0.120332521,1.019609,3.8,9.825,8.5,2.225,6,1,1,1,no
6664,0.010177746,0,2.104103333,6.333333333,1.3,0.333333333,0.8,6,1,1.333333333,1,no
6665,0.222831423,0.012910761,1.69220175,15.4,9.525,39.5,6.425,5,1,3.5,1,no
6667,0.149581729,0.16292849,1.40689325,19.15,23.875,10,5.3,1,1,3.25,1,no
6673,0.186178513,0.226804646,1.40689325,33.2,22.2,32.25,8.75,1,1,7,1,no
6676,0,0,2.01766,0.55,0.875,0.5,0.15,5,0,1,1,no
