influence,creativity,threat,ict_index,was_home,xG,xA,xGC,Fixture,Form,total_points
29.8,11.4,0,4.1,FALSE,0,0.111602105,1.91526,9,2.25,5
21.4,32.3,5,5.9,TRUE,0.031405739,0.068281591,0.739983,8,3.75,2
29.4,76,12,11.7,TRUE,0.013433371,0.299827516,0.147724,7,2.5,5
19.6,2.3,8,3,TRUE,0.008620921,0,0.628292,1,0.75,2
13.8,21.8,6,4.2,TRUE,0,0.158017844,1.75184,8,4.75,2
17.4,6.3,13,3.7,TRUE,0.128997266,0,1.75184,8,4,2
5.4,9.7,12,2.7,TRUE,0.071974471,0,2.05844,4,0.75,1
7,4.9,7,1.9,TRUE,0.011732172,0,0.739983,8,2,2
11,33.2,4,4.8,FALSE,0,0.013219729,0.537698,3,5.75,2
11.8,6.9,1,2,TRUE,0.011930583,0,0.628292,1,3.25,2
39,71.5,11,12.2,TRUE,0.06013627,0.517027736,0.453851,6,2.5,7
46.2,1.5,19,6.7,FALSE,0.085932009,0,0.775297,4,2.25,10
23.2,18.3,4,4.6,FALSE,0.045227934,0.519417942,1.91526,9,3,2
5.4,17.6,9,3.2,TRUE,0.084703393,0.051321357,2.05844,4,1.75,2
41.2,26.7,88,15.6,TRUE,0.702506125,0.212258115,0.739983,8,11.5,7
11.6,5.6,0,1.7,TRUE,0,0,0.565072,3,2.5,3
27.6,35.6,58,12.1,TRUE,0.710950255,0.144091681,0.565072,3,5,3
16.8,8,1,2.6,TRUE,0.016042229,0,0.147724,7,0.25,2
38,23.5,33,9.5,FALSE,0.654047549,0.070385247,0.537698,3,3.75,13
26.6,26.8,23,7.6,TRUE,0.114794083,0.046207905,1.75184,8,3.25,1
40.8,18.8,61,12.1,TRUE,0.462397844,0.134939849,0.628292,1,3.5,7
15.4,3.2,3,2.2,FALSE,0.017653206,0,0.775297,4,3.25,2
18.2,28.8,8,5.5,TRUE,0,0.173122168,0.628292,1,4.5,2
41.6,26.1,44,11.2,FALSE,0.383280665,0,1.48339,5,6.25,9
52.6,9.9,32,9.5,TRUE,0.190223873,0,1.63491,10,2.5,7
13.4,27.9,2,4.3,FALSE,0,0.088833705,0.475162,3,3.75,3
24.2,40.7,4,6.9,TRUE,0,0.147914752,0.584296,5,3.75,3
9.6,16.5,13,3.9,FALSE,0.025006376,0.04704044,0.845327,1,1,2
17.2,26.3,23,6.7,FALSE,0.469184846,0.053037632,0.924575,6,2.5,2
8,13.1,14,3.5,FALSE,0.013762632,0.023416713,1.76497,7,3.5,2
7.2,12.3,2,2.2,TRUE,0.065258346,0.012456858,0.584296,5,2.25,3
12.2,1.8,0,1.4,TRUE,0,0,0.584296,5,3,3
13.8,31.8,7,5.3,TRUE,0.018283043,0.027068742,1.7066,2,2.25,2
12.4,8.4,15,3.6,FALSE,0.176619336,0,0.846748,1,4.25,2
20.4,21.8,17,5.9,TRUE,0.120707273,0.125299573,0.475716,3,2,3
24.4,23.5,7,5.5,TRUE,0.077756867,0.112514444,1.03658,4,4.5,5
13.8,12.3,1,2.7,FALSE,0.028994488,0.033657804,0.915088,5,4.5,2
14.6,12.3,0,2.7,FALSE,0,0.028777955,0.475162,3,1.25,6
26.4,13.2,7,4.7,FALSE,0.009140259,0.078697674,0.915088,5,4,5
82.8,118.1,43,24.4,TRUE,0.108585186,0.729758143,1.7066,2,5.5,13
2.6,1.5,5,0.9,FALSE,0.028232036,0,0.475162,3,3.5,3
29.6,50.5,26,10.6,FALSE,0.784585536,0.185905695,1.76497,7,4.25,0
41.4,46.1,2,9,TRUE,0,0.579599321,2.50552,9,3.5,8
22.6,0.6,19,4.2,FALSE,0.075584657,0,1.64952,10,0.25,2
23.6,47.2,29,10,FALSE,0.158231452,0.726148367,0.845327,1,2,11
81.6,69.9,41,19.3,TRUE,0.522106707,0.762073874,0.475716,3,3.25,17
6.6,36.8,0,4.3,FALSE,0,0.208786935,1.64952,10,1.25,2
47.8,0.8,17,6.6,FALSE,0.471271336,0,1.64952,10,1.25,7
14,14,24,5.2,FALSE,0.381501645,0,1.29277,4,3.75,5
39.8,29.4,24,9.3,TRUE,0.102360256,0.036896404,1.7066,2,7,9
49,22.2,43,11.4,FALSE,0.220562041,0.028994488,0.915088,5,3.25,13
15,4.9,27,4.7,FALSE,0.047871266,0,0.475162,3,4.75,3
8,14.7,6,2.9,TRUE,0,0.111099973,1.03658,4,0.75,2
37,13.9,8,5.9,TRUE,0.043558162,0.042069424,2.50552,9,3.25,6
4.8,13.3,34,5.2,FALSE,0.391034931,0.080235086,0.475162,3,4.5,3
3.8,7.7,14,2.6,TRUE,0.209294319,0,2.58757,9,8,2
22,23.8,0,4.6,FALSE,0,0.013967848,0.820024,7,2,2
12.8,3.1,10,2.6,TRUE,0.031890359,0,0.788817,9,4,2
13.4,3.5,4,2.1,TRUE,0.055493433,0,1.77566,9,2.5,2
4.4,3.4,0,0.8,TRUE,0,0,1.77566,9,3.25,2
21.4,0,0,2.1,FALSE,0,0,2.45603,10,0.25,0
25.6,31.3,8,6.5,TRUE,0.014324854,0.117787436,0.474483,4,2.25,2
14,13.8,0,2.8,FALSE,0,0.061808381,1.65878,3,2.75,2
39.8,21.8,21,8.3,TRUE,0.385177314,0.129478499,0.223429,3,5.5,9
10.4,12.8,0,2.3,FALSE,0,0.011506105,1.61269,6,4.5,2
8.8,17.7,11,3.8,FALSE,0.041418437,0.012619459,3.07794,8,1.75,2
11.4,16.7,2,3,TRUE,0,0.317094743,0.80924,5,2.75,2
9.6,3.3,8,2.1,FALSE,0.020456158,0,1.65178,1,2.5,3
16.4,21.3,2,4,FALSE,0,0.02066998,1.65878,3,1.25,2
11.8,2.8,0,1.5,FALSE,0,0,1.65178,1,2.5,6
16.8,27.2,8,5.2,FALSE,0.014165727,0.123625152,1.61269,6,3.25,2
31.4,71.1,26,12.9,FALSE,0.116912656,0.268692672,1.61269,6,4,2
37.8,59.6,15,11.2,TRUE,0.155815497,0.578235626,0.474483,4,8.25,4
15,14.8,2,3.2,FALSE,0,0.015238615,1.65178,1,2,3
9.4,31.8,20,6.1,TRUE,0.073082894,0.163123742,0.789388,7,5.25,3
9.6,26.3,0,3.6,FALSE,0,0.109984189,3.07794,8,4.25,2
25.2,65.4,37,12.8,TRUE,0.230414033,0.267703027,2.06831,10,6,2
41,0.6,8,5,FALSE,0.014425057,0,4.24057,8,2,2
23.6,5.7,1,3,FALSE,0.01589236,0,1.11195,5,2.5,2
12.8,34.6,58,10.5,TRUE,0.205400184,0.21237947,0.474483,4,7.5,2
17.6,51.1,39,10.8,TRUE,0.30071485,0.285075814,0.789388,7,5,6
17.8,37,6,6.1,FALSE,0,0.077467658,1.65178,1,4.25,3
40,14.5,39,9.4,TRUE,0.137078941,0.081769042,1.00264,2,0.25,10
16.8,14.8,56,8.8,TRUE,0.204726428,0.076182894,0.80924,5,3,2
22.8,20.8,43,8.7,FALSE,0.243416712,0.01589236,1.11195,5,2.5,2
19,22.6,9,5.1,TRUE,0.036214765,0.168999404,0.789388,7,4,3
9,15.3,44,6.8,FALSE,0.145733982,0,1.65178,1,3.5,3
42.2,41.3,32,11.6,TRUE,0.541285932,0.525368929,0.320601,2,7.25,8
16.8,33.5,20,7,TRUE,0.046468537,0.00986455,0.273809,3,1.75,3
9.4,2,18,2.9,FALSE,0.071794845,0,0.485632,7,3.75,2
25,11.5,4,4.1,FALSE,0,0.089732885,2.68125,3,2.25,2
6.2,0.8,20,2.7,FALSE,0.148747534,0,2.68125,3,3,2
10.6,16.6,0,2.7,FALSE,0,0.03858541,1.43756,10,2.25,2
17.4,0.6,11,2.9,FALSE,0.013065355,0,1.89569,9,7.25,1
5.2,0.3,2,0.8,TRUE,0,0,0.444099,6,1,1
5.2,2.4,0,0.8,TRUE,0,0,0.819233,4,4.25,3
21,13.3,4,3.8,FALSE,0,0.046384104,1.01101,2,2.75,2
9.8,23.7,45,7.9,TRUE,0.162190154,0.363070756,0.823217,7,1.5,2
14.4,7.5,0,2.2,TRUE,0,0,0.608352,8,1.75,2
25.6,27.1,3,5.6,TRUE,0.021869773,0.101989545,0.962374,5,3.75,1
29,24.3,33,8.6,TRUE,0.158830509,0.102855071,0.819233,4,3,6
11.8,10,4,2.6,TRUE,0.044588439,0,0.823217,7,2,2
25.4,19.8,17,6.2,FALSE,0.080987066,0.13875407,1.43756,10,6.75,2
50,14.1,58,12.2,TRUE,0.98394835,0.05177309,0.962374,5,2.25,8
27,14,0,4.1,TRUE,0,0.114057101,1.18891,8,2.75,7
34.6,11.9,39,8.6,TRUE,0.484183878,0,2.03041,10,2.25,6
12.2,3,2,1.7,TRUE,0,0,1.18891,8,0.25,3
11.4,22.1,14,4.8,FALSE,0.017848188,0,1.21942,2,6.25,2
15,6,1,2.2,TRUE,0.034761157,0,0.608352,8,2.5,1
23.8,3.3,8,3.5,TRUE,0.024182368,0,0.608352,8,1,2
9,31.3,61,10.1,FALSE,0.212391272,0.048433281,1.43756,10,6.75,2
13.6,27.8,20,6.1,TRUE,0.099500321,0.823681474,0.962374,5,4.5,2
22.8,63.2,27,11.3,TRUE,0.384900779,0.174345866,0.823217,7,4.25,2
15,53.5,58,12.7,TRUE,0.143602923,0.345392615,0.962374,5,3.75,4
7.2,4,8,1.9,TRUE,0.017034169,0,1.8707,8,2,2
15.2,18.6,2,3.6,FALSE,0,0.019139752,1.10545,5,3.5,2
10.2,31.8,18,6,FALSE,0.02503664,0.058384333,1.87344,9,1.75,1
39.4,69.7,9,11.8,FALSE,0.050830312,0.967510343,0.589496,2,0.75,6
10.6,19.3,29,5.9,TRUE,0.049011666,0.075767301,1.38719,7,0.25,2
9.4,0.2,0,1,FALSE,0,0,1.87344,9,2.25,2
13,0.6,1,1.5,FALSE,0.016858257,0,1.87344,9,2.25,2
28.8,9.9,9,4.8,FALSE,0.042050447,0,0.405172,4,2.5,3
9.4,4.3,2,1.6,TRUE,0,0,0.916344,1,2.25,3
17.8,21.7,22,6.2,FALSE,0.154514745,0.10572055,0.405172,4,0.5,3
18.6,12.1,2,3.3,FALSE,0,0.017348865,2.13915,9,2.75,3
19.4,3,3,2.5,TRUE,0.030748688,0,1.40441,4,3.75,2
8.8,48,9,6.6,TRUE,0.103748493,0.064676747,0.916344,1,3.75,3
6.2,38.2,16,6,TRUE,0.037874933,0.166888475,1.38719,7,0.75,-1
26.6,46.7,18,9.1,TRUE,0.083153367,0.277610838,0.815792,5,1,6
14,12.4,42,6.8,TRUE,0.12511459,0.018755449,1.40441,4,4,1
9.6,25.6,8,4.3,TRUE,0,0.034242403,1.02186,8,4,2
26,1.3,8,3.5,TRUE,0.022705317,0,2.24579,6,0.75,2
21.6,25.8,2,4.9,TRUE,0,0.2546435,1.02186,8,0.75,3
16.4,60.5,20,9.7,FALSE,0.175702587,0.109725274,0.405172,4,5.25,3
5,20.3,26,5.1,TRUE,0.580412328,0.39260298,0.520382,1,9,3
7.2,9.8,17,3.4,TRUE,0.033170581,0.113190651,0.315616,3,0.75,3
18.8,2,0,2.1,TRUE,0,0,0.815792,5,2,3
17,18.2,62,9.7,FALSE,0.615446925,0.590744197,0.589496,2,6.5,9
11.4,4.6,38,5.4,TRUE,0.147248164,0,1.40441,4,3.75,2
18.8,30.8,16,6.6,FALSE,0.043818813,0.080181085,1.24043,10,3.25,2
13.4,12.9,0,2.6,TRUE,0,0.01740369,0.815792,5,0,3
23.6,1.9,21,4.7,FALSE,0.11465887,0,1.11749,2,4,2
4,3.9,17,2.5,TRUE,0.066455558,0,1.40441,4,3,5
74.4,43.6,57,17.5,FALSE,0.627016485,0.517071009,0.476748,3,2.75,16
81,40.1,72,19.3,FALSE,1.472258568,0.180265233,0.589103,4,2,15
54,24.5,7,8.6,TRUE,0.013882604,0.105952725,3.49193,3,3.25,7
42.4,65.3,25,13.3,FALSE,0.271009594,0.300356239,0.539178,5,1.5,6
44.4,46.2,8,9.9,FALSE,0.102161914,1.063364983,0.758241,6,2.5,8
4,32.3,18,5.4,FALSE,0.091964997,0.108576559,2.02472,8,1,2
14.4,3.8,18,3.6,TRUE,0.043920156,0,1.32536,7,2.25,2
16.6,2.2,1,2,TRUE,0.01752476,0,1.32536,7,2.25,3
22.4,49.8,29,10.1,TRUE,0.215136617,0.213110223,2.25889,5,4,2
9.6,4.1,0,1.4,TRUE,0,0,0.182456,9,2.25,1
7.4,4.5,2,1.4,FALSE,0,0,0.539178,5,1.75,3
50.8,36.1,14,10.1,TRUE,0.048241455,0.199459478,0.766224,2,4.5,9
12.8,3.2,2,1.8,FALSE,0,0,4.14588,10,2.5,2
14.6,0.4,8,2.3,FALSE,0.024711581,0,2.02472,8,1,1
17.2,2.9,2,2.2,FALSE,0,0,1.49029,3,2.5,3
11.4,7.8,9,2.8,TRUE,0.024370629,0,0.898984,10,2.25,2
19.2,3.1,0,2.2,FALSE,0,0,0.758241,6,3.25,3
8.8,6.3,8,2.3,FALSE,0.035970233,0,1.29018,8,1,2
25.6,15.6,4,4.5,FALSE,0.09488479,0.017052803,0.758241,6,3.75,5
12.2,36.5,6,5.5,FALSE,0,0.257961392,1.49029,3,2,3
14.2,23.2,55,9.2,FALSE,0.195357338,0.095687941,1.49029,3,4,3
18.4,42.9,4,6.5,FALSE,0,0.221785322,0.539178,5,1.25,3
27.2,24.9,8,6,FALSE,0,0.060660068,1.076,1,1.75,6
64.8,62.1,30,15.7,TRUE,0.132597044,0.409810513,0.182456,9,7.25,10
52.4,48.7,11,11.2,FALSE,0.016511641,1.098356962,0.983293,1,2.75,15
3.8,6.3,0,1,FALSE,0,0,1.29018,8,2.5,1
16,7.3,4,2.7,FALSE,0,0,1.076,1,2,1
21,4.6,2,2.8,FALSE,0,0,1.29018,8,2.75,2
73,34.8,75,18.3,TRUE,2.566506863,0.225868613,0.182456,9,5.5,12
8.2,15.6,21,4.5,TRUE,0.102312684,0.055702928,2.25889,5,8,2
31.4,28.2,31,9.1,FALSE,0.163706288,0.212807462,0.758241,6,2.5,6
55.8,42,66,16.4,FALSE,0.613571167,0.263039708,0.758241,6,3.75,8
21.6,72.2,39,13.3,TRUE,0.275394261,0.279630631,0.587081,2,5.25,3
15.6,60.9,58,13.5,TRUE,0.190205619,0.191690296,3.08244,4,3.75,2
8.2,4.3,39,5.2,FALSE,0.170022964,0,1.73805,2,5.5,2
10.2,25.3,25,6.1,TRUE,0.11543075,0.088317581,1.30044,4,1.5,3
56,11.1,28,9.5,FALSE,0.700041771,0.415891171,2.31898,4,1,15
12.6,12.7,0,2.5,TRUE,0,0.015111056,1.30044,4,2,3
20.6,12.5,8,4.1,TRUE,0.083498612,0.044992551,1.30044,4,2.25,3
37.6,4.5,14,5.6,TRUE,0.108306684,0,2.05947,9,2.25,7
14.6,19.2,22,5.6,TRUE,0.092108406,0.085183479,1.84971,8,5.5,3
4.6,3.3,0,0.8,TRUE,0,0,3.30947,9,2.75,2
18,12.4,4,3.4,TRUE,0,0.019118929,2.05947,9,1.5,2
8.8,15,24,4.8,FALSE,0.128629297,0,1.7986,1,2.25,2
9.8,16.1,20,4.6,FALSE,0.040310372,0.049331125,0.546613,2,3.75,1
17,57,11,8.5,TRUE,0.0206622,0.141049474,1.09381,3,1.5,2
27.4,5.8,0,3.3,FALSE,0,0,0.546613,2,3.5,2
9.2,30.3,0,4,TRUE,0,0.063011885,3.30947,9,3.5,2
48.2,6.1,19,7.3,FALSE,0.761168838,0,0.546613,2,3,7
26.2,34.8,1,6.2,TRUE,0.018589526,0.429786325,2.15281,10,2.75,4
22,2.1,0,2.4,TRUE,0,0,1.09381,3,1,2
7.6,12.8,6,2.6,FALSE,0.038280211,0.097648621,2.31898,4,1.75,2
40.6,18.6,47,10.6,TRUE,0.517121315,0.049254235,2.05947,9,4.5,7
43.4,17,57,11.7,FALSE,0.720340073,0.018693492,1.13104,8,6.75,10
27.4,18.2,34,8,FALSE,0.641645849,0.373529077,0.159735,7,1.25,5
12,37.3,15,6.4,TRUE,0.015870007,0.981075525,1.09381,3,2.25,1
18,3.2,2,2.3,FALSE,0,0,1.56465,6,2,1
19,14.7,17,5.1,FALSE,0.05226139,0.039893996,1.56465,6,1.25,2
53.2,20.3,33,10.7,TRUE,0.328373492,0.092644036,0.334896,5,6.25,13
32.8,39.8,59,13.2,TRUE,0.15013738,0.970638812,2.15281,10,6.25,5
8.8,3.4,31,4.3,FALSE,0.100178786,0,0.546613,2,3.25,7
9.8,15.1,0,2.5,FALSE,0,0.063201927,1.55724,10,3.75,2
8,6.8,10,2.5,TRUE,0.013773933,0,2.15281,10,2.25,2
15.8,37.3,45,9.8,FALSE,0.243884832,0.104009263,0.546613,2,5,1
13,5,20,3.8,FALSE,0.087842979,0,0.766694,5,2.75,3
38.2,46.6,19,10.4,FALSE,0.057754043,0.499680996,0.692644,1,2.5,2
7.8,5.2,0,1.3,FALSE,0,0,2.84978,9,3.5,2
10.4,35.6,6,5.2,TRUE,0.049132343,0.143550545,0.834423,8,4,2
7.8,24.6,24,5.6,FALSE,0.019976787,0.236471757,0.267008,3,4.75,2
12.2,5.4,2,2,FALSE,0,0,1.88355,6,2.25,2
11.8,2.3,8,2.2,FALSE,0.009253172,0,1.88355,6,2.5,2
12.8,13.2,8,3.4,TRUE,0.016765138,0.022902196,0.653058,1,2.75,2
5.8,11.3,1,1.8,FALSE,0.045585189,0.013707257,1.37242,7,2.25,3
20.6,22.9,18,6.2,TRUE,0.215118468,0,0.727364,5,0.75,6
0.6,22,46,6.9,TRUE,0.215357482,0.17943579,0.653058,1,2.25,2
22.8,17.8,11,5.2,TRUE,0.018181479,0.099634178,0.727364,5,1.5,2
20.2,54.4,23,9.8,TRUE,0.135488719,0.202745035,0.59971,7,6.25,2
7,26.4,19,5.2,TRUE,0.11371354,0.243099183,0.123075,3,3,3
13.6,30.1,8,5.2,FALSE,0.0083193,0.027249724,2.1424,2,3,2
25.4,38.6,5,6.9,FALSE,0.013707257,0.341212481,1.37242,7,0,6
9.8,20.3,27,5.7,FALSE,0.054181732,0.019976787,0.267008,3,1.75,1
18,68,15,10.1,FALSE,0.061993271,0.415989429,0.692644,1,5.75,2
25.2,36.5,28,9,TRUE,0.166531399,0.173527643,1.53269,4,1.5,5
22,4.3,4,3,FALSE,0,0,0.304164,2,1.75,3
10.4,7.3,11,2.9,TRUE,0.035954211,0,1.53269,4,1,2
65.6,38.1,41,14.5,FALSE,0.833319068,0.226466894,0.304164,2,0.5,15
34,29.6,56,12,TRUE,0.238635853,0.104557887,0.123075,3,6,11
22,21.8,4,4.8,FALSE,0,0.551107228,2.84978,9,4.25,2
51.2,20.4,114,18.6,TRUE,1.262467027,0.018181479,0.727364,5,1.75,8
9,5,2,1.6,TRUE,0,0,0.123075,3,2,3
17.4,54.8,2,7.4,TRUE,0,0.213186741,1.19984,1,7.25,2
11,2.5,27,4.1,TRUE,0.125469401,0,1.54771,6,3,5
36.6,4.3,46,8.7,TRUE,0.181709096,0,0.2719,2,2.5,8
62.2,17.2,20,9.9,TRUE,0.106555745,0.049643021,1.84104,8,3.5,12
18,5.4,0,2.3,FALSE,0,0,2.84928,5,0.25,2
13.6,1.1,0,1.5,FALSE,0,0,2.16934,8,2.25,1
11,10.9,27,4.9,FALSE,0.07093966,0.08350163,2.16934,8,2.5,2
14.6,15.8,0,3,TRUE,0,0.09567894,0.2719,2,2.5,3
7,18.6,10,3.6,FALSE,0.249922484,0.038151108,1.18168,1,4,3
6.2,2.3,0,0.9,FALSE,0,0,1.80763,10,2.5,1
27.6,20.1,27,7.5,FALSE,0.132163182,0.386846006,1.14522,5,2,5
5.2,0.6,0,0.6,TRUE,0,0,1.93187,10,1,2
28.6,12.3,7,4.8,TRUE,0.077994466,0.121279299,1.84104,8,2.5,1
16.4,4.8,0,2.1,FALSE,0,0,1.80763,10,2.5,2
14.8,16.1,0,3.1,FALSE,0,0.109793,1.80763,10,2.5,1
13,25,14,5.2,TRUE,0.024105422,0.072485618,1.93187,10,-0.25,2
6,36.1,40,8.2,TRUE,0.162378982,0.105513692,0.786214,7,7.5,2
26.2,36.4,0,6.3,TRUE,0,0.146474913,1.84104,8,2.5,2
9.8,8.5,22,4,FALSE,0.16399385,0,2.84928,5,4.25,2
13.8,53.5,60,12.7,TRUE,0.175088093,0.368971288,0.786214,7,2,2
42,61.5,2,10.6,FALSE,0,0.737697363,1.43009,4,2.5,8
20.6,55.2,35,11.1,FALSE,0.567614377,0.263947725,1.14522,5,5.75,2
22.4,41.6,2,6.6,TRUE,0,0.09783718,0.786214,7,2,2
18.8,1.3,11,3.1,FALSE,0.067204371,0,3.08413,9,1.25,2
19.6,31.3,29,8,TRUE,0.145764112,0.14827539,0.786214,7,4.25,2
14.6,19.3,9,4.3,FALSE,0.027660031,0.057996195,3.08413,9,0.75,1
50.8,41.1,32,12.4,FALSE,0.329624087,0.081464067,1.43009,4,6.5,8
46.2,17.9,96,16,FALSE,0.264986813,0.027660031,3.08413,9,1,7
26.8,1.3,16,4.4,FALSE,0.021345397,0,1.43009,4,1.5,2
22,52.8,53,12.8,TRUE,0.549839735,0.265310794,1.84104,8,3.5,4
11,7,0,1.8,TRUE,0,0,1.20923,7,7.25,3
18.6,17.1,20,5.6,TRUE,0.108584166,0.065138787,1.31479,2,3.75,1
8.4,29.8,14,5.2,TRUE,0.456860811,0.054890148,1.09586,10,6,3
10.8,25.7,3,4,TRUE,0.019200845,0.220007047,0.630058,3,4.75,3
13.2,23.5,38,7.5,FALSE,0.119003974,0.109477594,2.56607,9,1.5,2
14.6,32.1,15,6.2,FALSE,0.034992825,0.044464987,1.39429,1,3.25,2
3.8,9.6,18,3.1,FALSE,0.12652342,0,1.39955,5,4,2
9.4,18.6,17,4.5,TRUE,0.02167031,0.100120388,0.630058,3,0.5,3
14.2,1.3,2,1.8,FALSE,0,0,0.049118,3,2,3
11.6,9.2,6,2.7,FALSE,0,0,1.39429,1,2.5,1
14.4,1,0,1.5,TRUE,0,0,1.09586,10,0.25,6
6.4,5.4,4,1.6,TRUE,0,0,0.917801,8,2.5,2
30.2,40.7,24,9.5,TRUE,0.083617516,0.569751978,0.789667,6,2,4
19.2,28,26,7.3,FALSE,0.131381884,0.515742898,1.87247,10,1.25,2
7.4,16.2,26,5,TRUE,0.451887399,0,0.85013,2,7,2
23.2,78.7,8,11,FALSE,0.099042073,0.419805944,0.049118,3,2,3
17.8,41.6,33,9.2,TRUE,0.102350727,0.446798027,0.85013,2,6.5,3
16,41.1,49,10.6,FALSE,0.206332117,0.170353547,1.72153,5,5.25,3
30.4,1.4,17,4.9,TRUE,0.761132061,0,1.09586,10,2.75,1
21.2,13.3,29,6.4,TRUE,0.13186273,0.020998551,0.85013,2,1.75,2
20.2,1.7,2,2.4,FALSE,0,0,1.87247,10,1.5,3
9.2,5.8,8,2.3,TRUE,0.012188739,0,0.85013,2,4.75,3
15.6,6.3,0,2.2,FALSE,0,0,1.87247,10,1,2
85.8,51.9,39,17.7,TRUE,0.426283419,0.158097297,0.599608,7,1.75,15
17.2,2.6,3,2.3,FALSE,0.033135705,0,2.56607,9,1.5,1
8.2,24.8,10,4.3,TRUE,0,0.456860811,1.09586,10,3.25,3
90.8,85.8,51,22.8,TRUE,0.97524929,1.647270441,0.28218,1,2.5,17
18,8.8,8,3.5,FALSE,0.017116688,0,1.45074,6,4.25,2
20.6,11.3,21,5.3,FALSE,0.041822132,0.007688995,2.77398,10,2.25,2
20.6,65.8,62,14.8,FALSE,0.294489086,0.111648925,0.900466,7,3,2
34,44.3,8,8.6,FALSE,0.035403267,0.055660356,0.445301,2,4.75,5
53.6,14.6,102,17,TRUE,0.698931277,0.049497053,1.28248,5,1.75,7
47.8,18.8,59,12.6,FALSE,0.868583977,0.102891214,1.0594,2,6.5,8
7.2,52.5,51,11.1,TRUE,0.27449277,0.091982864,0.612933,4,8.25,2
13,28,6,4.7,TRUE,0.018799959,0.071972325,1.61843,1,0.75,2
13.2,4.6,7,2.5,FALSE,0.298200548,0,1.64908,9,1.25,2
18.4,13.5,4,3.6,TRUE,0,0.020910058,1.28248,5,2.25,2
15,11.2,12,3.8,TRUE,0.019925062,0.100457445,1.28248,5,2.5,1
31,0.1,0,3.1,FALSE,0,0,1.64908,9,0.75,2
24.8,6,0,3.1,TRUE,0,0,0.965283,4,0.75,2
8.2,1.2,16,2.5,FALSE,0.103351451,0,0.900466,7,2,2
25.6,15.4,16,5.7,TRUE,0.043780535,0.025448507,3.0768,8,3.25,2
4,17.2,15,3.6,FALSE,0.113837078,0.021967646,1.0594,2,5,3
48,23.8,66,13.8,TRUE,0.245750517,0.024734445,0.612933,4,5.25,9
8.4,5,0,1.3,TRUE,0,0,1.62514,9,2,2
39,8.3,17,6.4,TRUE,0.059580229,0,3.0768,8,2,8
48.6,5.2,33,8.7,FALSE,0.579212666,0,0.445301,2,0.75,9
42.4,26.9,43,11.2,TRUE,0.424748808,0.205146477,1.62514,9,2,8
17.4,33.6,1,5.2,FALSE,0.053574853,0.025393624,1.50029,1,0.75,3
9.8,29.1,8,4.7,FALSE,0.037176963,0.032465745,1.23952,7,5.75,3
43.6,2.3,13,5.9,FALSE,0.097833052,0,0.445301,2,3,10
20.4,35.1,55,11.1,TRUE,0.204425201,0.285529554,1.61843,1,4.25,1
66.2,43.3,33,14.3,TRUE,0.561976314,0.250119746,0.226625,3,4.25,13
18.2,2.6,0,2.1,FALSE,0,0,1.64908,9,0.75,1
21.4,43.3,24,8.9,FALSE,0.037468676,0.086059853,1.50029,1,1.5,3
14.2,47.8,13,7.5,TRUE,0.025448507,0.241764769,3.0768,8,2.75,1
14,16.9,0,3.1,FALSE,0,0.032967001,1.23952,7,2,3
22,14.3,5,4.1,TRUE,0.047355164,0.015546418,1.34294,5,1.75,2
51.2,57.4,52,16.1,FALSE,0.754480481,0.250953823,1.23952,7,5.5,12
42.6,27.9,60,13.1,TRUE,0.632610321,0.051322021,0.965283,4,7.75,9
18,30.5,17,6.6,TRUE,0.056722101,0.075359739,1.34294,5,2.5,2
20,19.1,48,8.7,TRUE,0.195890218,0.109093271,1.26247,10,1.5,2
9.4,4.3,8,2.2,TRUE,0.143524781,0,0.226625,3,2,3
7,12.8,32,5.2,FALSE,0.46510759,0.07275565,0.445301,2,2,2
37.2,42.9,0,8,TRUE,0,0.159918889,0.986853,4,4.25,5
42.2,4.7,25,7.2,TRUE,0.172564477,0,0.857637,2,2.75,9
70.6,43.1,30,14.4,TRUE,0.090228558,0.199296221,0.722959,10,3.25,12
5.8,17.9,34,5.8,FALSE,0.18656978,0.012450885,1.38478,1,2.75,2
19,30.7,66,11.6,TRUE,0.466762275,0.43895331,0.895774,2,3,5
35.2,51.3,25,11.2,TRUE,0.971511483,0.962823451,0.290345,7,6.75,6
23.6,12.2,38,7.4,FALSE,0,0.177703574,0.681,3,1.5,5
7.2,18.5,8,3.4,TRUE,0.114676781,0,0.895774,2,2.25,2
10.4,3.8,0,1.4,FALSE,0,0,1.38478,1,2,2
16,18.3,15,4.9,TRUE,0.053159062,0.031323645,0.722959,10,2.25,2
22.4,56.8,10,8.9,FALSE,0.053424425,0.122803353,0.822285,5,2,1
16.2,17.3,4,3.8,FALSE,0,0.070233725,4.21366,9,1.5,2
53.2,28.4,91,17.3,TRUE,1.634811044,1.184657574,0.290345,7,6.75,13
55.2,16.4,45,11.7,FALSE,0.210588172,0.017516974,1.01595,9,1,13
12.2,7.4,1,2.1,FALSE,0.04573939,0,1.80971,5,2,2
10,28.6,21,6,FALSE,0.084940448,0.035485137,0.822285,5,3.5,1
11.2,1.6,0,1.3,TRUE,0,0,0.907849,7,1.5,6
1.8,4.2,22,2.8,TRUE,0.202216655,0,0.907849,7,2.75,3
73.8,23.2,36,13.3,FALSE,0.533937037,0.049275238,1.67369,4,1.25,15
18,11.3,9,3.8,FALSE,0.017460557,0,1.01595,9,5.75,2
