position,influence,creativity,threat,ict_index,minutes,was_home,xG,xA,xGC,Fixture,Form,total_points
DEF,22,0.3,0,2.2,90,TRUE,0,0,1.59642,10,0,0
DEF,37.2,15.1,0,5.2,90,FALSE,0,0.105021454,1.59022,3,2.25,8
DEF,25.6,11.8,0,3.7,90,FALSE,0,0.025220789,2.0545,8,5.5,2
DEF,10.2,1.3,2,1.4,90,FALSE,0,0,2.87622,9,2,0
DEF,25,2.3,0,2.7,90,FALSE,0,0,1.39037,7,1.75,6
DEF,20.8,0.6,0,2.1,90,FALSE,0,0,0.985828,3,1.75,0
DEF,15,0.5,4,2,90,FALSE,0,0,1.59022,3,2.25,6
DEF,13.4,0.6,0,1.4,90,TRUE,0,0,0.847913,6,2.5,2
DEF,10,0.6,18,2.9,90,FALSE,0.033755928,0,1.39037,7,2,6
DEF,11.6,0.8,0,1.2,90,FALSE,0,0,2.87622,9,1.25,0
DEF,11.6,17.8,11,4,90,TRUE,0.014498742,0.075209908,0.326933,2,1,6
DEF,15.4,11.8,0,2.7,90,TRUE,0,0.018580144,1.87063,7,3.25,2
DEF,11.6,1.6,0,1.3,90,FALSE,0,0,0.376464,6,3.75,2
DEF,17,0.8,2,2,90,TRUE,0,0,1.87063,7,0.25,1
DEF,19.8,0.2,7,2.7,90,FALSE,0.079750299,0,0.376464,6,3.75,2
DEF,18.2,6,11,3.5,90,FALSE,0.036998868,0,1.30169,4,2.25,0
DEF,17.2,0.7,0,1.8,90,TRUE,0,0,1.18789,9,3.75,2
DEF,17.4,1,4,2.2,90,FALSE,0.070766352,0,1.30169,4,0.75,-1
DEF,16.6,5.2,0,2.2,90,FALSE,0,0,1.59022,3,0.75,6
DEF,18.8,3.9,12,3.5,90,TRUE,0.021522569,0,1.98553,5,6.5,1
DEF,16.4,0.3,18,3.5,90,FALSE,0.013170616,0,1.42614,8,3,2
DEF,8.2,11.4,8,2.8,90,TRUE,0.060018003,0,1.59642,10,1.5,1
DEF,8.4,12.3,4,2.5,90,FALSE,0,0.03099229,1.58487,10,2.25,2
DEF,8.8,0.3,0,0.9,90,TRUE,0,0,1.59642,10,2.75,1
DEF,25,64.7,8,9.8,90,TRUE,0.180756867,0.268440098,1.84922,2,5.75,6
DEF,14,1.3,4,1.9,90,TRUE,0.108731873,0,1.98553,5,1.25,1
DEF,34,30.6,0,6.5,90,FALSE,0,0.42085588,0.799352,1,2,12
DEF,18.6,16.6,0,3.5,90,FALSE,0,0.022339521,1.42614,8,5,2
DEF,21,5,4,3,90,FALSE,0,0,1.9617,6,2.75,6
DEF,24.8,2.6,2,2.9,90,TRUE,0,0,2.1142,8,0.75,2
DEF,17.2,13.2,2,3.2,90,FALSE,0,0.223701939,0.761142,7,2.25,1
DEF,19.4,41.3,8,6.9,90,TRUE,0.009649238,0.164200023,1.0785,3,4.25,2
DEF,13.6,11,9,3.4,90,TRUE,0.081161566,0.416324466,1.98397,8,0.5,6
DEF,33.4,0,8,4.1,90,TRUE,0.047053438,0,1.66325,10,3.5,7
DEF,11.8,5,0,1.7,90,TRUE,0,0,1.81923,9,1.25,1
DEF,14.6,2.1,23,4,90,FALSE,0.082712449,0,1.75343,2,1.5,2
DEF,26.2,11.2,0,3.7,90,TRUE,0,0.066580079,2.1142,8,1,2
DEF,7.8,0.8,0,0.9,90,FALSE,0,0,2.42994,10,3,2
DEF,17.4,11.7,0,2.9,90,TRUE,0,0.036336612,0.438646,1,3,7
DEF,28.6,0,0,2.9,90,FALSE,0,0,1.87028,2,0.5,1
DEF,3.6,2.7,1,0.7,90,FALSE,0.032767233,0,3.77245,9,4,0
DEF,9.8,0.2,39,4.9,90,TRUE,0.178020954,0,1.0785,3,5.25,2
DEF,21.4,0.8,2,2.4,90,TRUE,0,0,1.66325,10,3.5,6
DEF,16.4,5.5,0,2.2,90,FALSE,0,0,0.761142,7,6.25,1
DEF,21.4,37.2,6,6.5,90,TRUE,0,0.141765937,2.2508,6,3,0
DEF,20.4,0.3,2,2.3,90,FALSE,0,0,1.76514,5,2.5,2
DEF,15.2,0.6,0,1.6,90,FALSE,0,0,2.42994,10,1.25,2
DEF,24,5.1,0,2.9,90,TRUE,0,0,1.66325,10,0.25,6
DEF,13.8,0.4,0,1.4,90,FALSE,0,0,1.76514,5,2.75,2
DEF,21.4,14.7,21,5.7,90,TRUE,0.066580079,0.129915714,2.1142,8,1.25,2
DEF,14,0,0,1.4,90,TRUE,0,0,1.28331,4,2,6
DEF,13.2,1.3,19,3.4,90,TRUE,0.425475538,0,1.50038,3,4.75,1
DEF,3.8,22.4,8,3.4,90,FALSE,0,0.136754125,1.76514,5,4.5,-1
DEF,17,33,18,6.8,90,TRUE,0.036030412,0.116625942,0.710778,7,2.5,6
DEF,20.6,2.6,0,2.3,90,TRUE,0,0,2.2508,6,2,1
DEF,15,5.5,2,2.3,90,TRUE,0,0,1.50038,3,4.5,0
DEF,14.4,10.8,4,2.9,90,FALSE,0,0.017612835,1.75343,2,2.75,2
DEF,13.8,19.6,29,6.2,90,TRUE,0.198418483,0.075840935,0.710778,7,3.5,5
DEF,17.2,15.7,0,3.3,90,TRUE,0,0.017839938,1.28331,4,4,7
DEF,13.2,0.3,6,2,90,TRUE,0.01099467,0,1.0785,3,4,2
DEF,11.8,3.8,8,2.4,90,TRUE,0,0,1.50038,3,3,1
DEF,7.2,0.4,2,1,90,TRUE,0,0,1.81923,9,1.25,-1
DEF,14.2,10.7,6,3.1,90,TRUE,0.020545848,0.028944641,1.28331,4,3.75,6
DEF,14,3.6,9,2.7,90,FALSE,0.018924603,0,1.75343,2,2.25,2
DEF,21,0,0,2.1,90,FALSE,0,0,1.76514,5,-0.25,2
DEF,45,1.1,17,6.3,90,TRUE,0.374161482,0,1.50038,3,3.25,8
DEF,27.8,1.8,19,4.9,90,FALSE,0.069149613,0,2.42994,10,3.5,2
DEF,17.4,14.8,2,3.4,90,TRUE,0,0.111053713,0.438646,1,4.5,8
DEF,21.8,0.4,4,2.6,90,FALSE,0.116716139,0,2.42994,10,0.25,2
DEF,19,1.9,35,5.6,90,TRUE,0.17753163,0,0.438646,1,4.5,6
DEF,23,26.8,7,5.7,90,TRUE,0.026770314,0.474461883,0.710778,7,2,9
DEF,12.2,0.9,0,1.3,90,TRUE,0,0,1.81923,9,0,1
DEF,17,2.1,34,5.3,90,FALSE,0.409094095,0,0.761142,7,3.75,0
DEF,19.2,1.2,4,2.4,90,FALSE,0.050869368,0,3.77245,9,4,1
DEF,16.4,2.3,4,2.3,90,TRUE,0.06323459,0,0.710778,7,-0.25,5
DEF,5.6,1.2,0,0.7,90,TRUE,0,0,1.28331,4,2.25,5
DEF,13.6,24.3,0,3.8,90,FALSE,0,0.347665906,1.9617,6,4,9
DEF,20,1.3,0,2.1,90,TRUE,0,0,2.2508,6,2.75,1
DEF,50.8,54.9,4,11,90,FALSE,0,1.185904503,1.87028,2,1.5,8
DEF,33.8,49.3,3,8.6,90,TRUE,0.037033673,0.766533375,1.98397,8,3,12
DEF,8.6,4.8,0,1.3,90,FALSE,0,0,1.87028,2,0.5,1
DEF,9.8,1.3,0,1.1,90,FALSE,0,0,1.87028,2,2.75,1
DEF,19.8,0.1,0,2,90,FALSE,0,0,1.9617,6,1.5,6
DEF,5.6,0.6,0,0.6,90,FALSE,0,0,3.77245,9,2.75,-1
DEF,17.6,13.7,1,3.2,90,TRUE,0.017416457,0.020659802,2.2508,6,5,1
DEF,7.6,3.9,22,3.4,90,FALSE,0.063811012,0,1.71644,1,1,2
DEF,18,42.6,13,7.4,90,FALSE,0.018164055,0.235816002,1.29229,6,3,5
DEF,15.2,12.2,18,4.5,90,TRUE,0.062680602,0.021693995,2.47547,10,4.5,1
DEF,17.8,0.1,0,1.8,90,TRUE,0,0,2.39051,5,3.5,2
DEF,13.6,10.6,0,2.4,90,FALSE,0,0.041438088,0.974755,9,5.25,6
DEF,29.6,11.9,8,5,90,TRUE,0.036258392,0.010288653,0.419877,2,0,6
DEF,17.2,48,0,6.5,90,TRUE,0,0.25321281,0.22689,7,6,6
DEF,22.6,26,7,5.6,90,FALSE,0.021654271,0.079846665,0.534893,4,1.5,6
DEF,21.8,0.4,0,2.2,90,FALSE,0,0,1.71644,1,1,1
DEF,51.6,0,35,8.7,90,TRUE,0.224726766,0,2.39051,5,3.5,9
DEF,13.6,0.3,0,1.4,90,FALSE,0,0,0.498783,3,4.25,1
DEF,24,0.7,2,2.7,90,FALSE,0,0,2.30722,3,0.5,2
DEF,16.2,15.3,0,3.2,90,FALSE,0,0.070723981,0.534893,4,0.25,6
DEF,11.4,5.7,7,2.4,90,TRUE,0.014112808,0,2.03719,2,3.5,1
DEF,25.8,15.1,2,4.3,90,TRUE,0,0.013015583,2.03719,2,4,1
DEF,23.4,0.1,0,2.4,90,FALSE,0,0,1.1185,7,2.5,1
DEF,2.6,3,2,0.8,90,FALSE,0,0,0.974755,9,4,5
DEF,21.6,14.2,3,3.9,90,TRUE,0.020844672,0.222441718,0.419877,2,4.75,9
DEF,26,22.6,19,6.8,90,FALSE,0.059883229,0.421928048,1.27814,8,2.5,2
DEF,17.4,10.5,0,2.8,90,TRUE,0,0,0.28109,9,3.25,1
DEF,8.8,0.8,6,1.6,90,TRUE,0.073520556,0,0.28109,9,2.5,2
DEF,13.6,4.4,8,2.6,90,FALSE,0.053553067,0,0.974755,9,1.5,6
DEF,21.8,20.6,0,4.2,90,TRUE,0,0.125554219,0.28109,9,2.75,1
DEF,15.8,28,26,7,90,FALSE,0.830536425,0.492808878,1.71644,1,1.25,2
DEF,12.6,0.2,2,1.5,90,FALSE,0,0,2.26129,10,3.5,0
DEF,8,1,1,1,90,TRUE,0.022261053,0,2.39051,5,5.5,2
DEF,60.4,0.4,33,9.4,90,TRUE,0.061897345,0,2.47547,10,3.75,8
DEF,5.8,0.5,0,0.6,90,FALSE,0,0,0.571633,8,3.25,1
DEF,48.2,4.6,17,7,90,TRUE,0.100580759,0,0.419877,2,0,14
DEF,13,0.3,0,1.3,90,FALSE,0,0,1.29229,6,3.5,6
DEF,21.6,2.9,0,2.5,90,FALSE,0,0,1.1185,7,0.5,2
DEF,21,0.1,0,2.1,90,FALSE,0,0,1.27814,8,2.25,2
DEF,21.8,47,0,6.9,90,FALSE,0,0.153886929,0.571633,8,3,1
DEF,16.4,38.3,2,5.7,90,FALSE,0,0.448533028,1.29229,6,4.25,8
DEF,13.8,2.3,0,1.6,90,TRUE,0,0,0.22689,7,7.75,5
DEF,13.2,15.4,4,3.3,90,FALSE,0,0.026650779,2.26129,10,4.5,0
DEF,12.8,0.5,0,1.3,90,FALSE,0,0,1.1185,7,3,1
DEF,12.8,16.2,5,3.4,90,FALSE,0.080850512,0.067285322,1.71644,1,1.25,2
DEF,16.4,0.3,0,1.7,90,FALSE,0,0,0.974755,9,0.5,6
DEF,17,0.2,0,1.7,90,FALSE,0,0,0.534893,4,1,5
DEF,12.6,0.1,4,1.7,90,FALSE,0.049308218,0,2.26129,10,3.75,0
DEF,14.8,0.3,0,1.5,90,TRUE,0,0,0.28109,9,0.5,3
DEF,14.6,0.9,11,2.7,90,FALSE,0.10394796,0,0.571633,8,3.75,1
DEF,18.8,16.4,0,3.5,90,FALSE,0,0.073831365,0.498783,3,4.5,1
DEF,11.8,0.7,18,3.1,90,FALSE,0.030725898,0,0.498783,3,4,1
DEF,14.6,20.3,6,4.1,90,FALSE,0,0.022640949,1.29229,6,4.25,6
DEF,17.4,0.3,0,1.8,90,FALSE,0,0,0.534893,4,0.25,6
DEF,15.2,3.3,9,2.8,90,TRUE,0.49909094,0,2.03719,2,3.75,1
DEF,12.4,0.1,2,1.5,90,FALSE,0,0,1.29229,6,1,5
DEF,11,1.6,2,1.5,90,FALSE,0,0,2.26129,10,3.5,0
DEF,32,0,0,3.2,90,FALSE,0,0,1.27814,8,2.5,1
DEF,8.2,0.6,2,1.1,90,TRUE,0,0,2.47547,10,5.25,1
DEF,17.4,19.5,2,3.9,90,FALSE,0,0.035219934,2.30722,3,4.5,2
DEF,24.8,1.1,0,2.6,90,TRUE,0,0,3.11324,6,0.5,2
DEF,20.6,0.2,4,2.5,90,TRUE,0.011764455,0,3.11324,6,1,2
DEF,14.6,4.3,0,1.9,90,TRUE,0,0,2.39051,5,4,2
DEF,11.8,1.2,3,1.6,90,TRUE,0.024567664,0,2.47547,10,2.5,1
DEF,16.2,2.2,2,2,90,TRUE,0,0,2.03719,2,2.25,1
DEF,15,15,14,4.4,90,FALSE,0.177208394,0.025583301,1.27814,8,4.75,2
DEF,12.4,25.3,2,4,90,FALSE,0,0.090083785,0.390629,7,3.25,1
DEF,12.2,0.1,0,1.2,90,TRUE,0,0,1.68656,4,2,0
DEF,17,11.1,20,4.8,90,FALSE,0.050866459,0.143611446,0.567234,1,0.25,2
DEF,23.8,0.1,0,2.4,90,TRUE,0,0,0.595216,7,3.75,6
DEF,13.4,1.6,0,1.5,90,FALSE,0,0,4.89472,9,2.75,1
DEF,9.2,2.5,20,3.2,90,FALSE,0.041192479,0,2.03376,3,3.5,5
DEF,20.4,0.6,18,3.9,90,TRUE,0.367016494,0,1.78708,10,3.75,1
DEF,18.2,0.2,1,1.9,90,TRUE,0.047426302,0,0.595216,7,5.25,6
DEF,21.4,2.4,0,2.4,90,TRUE,0,0,0.287444,2,1.5,6
DEF,30.2,28.8,6,6.5,90,TRUE,0.044396587,1.028137088,1.0277,6,5.5,5
DEF,32.8,37.3,27,9.7,90,FALSE,0.076858252,0.161028266,0.567234,1,2,5
DEF,17,1.8,0,1.9,90,TRUE,0,0,1.3904,8,1,1
DEF,10,10,2,2.2,90,TRUE,0,0.019875752,1.78708,10,5.25,1
DEF,24.4,11.6,10,4.6,90,TRUE,0.072835132,0.089753591,1.68656,4,2.75,1
DEF,21.6,0.8,0,2.2,90,FALSE,0,0,2.53006,8,3,2
DEF,22.6,0.3,2,2.5,90,FALSE,0,0,0.730434,2,0.25,2
DEF,6.8,0.5,8,1.5,90,FALSE,0,0,1.59454,9,2.25,0
DEF,12.6,1.3,0,1.4,90,TRUE,0,0,0.595216,7,5.25,6
DEF,22.6,2,0,2.5,90,FALSE,0,0,3.26328,10,2.75,1
DEF,19.4,0.8,0,2,90,TRUE,0,0,1.34801,3,3,1
DEF,12.6,1.5,4,1.8,90,TRUE,0.040118262,0,1.34801,3,2.75,1
DEF,29.2,0.9,2,3.2,90,TRUE,0,0,1.68656,4,3,0
DEF,19.2,0.8,0,2,90,TRUE,0,0,0.595216,7,3,7
DEF,5.8,5.9,0,1.2,90,TRUE,0,0,1.3904,8,1.5,1
DEF,32.2,0.3,2,3.5,90,TRUE,0,0,2.28139,6,3.5,2
DEF,13.6,0.5,0,1.4,90,FALSE,0,0,2.03376,3,4.25,2
DEF,2,4.1,2,0.8,90,TRUE,0,0,0.287444,2,3.5,6
DEF,10.6,12.5,8,3.1,90,TRUE,0,0.081225574,1.34801,3,3.5,1
DEF,9.6,2,1,1.3,90,FALSE,0.013104377,0,1.59454,9,0.75,0
DEF,9.2,0.3,0,1,90,FALSE,0,0,3.26328,10,2.75,1
DEF,8.8,2.5,5,1.6,90,FALSE,0.030104201,0,4.89472,9,4.75,1
DEF,9.8,21.2,2,3.3,90,TRUE,0,0.024526266,1.78708,10,3.75,1
DEF,12.8,0.3,4,1.7,90,TRUE,0,0,1.3904,8,2,1
DEF,48,0.7,19,6.8,90,TRUE,0.101090841,0,1.0277,6,6.75,8
DEF,16,1.6,0,1.8,90,TRUE,0,0,2.28139,6,4,2
DEF,18.8,0.3,2,2.1,90,FALSE,0,0,1.59454,9,2.75,0
DEF,26.4,14.8,0,4.1,90,TRUE,0,0.086021595,1.3904,8,1.5,1
DEF,6.6,0.4,2,0.9,90,TRUE,0,0,2.28139,6,3.25,2
DEF,28.4,15.3,0,4.4,90,FALSE,0,0.126902357,0.567234,1,1.5,5
DEF,22.2,0.9,4,2.7,90,TRUE,0.111027442,0,1.34801,3,1.25,0
DEF,30.6,12.6,0,4.3,90,FALSE,0,0.029502932,2.53006,8,3.25,2
DEF,26,1.8,9,3.7,90,TRUE,0.125328004,0,1.68656,4,2.25,0
DEF,27.2,0.8,7,3.5,90,FALSE,0.012088019,0,2.53006,8,2.5,2
DEF,12.4,2.6,15,3,90,TRUE,0.532677352,0,0.287444,2,3.5,6
DEF,28,0.3,0,2.8,90,FALSE,0,0,4.89472,9,2.25,1
DEF,18.6,12.4,0,3.1,90,TRUE,0,0.066047519,2.28139,6,3,2
DEF,17.4,0.3,7,2.5,90,FALSE,0.106530003,0,3.26328,10,2.5,1
DEF,50.2,0.8,35,8.6,90,FALSE,0.02830535,0,2.03376,3,4,9
DEF,25,2.5,0,2.8,90,FALSE,0,0,0.730434,2,0.75,2
DEF,21.6,0.8,0,2.2,90,FALSE,0,0,0.730434,2,1.25,2
DEF,14.4,30.8,7,5.2,90,TRUE,0.040316626,0.098921046,1.78708,10,4,1
DEF,6.6,10.8,2,1.9,90,FALSE,0,0,2.03376,3,1.25,2
DEF,16.2,3.2,0,1.9,90,FALSE,0,0,0.390629,7,3,1
DEF,3.6,1.1,2,0.7,90,FALSE,0.006399763,0,3.26328,10,5,1
DEF,15.8,27.3,23,6.6,90,TRUE,0.080175035,0.518908441,0.815375,2,2,2
DEF,15.8,21.4,6,4.3,90,TRUE,0,0.156457186,1.40792,7,0.75,2
DEF,23.4,14.1,0,3.8,90,FALSE,0,0.115752004,1.84443,4,4.75,2
DEF,44,16.3,7,6.7,90,TRUE,0.0180158,0.071792193,1.7851,8,3,1
DEF,8.8,1.3,0,1,90,FALSE,0,0,2.27973,3,0.5,1
DEF,6.8,3.2,9,1.9,90,FALSE,0.03218855,0,0.591617,10,0.25,5
DEF,15.4,0.2,21,3.7,90,FALSE,0.495773405,0,1.56644,6,3.75,2
DEF,17,1.3,15,3.3,90,FALSE,0.264501482,0,1.84443,4,6.25,2
DEF,14.8,1.3,0,1.6,90,FALSE,0,0,0.591617,10,3,8
DEF,16.8,5.3,32,5.4,90,FALSE,0.154678971,0,1.2216,6,5.25,1
DEF,16,2.6,10,2.9,90,TRUE,0.089466944,0,1.40792,7,3.25,2
DEF,16.4,0.5,7,2.4,90,FALSE,0.078434944,0,2.27973,3,0.75,1
DEF,58.4,24.4,25,10.8,90,FALSE,0.428718358,0.261985004,1.56644,6,5.25,11
DEF,6.2,10.4,11,2.8,90,TRUE,0.116894238,0.059521981,1.28434,10,3,6
DEF,16.2,0.3,8,2.5,90,TRUE,0.160922185,0,1.00627,9,0.75,6
DEF,48.4,54.2,8,11.1,90,TRUE,0,0.615790606,0.791673,3,2.25,11
DEF,14.4,3,8,2.5,90,TRUE,0.013502959,0,0.791673,3,2.5,5
DEF,29.4,0.3,4,3.4,90,TRUE,0.025156952,0,1.26872,5,0.75,2
DEF,11.6,12.7,0,2.4,90,FALSE,0,0.044702042,0.591617,10,2.75,7
DEF,31.2,15.8,0,4.7,90,TRUE,0,0.015041507,1.82445,9,1.25,2
DEF,21.6,3.5,2,2.7,90,FALSE,0,0,1.64351,8,3,1
DEF,5.2,17.4,6,2.9,90,FALSE,0.029973837,0.381339341,1.84443,4,4.75,2
DEF,18,2.1,0,2,90,FALSE,0,0,1.64351,8,2.5,1
DEF,13.6,1,0,1.5,90,FALSE,0,0,2.27973,3,1.25,1
DEF,30.4,0.3,14,4.5,90,FALSE,0.11567954,0,1.85362,7,4,7
DEF,18.2,25.3,0,4.4,90,FALSE,0,0.294990659,1.56644,6,4.25,2
DEF,8.6,2.2,0,1.1,90,TRUE,0,0,1.26872,5,0.75,2
DEF,10,0.1,0,1,90,TRUE,0,0,1.82445,9,1.5,1
DEF,17.6,14.3,0,3.2,90,TRUE,0,0.035831682,1.7851,8,3.5,1
DEF,18.8,29.3,0,4.8,90,TRUE,0,0.094570115,1.28434,10,1.75,9
DEF,31.6,22.2,19,7.3,90,FALSE,0.522905171,0.043076906,1.2216,6,5.25,2
DEF,22,0.8,0,2.3,90,TRUE,0,0,1.00627,9,0.5,6
DEF,13.8,1.3,18,3.3,90,FALSE,0.073421381,0,1.85362,7,4.25,6
DEF,24,0,11,3.5,90,FALSE,0.081664592,0,1.85362,7,3.5,6
DEF,9,0.9,0,1,90,TRUE,0,0,1.40792,7,2.5,2
DEF,13.4,1.3,8,2.3,90,FALSE,0.046088673,0,1.64351,8,1.25,1
DEF,9.8,16.1,2,2.8,90,FALSE,0,0.095159076,2.27973,3,0,0
DEF,11.8,15.1,0,2.7,90,FALSE,0,0.05428303,1.64351,8,1.75,0
DEF,20.8,1,0,2.2,90,TRUE,0,0,1.28434,10,3.25,6
DEF,24.6,0.6,4,2.9,90,TRUE,0.018050879,0,1.28434,10,2.75,5
DEF,25.2,10.4,2,3.8,90,TRUE,0,0.051551241,0.57319,1,1.75,2
DEF,13,0.8,0,1.4,90,FALSE,0,0,0.591617,10,3.5,6
DEF,31.4,1.8,0,3.3,90,TRUE,0,0,0.791673,3,2.75,6
DEF,23.2,0.9,6,3,90,TRUE,0.025349818,0,1.7851,8,2.5,1
DEF,23.8,1.6,0,2.5,90,FALSE,0,0,1.85362,7,3.25,8
DEF,27.6,10.3,8,4.6,90,TRUE,0.300693333,0.04299055,1.82445,9,1.25,2
DEF,15.2,29,8,5.2,90,FALSE,0,0.017250996,1.72509,2,5.5,2
DEF,14.2,1,0,1.5,90,TRUE,0,0,1.00627,9,1.25,7
DEF,18,0.1,18,3.6,90,TRUE,0.016882772,0,1.00627,9,1.5,6
DEF,20,0.9,0,2.1,90,FALSE,0,0,2.5286,7,3,1
DEF,14.4,12.3,0,2.7,90,FALSE,0,0.04873307,0.598888,4,1.75,1
DEF,11.4,0.1,0,1.2,90,FALSE,0,0,0.371045,6,1.5,6
DEF,5.6,3.3,0,0.9,90,FALSE,0,0,2.4228,3,0.75,1
DEF,19.2,1.5,0,2.1,90,FALSE,0,0,0.568258,1,6.75,6
DEF,19.2,11.4,2,3.3,90,FALSE,0,0.055790547,0.474981,6,2,2
DEF,3.6,0.8,0,0.4,90,FALSE,0,0,0.99504,3,2.75,2
DEF,10.8,1.3,0,1.2,90,TRUE,0,0,2.70718,5,3.75,1
DEF,11.4,10.6,2,2.4,90,FALSE,0,0,0.99504,3,3.5,1
DEF,15.8,22.6,7,4.5,90,FALSE,0.032114472,0.158754602,0.99504,3,3,2
DEF,12,0.5,0,1.3,90,FALSE,0,0,2.29129,3,2.75,6
DEF,15.8,34.7,20,7.1,90,TRUE,0.029441491,0.120179228,0.792045,8,1.25,2
DEF,10.2,15.8,0,2.6,90,FALSE,0,0.060365815,0.104586,7,4.5,2
DEF,28.2,0.8,0,2.9,90,TRUE,0,0,0.792045,8,2.5,2
DEF,18,0.1,4,2.2,90,TRUE,0,0,0.792045,8,5.25,2
DEF,20.4,22.1,4,4.7,90,FALSE,0.074935935,0.457692444,0.629033,4,6.75,5
DEF,18.4,0.3,4,2.3,90,FALSE,0.066975027,0,0.99504,3,7.75,2
DEF,1.2,3.8,0,0.5,90,TRUE,0,0,2.58798,9,1.25,1
DEF,16,0.1,0,1.6,90,FALSE,0,0,0.9931,10,0.25,2
DEF,18.4,0.8,1,2,90,FALSE,0.015684364,0,2.29129,3,2.5,6
DEF,26.2,0.6,0,2.7,90,FALSE,0,0,1.73432,8,2.75,2
DEF,36.4,5.5,0,4.2,90,FALSE,0,0,1.77386,3,3.25,1
DEF,26.2,1.3,10,3.8,90,FALSE,0.020623118,0,1.73432,8,2.5,1
DEF,11.8,0.4,0,1.2,90,FALSE,0,0,1.53116,10,3,2
DEF,50,0.9,44,9.5,90,TRUE,0.682947874,0,2.05809,9,5.75,7
DEF,10,5.2,4,1.9,90,FALSE,0,0,0.883061,8,6,2
DEF,27,16.7,2,4.6,90,FALSE,0,0.434271276,0.966012,6,0.75,11
DEF,25.8,0.3,0,2.6,90,FALSE,0,0,1.53116,10,2,1
DEF,7.8,0.3,2,1,90,TRUE,0,0,2.05809,9,3.75,1
DEF,0.6,0.6,4,0.5,90,TRUE,0,0,1.52044,2,0.5,1
DEF,17.8,1.4,0,1.9,90,FALSE,0,0,0.747166,7,1.5,6
DEF,21,1.3,0,2.2,90,FALSE,0,0,0.883061,8,0,2
DEF,11.2,1.7,0,1.3,90,FALSE,0,0,0.966012,6,0.25,6
DEF,24.6,1.5,18,4.4,90,TRUE,0.095349923,0,1.8141,6,4,1
DEF,7.8,2.3,5,1.5,90,TRUE,0.018134542,0,0.390714,2,4,6
DEF,21,12.2,4,3.7,90,FALSE,0,0.065323003,1.36877,4,1.75,1
DEF,14.8,0.2,0,1.5,90,FALSE,0,0,1.36877,4,2.25,1
DEF,17.8,0.4,20,3.8,90,FALSE,0.022159403,0,0.966012,6,0.25,7
DEF,5.6,3.3,2,1.1,90,FALSE,0,0,0.994664,1,0,1
DEF,15.8,0.8,1,1.8,90,FALSE,0.035331443,0,1.53116,10,2,2
DEF,22.2,1.4,2,2.6,90,TRUE,0,0,0.372524,7,3.25,6
DEF,24.4,14.2,8,4.7,90,TRUE,0,0.079576835,1.52044,2,1.75,1
DEF,13.4,1,0,1.4,90,FALSE,0,0,1.4405,9,2.25,1
DEF,16.6,12.5,21,5,90,TRUE,0.054204389,0.011961733,0.372524,7,4.25,6
DEF,3,1.8,2,0.7,90,FALSE,0,0,1.53116,10,0.5,1
DEF,18,0.1,0,1.8,90,FALSE,0,0,1.4405,9,4.5,1
DEF,17.6,6.3,0,2.4,90,TRUE,0,0,2.05809,9,4.75,1
DEF,14.4,0.3,34,4.9,90,TRUE,0.03554469,0,0.795508,5,4,2
DEF,24.8,0.3,0,2.5,90,FALSE,0,0,2.22557,3,2.25,7
DEF,49.8,18.7,19,8.8,90,TRUE,0.060913131,0.082598053,0.390714,2,3.25,15
DEF,15.8,1.7,0,1.8,90,FALSE,0,0,0.994664,1,2.5,1
DEF,25.6,11.8,2,3.9,90,FALSE,0,0.097879946,2.22557,3,5.75,6
DEF,16.6,19.7,0,3.6,90,TRUE,0,0.031892743,1.52044,2,0.5,1
DEF,37,5.8,17,6,90,FALSE,0.351338327,0,1.73432,8,4.25,7
DEF,12,50.3,12,7.4,90,FALSE,0.09913072,0.751332998,0.747166,7,4.5,6
DEF,17,13.3,0,3,90,FALSE,0,0.073834464,1.77386,3,2.25,2
DEF,23.4,0.6,0,2.4,90,FALSE,0,0,1.36877,4,4.5,2
DEF,11,1.3,2,1.4,90,FALSE,0,0,1.77386,3,0.75,2
DEF,12.2,0.8,20,3.3,90,TRUE,0.521406293,0,0.795508,5,4.75,2
DEF,25.4,1.4,0,2.7,90,FALSE,0,0,2.22557,3,2.75,9
DEF,19.8,0.6,9,2.9,90,FALSE,0.390714318,0,1.4405,9,2.75,1
DEF,8.4,10.3,20,3.9,90,TRUE,0.041127261,0.093311734,0.372524,7,5.75,6
DEF,17,0.4,2,1.9,90,FALSE,0,0,2.22557,3,2.75,6
DEF,41,22,48,11.1,90,TRUE,0.332985282,0.026965585,0.390714,2,0,14
DEF,27.2,28.3,6,6.2,90,FALSE,0.0866483,0.453289568,0.747166,7,3.75,8
DEF,40.8,0.1,23,6.4,90,TRUE,0.559540629,0,1.52044,2,1.75,6
DEF,22.6,2.3,19,4.4,90,FALSE,0.014780809,0,0.747166,7,5.75,5
DEF,17.4,0.8,0,1.8,90,FALSE,0,0,1.73432,8,3.75,2
DEF,13.8,0.8,30,4.5,90,TRUE,0.111946538,0,1.51332,10,3.25,6
DEF,37.8,0.6,65,10.3,90,FALSE,0.079523072,0,1.73432,8,1,2
DEF,13.6,0.8,0,1.4,90,FALSE,0,0,1.4405,9,2.75,1
DEF,18.6,13.4,16,4.8,90,TRUE,0.037529979,0.048993774,1.51332,10,2.25,8
DEF,8.6,10.8,1,2,90,TRUE,0.042173963,0,1.51332,10,3.5,5
