@relation GK_gameweek_33

@attribute avg_xG numeric
@attribute avg_xA numeric
@attribute avg_xGC numeric
@attribute avg_I numeric
@attribute avg_C numeric
@attribute avg_T numeric
@attribute avg_ICT numeric
@attribute fixture_difficulty numeric
@attribute was_home numeric
@attribute form numeric
@attribute class {return,no}

@data
0,0,0.89484,1.5,0,0,0.15,6,0,1.5,?
0,0,0.89484,1.5,0,0,0.15,9,0,1.5,?
0,0,0.89484,8.75,0,0,0.875,6,0,0.75,?
0,0,0.89484,8.75,0,0,0.875,9,0,0.75,?
0,0.010249,0.909731,23.4,2.5,0,2.575,1,0,4.5,?
0,0,0.909731,0,0,0,0,1,0,0,?
0,0,0.909731,0,0,0,0,1,0,0,?
0,0,1.84518,0,0,0,0,7,0,0,?
0,0,1.84518,0,0,0,0,10,0,0,?
0,0,1.84518,27,0,0,2.7,7,0,3.25,?
0,0,1.84518,27,0,0,2.7,10,0,3.25,?
0,0,1.857035,19.95,0,0,2,9,0,1.5,?
0,0,1.857035,19.95,0,0,2,6,1,1.5,?
0,0,1.857035,0,0,0,0,9,0,0,?
0,0,1.857035,0,0,0,0,6,1,0,?
0,0.076379,1.857035,0,0,0,0,9,0,0,?
0,0.076379,1.857035,0,0,0,0,6,1,0,?
0,0,1.052677,0,0,0,0,8,1,0,?
0,0,1.052677,13.95,0,0,1.375,8,1,3.25,?
0,0,1.170575,24.05,0,0,2.4,2,0,6.25,?
0,0,1.170575,0,0,0,0,2,0,0,?
0,0.010282,1.315337,17.55,2.5,0,2,5,1,3,?
0,0,1.315337,10.65,0,0,1.075,5,1,2.75,?
0,0,1.772777,38.65,0,0,3.875,2,0,4.25,?
0,0,1.772777,38.65,0,0,3.875,3,0,4.25,?
0,0,1.772777,0,0,0,0,2,0,0,?
0,0,1.772777,0,0,0,0,3,0,0,?
0,0,0.81584,0,0,0,0,8,1,0,?
0,0,0.81584,21.05,0,0,2.1,8,1,5.5,?
0,0,0.81584,0,0,0,0,8,1,0,?
0,0,0.548684,15.75,0,0,1.575,6,1,3.75,?
0,0,0.548684,0,0,0,0,6,1,0,?
0,0,0.548684,0,0,0,0,6,1,0,?
0,0,1.450439,20.15,0,0,2,2,1,1.75,?
0,0,1.450439,20.15,0,0,2,10,0,1.75,?
0,0,1.450439,0,0,0,0,2,1,0,?
0,0,1.450439,0,0,0,0,10,0,0,?
0,0,1.450439,0,0,0,0,2,1,0,?
0,0,1.450439,0,0,0,0,10,0,0,?
0,0,1.423624,0,0,0,0,5,1,0,?
0,0,1.423624,0,0,0,0,4,1,0,?
0,0,1.423624,13.3,0,0,1.325,5,1,2.75,?
0,0,1.423624,13.3,0,0,1.325,4,1,2.75,?
0,0,2.26946,0,0,0,0,8,0,0,?
0,0.119802,2.26946,29.4,3.325,0,3.275,8,0,6.25,?
0,0,2.26946,0,0,0,0,8,0,0,?
0,0,2.002516,29,0,0,2.925,8,1,1.5,?
0,0,2.002516,29,0,0,2.925,1,0,1.5,?
0,0,2.002516,0,0,0,0,8,1,0,?
0,0,2.002516,0,0,0,0,1,0,0,?
0,0,0.927987,14.45,0,0,1.45,6,1,5,?
0,0,0.927987,0,0,0,0,6,1,0,?
0,0,1.484863,16.6,0,0,1.65,4,1,1.25,?
0,0,1.484863,0,0,0,0,4,1,0,?
0,0,1.528762,0,0,0,0,1,1,0,?
0,0,1.528762,28.3,0,0,2.825,1,1,2.25,?
0,0,1.528762,0,0,0,0,1,1,0,?
