name,pos,avg_xG,avg_xA,avg_xGC,avg_I,avg_C,avg_T,avg_ICT,fixture_difficulty,was_home,form,class
Cheikhou Kouyaté,DEF,0.024703687522560358,0.02646879479289055,1.1848225000000001,11.75,3.1500000000000004,2.0,1.6999999999999997,3,1,3.0,?
Martin Kelly,DEF,0,0,1.1848225000000001,0.0,0.0,0.0,0.0,3,1,0.0,?
Tyrick Mitchell,DEF,0.0,0.005513412412256002,1.1848225000000001,14.55,9.15,1.5,2.5250000000000004,3,1,3.75,?
Joel Ward,DEF,0.0,0.004870956763625145,1.1848225000000001,4.45,0.225,0.0,0.475,3,1,0.0,?
Marc Guéhi,DEF,0.00990248192101717,0.022251665592193604,1.1848225000000001,19.75,3.425,7.5,3.05,3,1,3.75,?
Joachim Andersen,DEF,0.04438105598092079,0.16004059091210365,1.1848225000000001,27.95,10.8,4.75,4.35,3,1,6.0,?
Nathaniel Clyne,DEF,0.0,0.01226130872964859,1.1848225000000001,8.7,3.25,0.0,1.1999999999999997,3,1,3.75,?
Seamus Coleman,DEF,0.01548931747674942,0.050938340835273266,1.3224125,7.5,2.825,0.5,1.075,10,0,2.0,?
Michael Keane,DEF,0.012641889043152332,0.0,1.3224125,9.45,0.15,1.5,1.125,10,0,1.0,?
Yerry Mina,DEF,0.04843223839998245,0.0,1.3224125,6.15,1.075,4.75,1.2,10,0,0.25,?
Mason Holgate,DEF,0.05103760212659836,0.0039848643355071545,1.3224125,12.75,0.6,7.75,2.125,10,0,2.0,?
Ben Godfrey,DEF,0.017537182196974754,0.02038727141916752,1.3224125,17.849999999999998,3.25,1.5,2.275,10,0,2.25,?
Jonjoe Kenny,DEF,0.007481707725673914,0.05725711118429899,1.3224125,8.35,13.25,3.5,2.525,10,0,0.5,?
Jarrad Branthwaite,DEF,0.15055510541424155,0.0,1.3224125,2.4,0.075,1.0,0.35,10,0,0.25,?
Vitalii Mykolenko,DEF,0.00406514760106802,0.059503658674657345,1.3224125,16.5,13.825,2.25,3.275,10,0,4.0,?
Jonny Evans,DEF,0.0,0.0,1.6652317500000002,8.7,0.6,0.0,0.925,3,1,2.0,?
Ricardo Domingos Barbosa Pereira,DEF,0.048248800449073315,0.011867478489875793,1.6652317500000002,1.15,0.65,2.0,0.375,3,1,0.5,?
Daniel Amartey,DEF,0.0,0.01606200635433197,1.6652317500000002,8.8,2.9499999999999997,0.0,1.175,3,1,1.0,?
Timothy Castagne,DEF,0.006483972072601318,0.020656675100326538,1.6652317500000002,7.949999999999999,4.325,0.0,1.225,3,1,1.25,?
Çaglar Söyüncü,DEF,0.014197967946529388,0.0046094912104308605,1.6652317500000002,8.25,2.825,0.5,1.175,3,1,0.75,?
James Justin,DEF,0.13295455370098352,0.11714822240173817,1.6652317500000002,13.45,8.125,10.5,3.2249999999999996,3,1,1.25,?
Luke Thomas,DEF,0.0,0.02680589584633708,1.6652317500000002,9.7,8.45,1.0,1.925,3,1,0.5,?
Wesley Fofana,DEF,0.03417847491800785,0.0,1.6652317500000002,6.65,0.3,5.75,1.275,3,1,0.75,?
Jannik Vestergaard,DEF,0.0,0.0,1.6652317500000002,0.0,0.0,0.0,0.0,3,1,0.0,?
Liam Cooper,DEF,0.008576793596148491,0.0,1.44508,8.75,0.15,0.0,0.9,4,0,2.25,?
Luke Ayling,DEF,0.09539216384291649,0.08737931679934263,1.44508,26.449999999999996,14.100000000000001,21.0,6.15,4,0,5.25,?
Diego Llorente,DEF,0.09408145770430565,0.0,1.44508,20.95,0.22499999999999998,2.5,2.375,4,0,2.75,?
Robin Koch,DEF,0.007417444139719009,0.028413087595254183,1.44508,8.25,3.2,0.0,1.15,4,0,2.0,?
Pascal Struijk,DEF,0.2305193543434143,0.0,1.44508,12.95,0.22499999999999998,15.25,2.8499999999999996,4,0,0.75,?
Charlie Cresswell,DEF,0.01575871743261814,0.0,1.44508,2.3,0.05,1.0,0.325,4,0,0.0,?
Leo Fuhr Hjelde,DEF,0.0,0.011870778165757656,1.44508,0.0,0.0,0.0,0.0,4,0,0.0,?
Joel Matip,DEF,0.025301034562289715,0.0,0.68606725,18.15,2.0250000000000004,10.0,3.025,2,1,5.25,?
Virgil van Dijk,DEF,0.014450156595557928,0.0,0.68606725,18.0,1.275,6.25,2.525,2,1,5.0,?
Andrew Robertson,DEF,0.01216923026368022,0.23802578821778297,0.68606725,20.3,27.325000000000003,4.75,5.25,2,1,6.0,?
Trent Alexander-Arnold,DEF,0.012613025028258562,0.2736377418041229,0.68606725,15.6,17.7,4.75,3.8,2,1,4.25,?
Joseph Gomez,DEF,0.0,0.14836336951702833,0.68606725,8.75,5.7,0.0,1.45,2,1,2.5,?
Ibrahima Konaté,DEF,0.017796307802200317,0.0,0.68606725,0.0,0.0,0.0,0.0,2,1,0.0,?
Konstantinos Tsimikas,DEF,0.11342110531404614,0.19658161234110594,0.68606725,0.0,0.0,0.0,0.0,2,1,0.0,?
João Pedro Cavaco Cancelo,DEF,0.03493383713066578,0.2161507047712803,0.48757707499999997,21.0,26.224999999999998,13.0,6.025,1,1,6.5,?
Aymeric Laporte,DEF,0.1390615850687027,0.012962650507688522,0.48757707499999997,17.799999999999997,4.7,3.0,2.55,1,1,4.75,?
Rúben Santos Gato Alves Dias,DEF,0.049433101899921894,0.1250297576189041,0.48757707499999997,1.65,0.3,0.0,0.2,1,1,0.25,?
Oleksandr Zinchenko,DEF,0.014320841990411282,0.11646073684096336,0.48757707499999997,1.05,0.05,0.0,0.1,1,1,0.25,?
Harry Maguire,DEF,0.04317149240523577,0.02321095601655543,1.37272125,22.299999999999997,6.825,18.25,4.7250000000000005,8,0,1.25,?
Harry Maguire,DEF,0.04317149240523577,0.02321095601655543,1.37272125,22.299999999999997,6.825,18.25,4.7250000000000005,9,1,1.25,?
Alex Nicolao Telles,DEF,0.0,0.08860649704001844,1.37272125,12.9,20.725,3.5,3.7,8,0,1.75,?
Alex Nicolao Telles,DEF,0.0,0.08860649704001844,1.37272125,12.9,20.725,3.5,3.7,9,1,1.75,?
Victor Lindelöf,DEF,0.0,0.0,1.37272125,11.9,1.775,2.5,1.625,8,0,0.75,?
Victor Lindelöf,DEF,0.0,0.0,1.37272125,11.9,1.775,2.5,1.625,9,1,0.75,?
Eric Bailly,DEF,0.0,0.0,1.37272125,0.0,0.0,0.0,0.0,8,0,0.0,?
Eric Bailly,DEF,0.0,0.0,1.37272125,0.0,0.0,0.0,0.0,9,1,0.0,?
Aaron Wan-Bissaka,DEF,0.02968020550906658,0.03014424629509449,1.37272125,11.05,0.9750000000000001,6.5,1.85,8,0,0.5,?
Aaron Wan-Bissaka,DEF,0.02968020550906658,0.03014424629509449,1.37272125,11.05,0.9750000000000001,6.5,1.85,9,1,0.5,?
José Diogo Dalot Teixeira,DEF,0.020938408561050892,0.07780269533395767,1.37272125,17.55,16.150000000000002,3.0,3.65,8,0,0.75,?
José Diogo Dalot Teixeira,DEF,0.020938408561050892,0.07780269533395767,1.37272125,17.55,16.150000000000002,3.0,3.65,9,1,0.75,?
Raphaël Varane,DEF,0.0,0.004183318931609392,1.37272125,3.5,0.225,0.0,0.375,8,0,0.5,?
Raphaël Varane,DEF,0.0,0.004183318931609392,1.37272125,3.5,0.225,0.0,0.375,9,1,0.5,?
Phil Jones,DEF,0.0,0.0,1.37272125,2.2,0.025,0.0,0.225,8,0,0.0,?
Phil Jones,DEF,0.0,0.0,1.37272125,2.2,0.025,0.0,0.225,9,1,0.0,?
Matt Targett,DEF,0.006967562949284911,0.055281249806284904,1.22220975,16.95,15.924999999999999,7.25,4.0,1,0,4.25,?
Dan Burn,DEF,0.053981593111529946,0.1555004557594657,1.22220975,16.15,5.725,18.25,4.0,1,0,4.25,?
Matt Ritchie,DEF,0.02559485472738743,0.0,1.22220975,0.0,0.0,0.0,0.0,1,0,0.0,?
Jamaal Lascelles,DEF,0.015223168767988682,0.0,1.22220975,0.15,0.0,0.5,0.075,1,0,0.25,?
Paul Dummett,DEF,0.0,0.0,1.22220975,0.0,0.0,0.0,0.0,1,0,0.0,?
Javier Manquillo,DEF,0.0,0.0,1.22220975,1.3,0.4,0.0,0.175,1,0,0.0,?
Emil Krafth,DEF,0.0033769882284104824,0.007661591283977032,1.22220975,10.9,3.825,0.0,1.475,1,0,3.5,?
Fabian Schär,DEF,0.0387234203517437,0.05564729031175375,1.22220975,28.2,10.55,3.75,4.275,1,0,5.0,?
Federico Fernández,DEF,0.0442423764616251,0.0,1.22220975,0.0,0.0,0.0,0.0,1,0,0.0,?
Brandon Williams,DEF,0.003879704512655735,0.03068550326861441,2.1536025,4.0,7.2250000000000005,2.75,1.4000000000000001,5,1,0.5,?
Grant Hanley,DEF,0.10549952834844589,0.0,2.1536025,27.15,0.125,2.25,2.9749999999999996,5,1,3.5,?
Sam Byram,DEF,0.07004319038242102,0.02986207790672779,2.1536025,15.149999999999999,3.6,7.5,2.65,5,1,3.25,?
Christoph Zimmermann,DEF,0.02748558670282364,0.0,2.1536025,0.0,0.0,0.0,0.0,5,1,0.0,?
Max Aarons,DEF,0.007548593915998936,0.006749281194061041,2.1536025,3.45,3.875,2.0,0.925,5,1,0.25,?
Ben Gibson,DEF,0.0,0.0,2.1536025,15.7,0.225,1.0,1.6749999999999998,5,1,3.5,?
Dimitris Giannoulis,DEF,0.0,0.03201557137072086,2.1536025,15.0,9.9,1.0,2.5999999999999996,5,1,3.25,?
Jack Stephens,DEF,0.0,0.013529027812182903,2.3503575,0.0,0.0,0.0,0.0,6,0,0.0,?
Kyle Walker-Peters,DEF,0.035172306932508945,0.11099343746900558,2.3503575,12.149999999999999,5.975,14.75,3.275,6,0,3.0,?
Jan Bednarek,DEF,0.0425857100635767,0.0,2.3503575,27.35,0.75,15.25,4.325,6,0,3.75,?
Mohammed Salisu,DEF,0.1774672493338585,0.0,2.3503575,10.100000000000001,0.2,0.0,1.025,6,0,0.25,?
Romain Perraud,DEF,0.05354305310174823,0.012331799603998661,2.3503575,5.25,3.9,11.25,2.05,6,0,1.5,?
Tino Livramento,DEF,0.006643786560744047,0.036417242139577866,2.3503575,4.45,4.6499999999999995,1.5,1.075,6,0,0.75,?
Yan Valery,DEF,0.0028694807551801205,0.06376282125711441,2.3503575,12.7,1.075,0.0,1.375,6,0,1.75,?
Eric Dier,DEF,0.017400171607732773,0.006629189010709524,0.84534775,17.3,3.4,2.5,2.325,5,0,3.0,?
Ben Davies,DEF,0.11860302090644836,0.0,0.84534775,18.2,1.7000000000000002,8.75,2.9,5,0,4.5,?
Davinson Sánchez,DEF,0.01611310988664627,0.0,0.84534775,0.0,0.0,0.0,0.0,5,0,0.0,?
Ryan Sessegnon,DEF,0.02893473207950592,0.13037926075048745,0.84534775,0.0,0.0,0.0,0.0,5,0,0.0,?
Sergio Reguilón,DEF,0.1269294759258628,0.028055589646100998,0.84534775,6.3,6.375,11.5,2.425,5,0,2.5,?
Joe Rodon,DEF,0.0,0.0,0.84534775,0.0,0.0,0.0,0.0,5,0,0.0,?
Cristian Romero,DEF,0.0,0.0048888991586863995,0.84534775,24.2,4.425,2.0,3.075,5,0,3.0,?
Emerson Aparecido Leite de Souza Junior,DEF,0.1865843441337347,0.05826989421620965,0.84534775,14.65,12.149999999999999,11.25,3.8,5,0,3.75,?
Craig Cathcart,DEF,0.0,0.0,1.628413,0.55,0.025,0.0,0.05,10,0,0.5,?
Francisco Femenía Far,DEF,0.0,0.21466275304555893,1.628413,11.2,15.700000000000001,0.5,2.75,10,0,1.5,?
Christian Kabasele,DEF,0.0,0.0,1.628413,22.15,0.15000000000000002,1.0,2.3499999999999996,10,0,1.25,?
Adam Masina,DEF,0.025447032880038023,0.04386041685938835,1.628413,0.0,0.0,0.0,0.0,10,0,0.0,?
Jeremy Ngakia,DEF,0.008474691770970821,0.013319853693246841,1.628413,0.0,0.0,0.0,0.0,10,0,0.0,?
Hassane Kamara,DEF,0.0,0.024749400094151497,1.628413,22.9,10.825,0.0,3.375,10,0,1.0,?
Samir Caetano de Souza Santos,DEF,0.02962579019367695,0.035669892095029354,1.628413,15.35,5.125,5.5,2.625,10,0,1.25,?
Aaron Cresswell,DEF,0.04924147529527545,0.05199440126307309,1.7356265,22.85,13.425,8.5,4.5,9,0,3.25,?
Craig Dawson,DEF,0.006789554841816425,0.08681586384773254,1.7356265,21.049999999999997,3.475,2.0,2.6750000000000003,9,0,2.0,?
Ryan Fredericks,DEF,0.0,0.029153237119317055,1.7356265,4.3,4.075,0.5,0.9,9,0,0.5,?
Arthur Masuaku,DEF,0.0,0.1850607693195343,1.7356265,1.45,1.475,0.0,0.3,9,0,0.0,?
Vladimir Coufal,DEF,0.007009164895862341,0.025047444738447666,1.7356265,6.0,4.6,0.0,1.05,9,0,0.25,?
Ben Johnson,DEF,0.011743484064936638,0.09688683599233627,1.7356265,7.6,13.2,1.25,2.2,9,0,0.75,?
Harrison Ashby,DEF,0.0,0.0,1.7356265,0.0,0.0,0.0,0.0,9,0,0.0,?
Willy Boly,DEF,0.0,0.0,1.6424094999999999,12.549999999999999,0.6,0.0,1.3,2,0,1.0,?
Conor Coady,DEF,0.03274257434532046,0.0,1.6424094999999999,20.25,1.0250000000000001,6.25,2.75,2,0,4.5,?
Romain Saïss,DEF,0.0,0.0052347732707858086,1.6424094999999999,8.3,2.95,0.5,1.2,2,0,1.75,?
Fernando Marçal,DEF,0.01480892300605774,0.04740919917821884,1.6424094999999999,13.75,11.375,4.0,2.9,2,0,3.5,?
Jonathan Castro Otto,DEF,0.17182312509976327,0.12953200191259384,1.6424094999999999,28.150000000000002,16.475,16.5,6.125,2,0,6.0,?
Nélson Cabral Semedo,DEF,0.0027159741148352623,0.09618819132447243,1.6424094999999999,0.0,0.0,0.0,0.0,2,0,0.0,?
Max Kilman,DEF,0.0,0.0,1.6424094999999999,15.8,1.3250000000000002,0.0,1.7000000000000002,2,0,3.0,?
Rayan Ait Nouri,DEF,0.0,0.04888336220756173,1.6424094999999999,2.65,4.15,2.5,0.9500000000000001,2,0,0.5,?
Toti António Gomes,DEF,0.0,0.0,1.6424094999999999,0.0,0.0,0.0,0.0,2,0,0.0,?
