@relation MID_gameweek_31

@attribute avg_xG numeric
@attribute avg_xA numeric
@attribute avg_xGC numeric
@attribute avg_I numeric
@attribute avg_C numeric
@attribute avg_T numeric
@attribute avg_ICT numeric
@attribute fixture_difficulty numeric
@attribute is_home numeric
@attribute form numeric
@attribute class {return,no}

@data
0.061545,0.145208,0.857831,9.6,23.05,11.5,4.425,4,0,2.25,?
0.003892,0.010825,0.857831,0,0,0,0,4,0,0,?
0.231873,0.029134,0.857831,22.5,11.675,23.25,5.75,4,0,5,?
0.01623,0,0.857831,0.7,0.675,2.5,0.275,4,0,1,?
0.267401,0.004954,0.857831,2.15,4.65,14.75,2.175,4,0,1.25,?
0.157568,0.249975,0.857831,31.15,25.975,42.25,9.925,4,0,7,?
0.237071,0.105818,0.857831,18.7,14.3,24.5,5.75,4,0,3.75,?
0.010968,0.125755,0.857831,0,0,0,0,4,0,0,?
0.126331,0.230398,0.857831,24.2,40.275,12.5,7.7,4,0,4,?
0.006233,0,1.063349,0,0.4,2,0.15,7,0,0.25,?
0,0.007052,1.063349,2,2.95,0,0.5,7,0,0.5,?
0.037887,0.086125,1.063349,18.45,24,13,5.55,7,0,2.25,?
0.101844,0.047643,1.063349,8.65,9.85,10.75,2.925,7,0,2,?
0.190159,0,1.063349,19,5.575,18,4.275,7,0,3.5,?
0.045166,0.090621,1.063349,23.2,15.7,6.5,4.55,7,0,4.25,?
0.024149,0.101844,1.063349,2.8,4.95,3.75,1.15,7,0,0.75,?
0.009223,0,1.063349,0,0,0,0,7,0,0,?
0,0,1.063349,0,0,0,0,7,0,0,?
0.35318,0.255321,1.063349,31.45,25.475,35.5,9.25,7,0,6.75,?
0.012807,0.044011,1.282758,12.05,14.225,5.25,3.15,9,0,1.75,?
0.053581,0,1.282758,1.3,1.2,5.25,0.775,9,0,0.25,?
0.05274,0.064698,1.282758,7.6,15.325,13.5,3.65,9,0,1.75,?
0.118154,0,1.282758,6.85,2.75,14.5,2.4,9,0,1.75,?
0,0.076664,1.282758,0,0,0,0,9,0,0,?
0.036303,0.003587,1.282758,3.25,7.4,4.5,1.525,9,0,1,?
0.256189,0.029248,1.282758,14.5,15.9,43.25,7.35,9,0,2.5,?
0.047569,0,1.282758,0,0.075,0,0,9,0,0.5,?
0.033369,0.026314,1.282758,1.95,5.5,5,1.25,9,0,0.25,?
0.022549,0.061926,1.282758,13.95,9.475,6.25,2.975,9,0,3,?
0.044283,0.213349,1.282758,11.65,16.225,6.75,3.45,9,0,2,?
0.044519,0.271052,1.854515,12.9,29.2,5.5,4.775,2,1,2.25,?
0.023239,0.145215,1.854515,9.5,22.475,13.25,4.525,2,1,1.75,?
0.165529,0.042821,1.854515,9.7,13.65,21,4.4,2,1,1.75,?
0.01713,0.011104,1.854515,2.8,4.25,1.25,0.825,2,1,1,?
0,0,1.854515,3,1.65,0,0.475,2,1,0.75,?
0.162714,0.0154,1.854515,7.8,10.55,13.5,3.2,2,1,1.5,?
0.011578,0.040407,1.854515,5.7,9,7,2.2,2,1,1,?
0.223046,0.254841,1.854515,0,0,0,0,2,1,0,?
0,0,1.854515,0,0,0,0,2,1,0,?
0,0.027446,1.735013,0.35,0.425,0,0.075,10,1,0.25,?
0,0.027446,1.735013,0.35,0.425,0,0.075,3,1,0.25,?
0.022307,0.008636,1.735013,0,0,0,0,10,1,0,?
0.022307,0.008636,1.735013,0,0,0,0,3,1,0,?
0.004117,0.084099,1.735013,9.5,14.375,2.5,2.65,10,1,1.5,?
0.004117,0.084099,1.735013,9.5,14.375,2.5,2.65,3,1,1.5,?
0.015556,0.077558,1.735013,14.45,17.3,2.25,3.4,10,1,1.75,?
0.015556,0.077558,1.735013,14.45,17.3,2.25,3.4,3,1,1.75,?
0.22153,0.072813,1.735013,11,15.375,18,4.45,10,1,2,?
0.22153,0.072813,1.735013,11,15.375,18,4.45,3,1,2,?
0.022757,0.03324,1.735013,7.3,5.675,7.75,2.05,10,1,2.75,?
0.022757,0.03324,1.735013,7.3,5.675,7.75,2.05,3,1,2.75,?
0.184239,0,1.735013,0.45,1.375,16.25,1.825,10,1,1.5,?
0.184239,0,1.735013,0.45,1.375,16.25,1.825,3,1,1.5,?
0.006261,0.108663,0.671254,15.85,12.8,2,3.05,4,1,3.75,?
0.192746,0.145286,0.671254,0,0,0,0,4,1,0,?
0.004846,0.09305,0.671254,2.2,6.475,0.25,0.9,4,1,1,?
0.087937,0.107556,0.671254,15.25,19.625,7.25,4.225,4,1,3.25,?
0.082045,0.201573,0.671254,13.25,11.875,14.75,3.975,4,1,3.25,?
0.02886,0.035156,0.671254,2.8,3.575,1,0.725,4,1,0.75,?
0.312632,0.107847,0.671254,15.65,6.45,18,4.025,4,1,4,?
0.262945,0.272548,0.671254,16.8,21.225,15.75,5.275,4,1,4.75,?
0.656415,0.084674,0.671254,43.05,15.125,56.5,11.35,4,1,8.75,?
0.004466,0.022168,0.671254,9.25,9.675,7.25,2.625,4,1,2,?
0.117771,0.005741,1.181558,17.25,7.35,13.25,3.8,8,1,4.5,?
0.027736,0.016588,1.181558,4,0.425,2,0.625,8,1,0,?
0.328057,0.19028,1.181558,36.65,27.525,37.5,10.175,8,1,7,?
0.167718,0.034815,1.181558,17.35,5.875,11.75,3.475,8,1,4.5,?
0,0.017875,1.181558,0,0,0,0,8,1,0,?
0.010483,0.018473,1.181558,0,0,0,0,8,1,0,?
0.015831,0.01188,1.181558,1.8,0.6,0.5,0.3,8,1,0.5,?
0.14167,0.19207,1.181558,16.75,16.15,26.25,5.9,8,1,4,?
0,0,1.181558,0,0,0,0,8,1,0,?
0.007014,0.017483,1.661794,0,0.125,0,0.025,9,0,0.25,?
0.007014,0.017483,1.661794,0,0.125,0,0.025,1,0,0.25,?
0.006076,0,1.661794,0.5,0.025,0,0.05,9,0,0.25,?
0.006076,0,1.661794,0.5,0.025,0,0.05,1,0,0.25,?
0.004251,0.040327,1.661794,12.8,11,2.75,2.675,9,0,2.25,?
0.004251,0.040327,1.661794,12.8,11,2.75,2.675,1,0,2.25,?
0.153826,0.173218,1.661794,14,7.725,4.75,2.65,9,0,3,?
0.153826,0.173218,1.661794,14,7.725,4.75,2.65,1,0,3,?
0.022819,0.006191,1.661794,8.25,5.225,1,1.45,9,0,1.25,?
0.022819,0.006191,1.661794,8.25,5.225,1,1.45,1,0,1.25,?
0.002484,0.023438,1.661794,2.9,4.1,1,0.775,9,0,0.5,?
0.002484,0.023438,1.661794,2.9,4.1,1,0.775,1,0,0.5,?
0.062738,0.052099,1.661794,2.35,10.1,12.25,2.45,9,0,1.5,?
0.062738,0.052099,1.661794,2.35,10.1,12.25,2.45,1,0,1.5,?
0.075895,0.046957,1.661794,10.35,16.2,11.5,3.8,9,0,2.25,?
0.075895,0.046957,1.661794,10.35,16.2,11.5,3.8,1,0,2.25,?
0.010572,0,1.661794,0,0,0,0,9,0,0,?
0.010572,0,1.661794,0,0,0,0,1,0,0,?
0,0,1.961835,5.45,1.375,0,0.7,8,0,1.25,?
0.065393,0.033818,1.961835,9.35,4.475,4.5,1.85,8,0,2,?
0.044723,0.014584,1.961835,0,0,0,0,8,0,0,?
0.074038,0.178305,1.961835,23.95,20.45,6.5,5.1,8,0,4.5,?
0.005057,0,1.961835,1.3,0.1,0,0.15,8,0,0.75,?
0.308563,0.107072,1.961835,24.45,12.15,49,8.575,8,0,5.75,?
0.024982,0,1.961835,1,0.075,0,0.1,8,0,0.25,?
0.08146,0.121513,1.961835,13,19.775,10.75,4.375,8,0,2.25,?
0.277292,0.080641,1.961835,4.1,5.85,4.5,1.45,8,0,0.5,?
0,0.037632,1.068565,10.95,8.525,1,2.05,6,1,1.5,?
0,0.150938,1.068565,18.8,17.475,1,3.725,6,1,2,?
0.03678,0.008979,1.068565,0,0,0,0,6,1,0,?
0.512981,0.440618,1.068565,13.2,24.675,27.75,6.575,6,1,2,?
0.206004,0.242779,1.068565,21.45,30.1,23,7.425,6,1,2.75,?
0.275758,0.265117,1.068565,9.9,18.125,24.25,5.225,6,1,2.25,?
0.080598,0.003432,1.068565,0,0,0,0,6,1,0,?
0,0.005175,1.068565,9.65,6.925,1,1.775,6,1,1.25,?
0,0,1.068565,0,0,0,0,6,1,0,?
0,0,1.068565,0,0,0,0,6,1,0,?
0.008163,0.033498,0.660855,1.45,3.725,2,0.7,1,1,0.75,?
0.022114,0.154312,0.660855,10.75,12.7,4.25,2.775,1,1,3.25,?
0.005434,0.165504,0.660855,13.4,11.95,0.5,2.6,1,1,2.5,?
0.184301,0.075896,0.660855,0,0,0,0,1,1,0,?
0.649972,0.097019,0.660855,34.3,25.725,50,11.025,1,1,8.25,?
0.109099,0.00504,0.660855,9.75,5.575,2.5,1.775,1,1,2.75,?
1.046907,0.173348,0.660855,34,14.575,73.25,12.175,1,1,7.75,?
0.161043,0.12278,0.660855,0,0,0,0,1,1,0,?
0.054796,0.004143,0.660855,9.4,1.025,6.5,1.65,1,1,1.75,?
0.063054,0.049945,0.660855,5.35,3.675,11.5,2.05,1,1,1.25,?
0.120205,0.107229,0.660855,0,0,0,0,1,1,0,?
0,0,0.660855,0,0,0,0,1,1,0,?
0.491121,0,0.660855,0,0,0,0,1,1,0,?
0.293631,0.105213,0.660855,15.15,17.3,40.5,7.325,1,1,3.75,?
0.085,0.366728,0.902238,5.65,21.475,21,4.8,1,0,1,?
0.28391,0.361806,0.902238,17.35,14.825,16.5,4.9,1,0,3.5,?
0.298526,0.337895,0.902238,36.65,44.65,40.5,12.175,1,0,6.5,?
0.49754,0,0.902238,27.95,7.45,48,8.35,1,0,6,?
0.756811,0.099246,0.902238,2.25,8.975,12,2.325,1,0,1.25,?
0.431485,0.115109,0.902238,16.6,31.6,43.75,9.2,1,0,4.25,?
0.538408,0.013124,0.902238,12.5,14.175,42,6.875,1,0,3.5,?
0.051018,0.077661,0.902238,19.3,19.775,13.5,5.25,1,0,2.5,?
0.195286,0.185924,0.902238,0,0,0,0,1,0,0,?
0.044324,0,0.902238,0,0,0,0,1,0,0,?
0,0.002294,1.637506,7.4,6.075,0,1.35,5,1,1.25,?
0.041355,0.429867,1.637506,10.25,20.925,10.25,4.15,5,1,2.75,?
0.055567,0.035457,1.637506,29.55,14.425,13.75,5.775,5,1,4,?
0.006679,0.022157,1.637506,1.1,3.25,0,0.45,5,1,0.75,?
0.648736,0.442414,1.637506,19.1,19.15,31.5,6.975,5,1,4.25,?
0,0.017671,1.637506,1.55,0.9,2.5,0.5,5,1,1,?
0.031164,0.03224,1.637506,9.75,0.625,0.5,1.1,5,1,0.75,?
0,0,1.637506,0,0,0,0,5,1,0,?
0.126459,0.395354,1.637506,29.45,22.25,27.5,7.925,5,1,6.5,?
0.321963,0.113279,1.637506,15.2,7.75,16.5,3.95,5,1,3,?
0,0,1.637506,0,0,0,0,5,1,0,?
0.239282,0.08002,1.306957,8.85,7.425,15,3.125,7,0,1.5,?
0.048473,0.107309,1.306957,9.35,6.525,1.5,1.75,7,0,1.75,?
0.214167,0.055718,1.306957,17.3,15.275,14.5,4.7,7,0,4.75,?
0.175283,0.056114,1.306957,8.55,13.075,13.75,3.525,7,0,2,?
0.018501,0.02718,1.306957,4.4,7.55,4.25,1.625,7,0,1.75,?
0.020867,0,1.306957,0.45,0.3,0.25,0.075,7,0,1,?
0.074157,0.037458,2.639405,7.7,15.55,4.75,2.775,6,0,1.25,?
0.029775,0.051004,2.639405,1.3,1.075,0.25,0.275,6,0,0.75,?
0.190388,0.014023,2.639405,13.9,4.75,24,4.275,6,0,3.25,?
0.019742,0,2.639405,0.1,0,0,0,6,0,0.25,?
0.003669,0,2.639405,0,0,0,0,6,0,0,?
0.080076,0.048763,2.639405,6.3,17.55,10.5,3.45,6,0,1.75,?
0.006891,0.028133,2.639405,5.6,7.2,3.5,1.625,6,0,2.25,?
0.024826,0.042942,2.639405,0,0,0,0,6,0,0,?
0.014665,0,2.639405,3.75,0.975,3.5,0.825,6,0,1.5,?
0.029409,0.042634,2.639405,6.2,5.55,4.75,1.675,6,0,1.5,?
0.023684,0,1.346188,0,0,0,0,3,0,0,?
0.01257,0.048664,1.346188,20.3,15.25,5.5,4.1,3,0,3.5,?
0.010063,0.071301,1.346188,1.8,3.75,2.25,0.775,3,0,0.25,?
0.310841,0.134399,1.346188,18.2,24.625,39.75,8.275,3,0,3.75,?
0.062752,0.235825,1.346188,16.1,53.2,5.25,7.475,3,0,2.25,?
0.050697,0.018001,1.346188,0,0,0,0,3,0,0,?
0.033354,0.025476,1.346188,0.3,0.25,0,0.05,3,0,0.25,?
0.009127,0.011409,1.346188,1.1,5.3,0,0.65,3,0,0.25,?
0.00458,0.005338,1.346188,0.1,0.2,1,0.125,3,0,0.5,?
0.3298,0.025188,1.346188,17.8,9.825,44.75,7.25,3,0,4.25,?
0.471783,0.219815,0.728259,32.2,21,32,8.525,2,1,6.75,?
0.011979,0,0.728259,1.2,0.375,0,0.175,2,1,0.75,?
0.028645,0.148693,0.728259,20.25,16.2,5.5,4.175,2,1,2.5,?
