avg_xG,avg_xA,avg_xGC,avg_I,avg_C,avg_T,avg_ICT,fixture_difficulty,was_home,form,total_points,class
0.112409405,0.071421975,1.314068,20.95,23.425,5.25,4.95,4,1,2.5,1,no
0.012535503,0.019806484,1.9139275,30.6,2.775,12,4.55,6,0,2.5,1,no
0.007644732,0.043818325,1.106025333,11.33333333,14.4,1,2.666666667,5,0,2,1,no
0.0182536,0.068918198,1.41252325,17.15,7.075,4.75,2.9,5,0,4.5,1,no
0.17621679,0.005649488,1.766377,26.35,3.025,7,3.65,10,0,2.5,1,no
0.081686578,0.071451587,1.62207275,17.75,21.975,13.25,5.3,2,1,3.25,1,no
0.020698681,0.009910262,0.538523,18.6,3.575,6.25,2.85,2,1,2,1,no
0.039640301,0.123356211,1.0941765,17.55,17.55,22.5,5.775,5,0,3.25,1,no
0.017229917,0,1.96007775,24.35,1.25,4.25,3,3,0,3.75,1,no
0.096278594,0.019916502,1.5956975,29.8,5.475,11.75,4.7,8,0,4.25,1,no
0,0.028325621,1.1651835,17.15,4.325,0,2.15,8,1,4,1,no
0.13411893,0,0.9401515,22.8,0.475,1.75,2.5,7,1,4.25,1,no
0.017576593,0.007686887,1.389761,24.25,3.925,6.75,3.475,8,1,3,1,no
0.215852015,0.248181826,1.1140225,15.45,20.3,17.5,5.325,5,0,3.5,1,no
0.031199664,0.275655289,0.6255365,25.75,19.35,8.25,5.325,2,1,7.5,1,no
0.012535503,0,1.9409,32.4,0.175,11,4.375,8,0,2,1,no
0.008713376,0.032081782,1.55209425,16.2,6.325,0.75,2.325,8,1,1.75,1,no
0.04263356,0.011722481,1.41306625,16.75,2.8,2.5,2.175,4,0,2.25,1,no
0.005733549,0.032863744,1.115824,8.55,10.875,0.75,2.025,1,0,1.75,1,no
0.037254206,0.418848125,0.6673705,21.65,26.65,6.75,5.5,6,1,6.25,1,no
0.115079446,0.043287796,1.042168,16.55,11.275,8,3.6,9,0,2.75,1,no
0.145782363,0.009599423,1.1130135,18,8.825,17.25,4.425,8,1,4.75,1,no
0,0.009897993,2.4368625,20.85,2.925,1,2.475,4,0,0.25,1,no
0,0,1.423326,21.6,3.575,0.5,2.6,5,0,4.5,1,no
0.10750428,0.188680633,1.31062725,22.1,5.675,30.5,5.825,8,1,4.5,1,no
0.02129587,0,1.09924475,17.6,0.575,1,1.925,5,0,4.25,1,no
0,0,1.714475,24.3,0.5,0,2.475,5,0,3,1,no
0.002990701,0.060203685,1.2813985,13.25,16.075,8.75,3.8,1,0,1.5,1,no
0.074007284,0.040384108,1.491411,28.5,8.175,5.75,4.225,1,0,2.5,1,no
0.206905376,0.011722481,1.49121625,18.05,2.875,12.75,3.35,9,0,2,1,no
0.038008744,0,2.2269575,16.1,0.4,3,1.95,9,1,1,1,no
0.014012482,0,0.532628,19.6,1,1,2.175,8,0,5.5,1,no
0.013636585,0.267619252,1.62587825,15.15,16.275,5.75,3.725,1,1,3.5,1,no
0.010080452,0.013772191,1.2784425,8.15,6.925,4.5,1.95,7,0,3.5,1,no
0.137360981,0.005649488,1.454819,30.55,2.725,4.25,3.75,9,1,2.25,1,no
0.003916721,0.006781744,0.878067475,25.8,3.975,3,3.3,8,1,1.5,1,no
0,0.024989363,1.664127,15.25,5.8,0.5,2.15,9,1,3,1,no
0.145782363,0.017275984,0.76866375,18.9,7.95,17.75,4.475,4,0,4.75,1,no
0.008013,0.187418738,0.450366,28.5,22.9,0.5,5.2,8,0,6.5,1,no
0,0.009897993,2.2269575,21.2,2.85,1.5,2.55,9,1,0.5,1,no
0.013040216,0,0.43499725,19.2,1.425,4.25,2.5,8,0,5.25,1,no
0,0,1.895775,18.1,1.75,1.5,2.125,5,1,2.25,1,no
0.040091172,0.008337264,0.96973125,21.55,4.05,11.5,3.725,9,1,5,1,no
0.189345283,0.01234532,0.65891975,29.4,6.15,8.25,4.4,7,0,5,1,no
0.10750428,0.214145535,1.00529,17.7,8.25,31,5.675,4,0,3.25,1,no
0.031319771,0.055091928,1.00529,12.15,21.55,12.25,4.6,4,0,3.5,1,no
0.096278594,0.024779426,1.6696725,27.6,8,11.75,4.75,5,1,4.25,1,no
0.02129587,0,1.393275,22.85,0.525,1,2.45,10,1,4.25,1,no
0.047377709,0.137770265,1.5524945,34.55,5.425,11.25,5.125,3,0,3,1,no
0.015863253,0,1.47416575,9.35,1.7,4.5,1.575,2,0,1.75,1,no
0,0.039971004,1.635369333,10.26666667,5.1,0,1.566666667,1,0,3,1,no
0.007248585,0.02865513,1.664127,22.45,10.625,7.25,4.025,9,1,3.25,1,no
0.112409405,0.022492034,1.419253,17.55,17.275,5.75,4.05,5,1,2,1,no
0.027810112,0,1.8129225,36.25,0.225,11.5,4.8,5,1,2,1,no
0.074007284,0.040384108,1.322906,33.45,9.525,5.75,4.85,8,1,2.75,1,no
0.008713376,0.021561159,1.7977725,15.2,4.3,0.25,2,2,0,2.75,1,no
0.002296107,0.124465084,1.65258825,26.55,26.9,0.25,5.375,3,0,4.75,1,no
0.014012482,0,0.7214535,18.65,0.5,1,2.025,6,1,4.25,1,no
0.028464122,0.427252682,0.72999275,16.6,29.4,8.5,5.45,10,1,4.25,1,no
0,0.004377114,1.6978395,15.2,7,1,2.325,5,0,2,1,no
0.105270174,0.036262896,1.267145,13.3,7.45,6,2.7,8,0,3.5,1,no
0.031550744,0.116256082,0.90535475,17.85,18.55,7.25,4.35,9,0,3.25,1,no
0.002755405,0,0.638478,23.65,0.975,2.75,2.75,6,1,5,1,no
0,0,1.9580575,18.7,0.9,1,2.05,4,0,2,1,no
0.189345283,0.01234532,0.67234925,19.15,5.7,7.75,3.275,10,1,3.75,1,no
0.004176444,0.032370818,0.88713425,18.5,14.2,1.25,3.375,10,1,2.75,1,no
0.049738852,0,1.42416525,21.8,1.175,14.25,3.75,10,0,4,1,no
0.082218327,0.011839469,1.6589525,29.5,5.25,3.25,3.8,1,0,2.5,1,no
0.005145487,0.031944809,1.6978395,17.1,11.45,3.25,3.175,5,0,2,1,no
0,0,1.8150875,11.65,0.95,1,1.375,5,0,1.5,1,no
0.023490854,0.017751867,1.6029,19.95,18.7,4.25,4.275,4,0,1.75,1,no
0.084087327,0.040384108,1.5772385,36.45,10.275,8.25,5.475,5,0,3,1,no
0.016480846,0.036485977,1.60964875,12.25,6.15,6,2.45,5,1,1.5,1,no
0.014012482,0.008792951,0.91553575,20.85,2.9,1,2.5,3,0,2.5,1,no
0.028464122,0.420212578,0.6279725,18.4,25.25,7.5,5.125,2,0,4.25,1,no
0.040963158,0,1.453685,23.6,0.15,13.5,3.725,5,1,1.5,1,no
0.014243446,0.198701054,1.453685,13.55,11.225,10,3.475,5,1,1.5,1,no
0.003289678,0,1.3228995,24.9,0.425,3,2.825,10,1,2.25,1,no
0.183233507,0.023093075,0.72843525,29.25,14.475,23.25,6.725,7,0,5.25,1,no
0.132181348,0,0.62159425,22.25,1,7.75,3.1,3,0,5.25,1,no
0.005201655,0.008689639,1.239498,13.9,6.1,2.5,2.275,10,0,3.75,1,no
0,0,1.9933075,18.8,0.65,1.5,2.1,9,1,2,1,no
0.021202972,0.004345701,1.239498,22.35,3.075,3.5,2.9,10,0,4.5,1,no
0,0.012144133,1.504537,16.8,5.3,1.5,2.35,10,0,2.5,1,no
0.023070453,0.003355045,0.671248,19.7,3.025,5.5,2.825,2,0,2.5,1,no
0.032791123,0.086936511,1.239498,15.3,4.475,1,2.075,10,0,2.75,1,no
0.005145487,0.016942365,1.3228995,14.9,8.65,3.25,2.675,10,1,2,1,no
0,0.056642966,1.1128935,10.2,13.35,7,3.05,5,1,1.5,1,no
0,0.008792951,1.0502285,21.45,2.825,0,2.45,5,1,1.25,1,no
0.126524356,0.106709428,0.74484125,24.8,5.1,11,4.075,5,1,8,1,no
0.007038344,0.036262896,0.884679,11,7.025,1,1.925,7,0,3.5,1,no
0.011055534,0.015360865,1.17122375,22.4,2.975,1,2.65,9,0,4,1,no
0.069867767,0.086528033,0.857879,27.55,13.325,15.5,5.65,10,0,4.25,1,no
0.004170642,0.08337922,0.9397035,18.7,10.25,0.25,2.925,5,1,5,1,no
0.005201655,0,1.3941555,12.55,2.55,2.5,1.775,7,1,3.5,1,no
0,0,0.83256025,19.8,0.425,1,2.125,5,1,3.5,1,no
0.003389752,0.030265959,1.039109,24.3,3.325,5,3.25,7,0,5,1,no
0.015984382,0,1.50355,20.4,0.325,8,2.875,4,0,3.5,1,no
0.162623759,0.065188101,0.9397035,19.95,19.775,17.5,5.725,5,1,6.75,1,no
0.021968596,0,1.44864425,26.75,2.575,4.75,3.4,2,0,1.25,1,no
0,0,0.986853,5.2,0.3,0,0.6,9,1,1,1,no
0.015577912,0.034424651,0.574854,15.4,13.05,9.5,3.8,9,1,2.25,1,no
0.050242108,0,0.997514,18.45,1.225,14.5,3.4,3,0,1.75,1,no
0.012381505,0.207753621,0.71834125,24.85,29.375,5.25,5.925,9,0,5.5,1,no
0.016527443,0,1.086199,22.25,0.575,8.25,3.1,10,1,2.25,1,no
0.069867767,0.076719663,1.30081625,25.5,10.475,15,5.1,2,1,4.25,1,no
0.047900877,0.011527169,1.397995,11.35,7.6,4.75,2.375,1,0,1.25,1,no
0,0.015582808,1.36706275,12.5,4.6,0,1.725,5,0,4.75,1,no
0.043585021,0.156453982,1.5206405,30.9,2.725,6.25,3.975,10,1,5,1,no
0.0458083,0.029697748,1.20083275,20.15,2.625,12,3.475,5,0,3.5,1,no
0.020905061,0,1.3653175,32.5,1.325,5.5,3.925,4,1,1,1,no
0.037124713,0.086936511,1.543711,23.25,4.975,1.25,2.95,5,0,1.5,1,no
0.005145487,0.016942365,1.086199,15.9,12.3,2.75,3.1,10,1,2.25,1,no
0,0.034130226,0.933339,5.9,8.475,5,1.925,7,1,1.25,1,no
0,0,1.5191665,12,0.35,1,1.35,10,0,1,1,no
0.055184986,0.152810946,1.1162085,23.75,8.475,10.5,4.275,9,1,1.75,1,no
0,0,0.118043,11.6,1.2,0,1.3,6,1,6,1,no
0.069867767,0.070902571,1.28520375,20,5.45,14.5,4,8,0,4.25,1,no
0.014625928,0.109751754,1.23397325,13.25,10.775,1.75,2.575,9,1,1.25,1,no
0.026144793,0,1.5367225,20.15,0.775,2,2.3,1,1,0.75,1,no
0.210457949,0.01392157,1.23397325,41,4.5,16,6.15,9,1,4.25,1,no
0.007194477,0,1.508665,22.25,0.425,7.5,3.025,7,0,2.25,1,no
0,0,1.4012535,18.65,2.275,0,2.1,7,0,3.75,1,no
0.134974957,0,0.669497175,9.15,0.375,5.75,1.525,6,1,2.25,1,no
0.006096586,0.019914411,2.5398525,10.85,5.95,2.75,1.95,5,1,0.75,1,no
0.020142753,0.039276429,1.23397325,11.85,15.75,5,3.275,9,1,2,1,no
0.056128248,0.008547739,1.68118975,12.4,5.675,6.75,2.5,5,1,1.25,1,no
0.020619775,0.174186647,1.29831175,39.1,4.55,6.25,5,9,0,2.25,1,no
0,0,1.557407667,16.8,0.566666667,1.333333333,1.866666667,5,1,1,1,no
0.012544553,0.026489932,1.508665,16.75,9.225,2.25,2.85,7,0,3,1,no
0.011882265,0.008792951,1.074465,12.5,2.825,5.5,2.1,10,0,2.5,1,no
0.005164482,0,1.074465,17.3,1.1,4.75,2.3,10,0,4.75,1,no
0.002965086,0.102031427,1.2653525,21.8,18.3,3,4.325,10,0,3.75,1,no
0.242636338,0.020565348,0.964871,25.35,3.15,9.75,3.85,8,1,7,1,no
0.010963913,0,1.39398975,22.9,0.55,6.5,3,5,0,2.75,1,no
0.027390277,0.062068061,1.7516505,13.9,15.8,8.25,3.775,10,1,1.5,1,no
0.116275698,0.02711476,2.1252775,27.2,2.75,17.5,4.775,5,0,4.75,1,no
0,0.012144133,1.562417,12.85,5.075,1,1.9,5,0,2.5,1,no
0,0.021444741,1.22341625,12.15,8.225,1.5,2.2,3,1,2.25,1,no
0.223301455,0.096325132,1.225276,18.85,21.425,20,6.025,10,0,5.5,1,no
0.01160373,0.028807147,0.272418333,15.46666667,14.53333333,0.666666667,3.066666667,8,0,2,1,no
0.004333591,0.017962413,2.1252775,25.9,3.9,0.25,3.025,5,0,2.5,1,no
0.008731223,0.174186647,1.7516505,36.3,5.3,4,4.575,10,1,2.25,1,no
0.005164482,0,1.0587025,16.15,0.925,5.25,2.225,10,0,3.5,1,no
0.008511689,0.006781744,1.60964875,23.25,4.025,7.5,3.5,3,0,1.25,1,no
0,0,0.7802715,13.6,2.125,0,1.6,5,1,2.75,1,no
0.004250133,0.018551838,1.7892675,15,6.125,0.25,2.15,9,0,2.25,1,no
0.010963913,0,1.58458,27.85,0.525,6.5,3.5,9,0,3,1,no
0.006094215,0.035928301,2.1078625,11.3,12.575,1.75,2.55,3,0,1.25,1,no
0.116275698,0.02711476,1.7892675,35.6,2.75,17,5.55,9,0,4.75,1,no
0.007223088,0.018023631,1.9550425,31.85,3.05,10.75,4.575,10,1,2.75,1,no
0.015116531,0.055767733,0.9240425,13.15,17.1,7,3.725,5,0,6,1,no
0.056385026,0.018492632,1.508665,16.45,2.75,12.25,3.15,10,1,2.5,1,no
0.129592021,0.121447466,2.02761475,25.85,5.35,4.5,3.575,7,0,2.5,1,no
0.004333591,0.0280793,1.7892675,24.05,7.25,0.25,3.175,9,0,2.5,1,no
0.008731223,0.174186647,2.1078625,32.4,5.1,4,4.175,3,0,2,1,no
0,0,1.40513625,21.8,0.925,1,2.375,9,0,1.25,1,no
0,0,1.33597,18.8,1.9,0,2.1,5,0,3.5,1,no
0.011882265,0.013543021,1.076737,13,2.75,5.5,2.125,7,1,2.75,1,no
0.004072568,0.055869462,1.52384325,15.45,9.95,2,2.725,10,0,1.75,1,no
0.00381668,0,0.52499525,23.65,1.05,2,2.675,7,1,6,1,no
0,0.019913835,1.1331085,22.7,9.575,1.5,3.375,1,0,4.25,1,no
0.14162215,0.256215269,1.18268275,18.6,9.05,31,5.85,10,0,1.25,1,no
0.020708422,0.018023631,1.3773425,26.8,2.9,7.25,3.7,2,1,3,1,no
0.134974957,0,0.67266475,9.5,0.35,5.75,1.575,5,0,2.25,1,no
0.024056753,0.119888276,2.0019475,19.6,8.175,6.5,3.425,8,0,2,1,no
0.115001649,0.015528746,1.94887975,24.85,2.825,2.5,3,8,0,1,1,no
0.009830189,0.003742997,0.581427,21.3,3.875,6.25,3.15,5,0,3.75,1,no
0.091314388,0.037298752,1.3773425,23.85,19.4,11.5,5.5,2,1,2.75,1,no
0,0,2.3513875,19.15,0.2,0.5,2,8,0,1,1,no
0.007348697,0,1.58332325,15.45,0.775,6.25,2.225,2,1,1.25,1,no
0.012544553,0,1.9550425,16.7,1.475,2.25,2.05,2,1,1.25,1,no
0.152626297,0,1.09056825,7,0.325,8.75,1.6,10,0,1.25,1,no
0.031521523,0.288329701,1.00539525,18.9,18.125,12,4.9,10,0,4.75,1,no
0.00927895,0,1.880197,21.7,0.3,2,2.375,7,1,2.25,1,no
0.004594968,0.019010209,1.69458875,19.6,4.05,6.5,3.025,4,1,1.5,1,no
0.030282802,0.084227197,1.49429725,20.45,22.05,6.75,4.925,5,0,2,1,no
0.045635397,0.025325464,0.97018825,24.8,3.7,10.5,3.9,10,1,3.25,1,no
0.237694275,0.026669698,0.73040275,26,3.65,17.75,4.775,7,0,4,1,no
0.024056753,0.124843215,1.999005,18,10.925,6.5,3.55,3,1,0.75,1,no
0.042531859,0.186696591,0.73040275,41.9,9.05,5,5.6,7,0,4.75,1,no
0.009421816,0.061193203,1.15849975,18.95,18.15,5.5,4.275,10,0,3.25,1,no
0.073950955,0.182899175,1.05806875,23.7,11.325,16,5.125,10,0,3,1,no
0,0.098233417,1.665365,10.55,4.95,1,1.65,5,0,0.75,1,no
0.026038148,0,1.15712925,19.45,1.05,3.5,2.4,7,1,3,1,no
0,0.004954939,1.76383675,14.7,3.025,1,1.875,1,0,1,1,no
0.023168685,0,2.08888675,15.25,0.5,4.25,2,1,0,2,1,no
0.099531397,0.019501168,1.500318,18.3,5.575,3,2.7,10,0,3.25,1,no
0,0.013543021,0.92981425,12.3,3.05,0,1.55,9,1,1.5,1,no
0,0,0.80228325,15.55,1.625,1,1.825,9,1,3.5,1,no
0.004072568,0.069712664,1.82547575,19.05,17.725,2,3.875,3,0,1.75,1,no
0.029650075,0,1.1916835,20.05,1.975,8,3.025,7,1,1,1,no
0.022934509,0.055112916,1.38472075,15.6,18.225,5.5,3.925,4,0,3.75,1,no
0.006738251,0.10133285,0.92981425,27.85,8.875,2,3.875,9,1,3.75,1,no
0,0.019913835,1.16669825,22.4,11.2,1.5,3.525,8,0,3.25,1,no
0.118662063,0,1.500318,23.2,0.15,10,3.325,10,0,3.5,1,no
0,0.29539308,1.24170975,17.1,15.625,2.5,3.525,7,1,1,1,no
0.234009385,0.037303757,0.80370525,23.75,7.3,17,4.825,6,1,3.75,1,no
0.201471105,0,0.82742425,16.6,0.3,9.5,2.65,9,1,6.25,1,no
0.106183044,0.222249255,0.92981425,11.85,16.5,15.75,4.425,9,1,2.75,1,no
0.033087195,0.003312489,1.80394575,12.15,2.675,9.75,2.45,9,1,0.5,1,no
0.031619374,0,1.18030325,22.15,0.325,3.75,2.625,10,1,2.5,1,no
0.140011638,0.009666357,1.579961,30.65,4.4,11.75,4.7,9,1,5.25,1,no
0.023168685,0,1.25903825,17.6,0.9,4.25,2.275,10,1,2.5,1,no
0.087396237,0.02028456,1.38472075,11.75,13.5,16,4.15,4,0,3.75,1,no
0.013769014,0.117832206,1.30210825,20.8,7.325,3,3.125,10,1,3.25,1,no
0.042531859,0.1663338,0.80370525,36.3,6.5,5,4.775,6,1,4.5,1,no
0.012002165,0,1.30544075,16.65,1.75,1.75,2.025,9,1,1.5,1,no
0.230512739,0.019010209,1.04913525,15.85,3.375,16.25,3.55,2,1,2.5,1,no
0.242636338,0,0.8603515,23.2,0.375,8.25,3.2,10,0,5.5,1,no
0.030368917,0.131819359,0.55075175,22.4,15.55,3.75,4.175,1,0,3.75,1,no
0.124233458,0,0.38544225,20.95,10.8,18.75,5.05,10,1,2.25,1,no
0,0.014160801,0.726351,18.65,3.425,1,2.3,6,0,4.75,1,no
0.026038148,0,1.62061425,20.1,1.15,3.5,2.475,9,1,2.75,1,no
0.201471105,0,1.13872625,18.65,0.3,9.5,2.85,5,0,4.25,1,no
0,0.255365573,1.31777075,27.55,22.725,0.5,5.1,4,0,4.25,1,no
0.094445985,0.143786564,1.7009275,20.85,3,3.5,2.725,5,1,1.5,1,no
0.130899043,0.01371099,0.3875885,24.45,4.875,9,3.85,10,1,4.25,1,no
0.104819322,0,1.696456,24.65,2.85,8.75,3.625,5,0,3.75,1,no
0.02673739,0,2.22645625,18.6,1.575,5,2.5,2,1,2.25,1,no
0.087396237,0.020161292,1.15821075,13.25,12.475,15,4.075,8,0,3.75,1,no
0.010559453,0.126133507,1.61211,15.05,14.775,3.5,3.35,2,1,1.75,1,no
0.091983723,0.152633938,0.662256,32.05,20.95,17.5,7.05,1,0,7,1,no
0.021865692,0.1663338,1.009368,32.2,5.6,3.5,4.125,3,1,4.25,1,no
0.022917193,0,1.3250765,32.4,1.85,14,4.85,2,1,5.5,1,no
0.00567568,0.045744307,0.985836,14.85,16.75,3.75,3.55,7,0,2.75,1,no
0,0,0.95232325,18.05,1.4,0,1.95,10,0,3.75,1,no
0.022166463,0,0.95209925,9.25,0.625,1,1.1,2,0,1.5,1,no
0.026412871,0.366577573,1.23500325,25.25,21.725,6.25,5.325,8,1,5.5,1,no
0.163386351,0.149465959,0.78940975,33.5,17.6,15,6.625,2,0,6,1,no
0,0,1.11374075,19.15,1.7,0.5,2.125,10,1,1.75,1,no
0.023909923,0,1.3381415,23.25,3.925,3.75,3.1,7,0,3.5,1,no
0.017526627,0.022001207,1.73906575,19.15,15.05,6,4,3,1,2,1,no
0.141851891,0.272316905,1.7358475,26.3,12.775,14.25,5.35,9,1,2,1,no
0.201471105,0,1.24884875,16.45,0.225,9.5,2.625,3,1,2.5,1,no
0,0.079819761,1.20950075,22,9.975,0,3.225,8,1,2.75,1,no
0.094445985,0.143786564,1.5457575,23.3,3.025,4,3.025,10,1,1.75,1,no
0.143727333,0.181692286,0.66222075,23.3,7.075,13,4.35,9,0,3,1,no
0.240007827,0,1.97782775,25.05,3.125,18.75,4.675,3,1,3.75,1,no
0.039239425,0.00332297,1.451655,21.95,2.65,2.5,2.725,5,0,1.25,1,no
0.145420998,0,1.52622375,19.9,0.55,4,2.45,7,0,2.5,1,no
0.003210373,0.102573778,1.12002675,14.5,22.175,2.75,3.925,8,0,3.75,1,no
0,0.2011493,0.415402,18.6,42.7,0,6.1,2,1,1,1,no
0.256182587,0.019010209,1.3853115,16.85,3.825,20.5,4.1,4,1,2.25,1,no
0.004815897,0.16114329,1.7620045,15.95,8.35,1.25,2.55,7,1,1,1,no
0,0.012223372,1.12923475,24.75,3.9,0.5,2.9,9,1,3.25,1,no
0.00594909,0.128985044,0.4065915,23.85,13.475,2.75,4.025,1,0,5.75,1,no
0,0.235392023,0.8490365,15.7,20.75,2.5,3.9,9,1,2.5,1,no
0,0,1.8077065,13.9,0.5,0,1.45,7,1,1.25,1,no
0.020475172,0.009345954,2.285603333,15.46666667,3.566666667,2,2.1,10,0,1,1,no
0.022917193,0,1.3853115,31.35,2.15,14,4.775,4,1,5.5,1,no
0.029843863,0.024982234,0.881865,19.25,3.65,7,3,1,0,5,1,no
0.003210373,0.098225309,1.51280275,15.65,17.75,2.75,3.6,10,1,3.75,1,no
0.256182587,0,1.16985675,13.1,0.85,19,3.275,10,0,2.25,1,no
0.016456256,0.323883265,1.05443125,23.45,11.9,2.25,3.75,5,1,4.25,1,no
0.140176669,0,0.5895325,31.6,0.2,9.5,4.15,5,1,6.5,1,no
0.032971011,0.016350826,1.15139775,12.9,8.225,12.75,3.375,1,1,4.75,1,no
0.087912976,0.147502425,1.54077,26.6,5.625,3.5,3.575,2,0,1.5,1,no
0.05209368,0.181692286,0.66962375,17.55,6.35,19.25,4.325,4,0,3,1,no
0,0,0.93425025,19.15,1.275,0,2.025,1,1,3,1,no
0,0.03742566,1.24456825,25.55,8.75,1.5,3.6,7,1,3.25,1,no
0.042475901,0,1.993555,18.5,0.95,11.25,3.075,5,0,1.5,1,no
0.008347973,0.10057465,0.3564475,12.1,22.25,8.5,4.25,3,1,1,1,no
0.020052597,0.089634165,0.419515,10.06666667,21.9,7,3.866666667,3,1,1,1,no
0.015967989,0.040425953,1.8221,13.7,14.7,2.5,3.075,4,1,1.75,1,no
0.011607377,0.026139045,1.8280045,11.15,5.775,5.75,2.275,1,0,1.75,1,no
0,0.03807752,0.97556275,15,13,1,2.9,4,0,2.5,1,no
0,0.03807752,1.0398125,13.85,10.775,0.5,2.5,9,0,2.75,1,no
0,0,1.641728,11.7,0.275,0,1.2,4,0,2,1,no
0.017997798,0,2.1010275,26.15,0.3,9.5,3.6,2,1,1.25,1,no
0.016557217,0.158228117,1.0398125,26.6,10.7,1.75,3.925,4,0,2.75,1,no
0.022334129,0.082349367,1.52537525,21.75,7.35,11,4.025,4,1,3,1,no
0.016593652,0.026272833,0.97556275,22.1,3.25,6.75,3.2,4,0,2,1,no
0.183892796,0,1.29326625,36.65,0.2,25.5,6.25,1,0,5,1,no
0,0.010545353,1.0118945,18.2,9.35,1,2.85,1,0,3,1,no
0,0.016679099,1.5840165,18.2,2.9,0,2.125,5,1,2.5,1,no
0.026039845,0.239600867,1.5150335,26.7,4.05,10.5,4.175,10,0,4.75,1,no
0.015405528,0.033968979,0.8827275,10.9,8.45,9,2.85,3,0,5,1,no
0.031069908,0.003312489,1.95495825,14.4,2.7,8.75,2.575,1,0,0.25,1,no
0,0,1.0398125,13.4,0.925,0,1.425,4,0,1.75,1,no
0.010559453,0.126133507,1.68635,13,14.175,3.5,3.075,6,0,2.25,1,no
0.011469686,0,1.16985675,29.8,1.1,8.5,3.95,6,0,5.5,1,no
0.008284821,0,2.21734,23.5,0.325,7.75,3.15,2,1,1,1,no
0.001557136,0,1.45281375,19.35,0.575,0.5,2.05,4,1,2,1,no
0.019470319,0.175162892,1.47865025,17.05,16.125,8.5,4.175,3,0,1.75,1,no
0.041822363,0,2.01396,20,2.075,8.25,3.05,1,1,1.25,1,no
0,0.002720533,1.33789075,11.65,7.95,2.5,2.2,7,1,3.5,1,no
0.012977894,0.154999979,0.5857925,21,16.175,2,3.925,10,1,4.5,1,no
0,0.006011817,1.902055,24.1,4.125,0,2.85,6,1,3,1,no
0.024959592,0.209906891,1.357571,24.6,5.225,15,4.5,5,1,3,1,no
0.23778875,0.002840442,1.357571,21.55,5.15,27.5,5.425,5,1,1.75,1,no
0.002954048,0.026026929,1.414176,21.25,10.35,4.5,3.625,5,1,2.5,1,no
0.02929181,0,0.83630175,24.35,0.45,9.25,3.4,4,0,4.25,1,no
0,0,0.83630175,21.55,3.075,2.5,2.725,4,0,4,1,no
0.310217321,0.06844171,0.83630175,23,14.825,10.25,4.825,4,0,4,1,no
0.039019753,0,1.586326,31.8,0.175,8.25,4.025,9,0,3.25,1,no
0.011895421,0.036351206,1.6026,14.55,12.15,1,2.775,8,1,0.5,1,no
0.060319617,0.023915524,1.40335975,24.7,2.75,16.75,4.425,3,0,4,1,no
0,0.154999979,0.648384,17.5,14.7,1,3.325,4,1,3.25,1,no
0,0,1.4110225,11.75,0.075,0,1.175,1,0,2,1,no
0.018008469,0.013198681,1.688435,32.3,5.325,6.75,4.45,10,1,2.5,1,no
0.14610708,0.020023953,1.898695,25.8,8.975,16,5.075,8,1,0.75,1,no
0.054933909,0.002139772,1.04847375,23.45,2.875,21,4.75,4,1,1.5,1,no
0,0.012223372,1.24380725,19.05,3.925,1,2.4,3,0,3.5,1,no
0,0,1.40335975,8.7,1.925,0,1.075,3,0,3.5,1,no
0.003473374,0.016679099,1.688435,23,2.775,2.5,2.85,10,1,2.5,1,no
0.02929181,0,0.895219,23.35,0.45,9.25,3.3,9,1,2.75,1,no
0.120959042,0,1.6354075,20.6,0.75,23.75,4.5,8,0,2.25,1,no
0,0.004944246,1.1620815,22.8,3.275,0.5,2.675,1,0,5,1,no
0.099869878,0.006865032,0.648384,6.95,7.575,13.75,2.85,4,1,4,1,no
0.001557136,0.007255919,1.898695,19,2.7,1,2.3,8,1,0.75,1,no
0.044393612,0.004276711,1.11291275,17.55,4.65,8.25,3.05,8,1,1.5,1,no
0.113089889,0,1.568721,27.25,0.225,6.25,3.375,1,1,6.25,1,no
0,0.005023901,0.67886225,11.8,5.175,0.5,1.775,2,1,3.5,1,no
0,0.005021814,1.66914575,27.95,3.2,1,3.225,5,0,2.75,1,no
0.205375476,0.006415894,1.083253,16.5,3.05,30,4.95,2,1,1,1,no
0.088413199,0.141514779,0.92530625,27.8,15.975,13,5.7,2,1,5.75,1,no
0.018372633,0,1.66914575,31.25,0.125,13.25,4.45,5,0,2.25,1,no
0.041153336,0.004781352,0.755375375,24.95,3.85,11.5,4.025,5,0,3.5,1,no
0.026140367,0.178915385,0.79790925,16,24.175,1.5,4.175,9,1,5.5,1,no
0.019470319,0.167924977,1.41953775,12,12.85,8.5,3.35,1,1,1.25,1,no
0.002584229,0,1.5295325,17.85,1.9,2.5,2.25,4,1,2.5,1,no
0.021663006,0,1.23931075,19,0.15,6,2.525,9,1,3.5,1,no
0.021416473,0.194998356,1.78217225,21.65,22.075,8.25,5.225,4,0,5.5,1,no
0.193810729,0,0.88509125,23.2,0.9,10.5,3.475,2,0,6,1,no
0,0.006011817,0.949256,16.3,3.05,0,1.925,4,0,3.75,1,no
0.041272897,0,0.987096,15.75,5.05,9.75,3.075,4,0,2.75,1,no
0.008232255,0.053691071,1.94513,19.9,5.475,6,3.15,4,1,2.75,1,no
0.028798313,0,0.9110615,16.65,0.7,1.75,1.9,1,0,4.75,1,no
