name,pos,avg_xG,avg_xA,avg_xGC,avg_I,avg_C,avg_T,avg_ICT,fixture_difficulty,is_home,form,class
Andros Townsend,MID,0.02899070642888546,0.02520805597305298,2.15441375,0.0,0.175,0.25,0.0,2,1,0.25,?
Demarai Gray,MID,0.07325865142047405,0.05559369642287493,2.15441375,2.35,5.0,8.25,1.575,2,1,0.75,?
Anthony Gordon,MID,0.04820611886680126,0.04317481443285942,2.15441375,7.3,12.375,7.25,2.675,2,1,1.75,?
Charlie Whitaker,MID,FAIL,FAIL,FAIL,0.0,0.0,0.0,0.0,2,1,0.0,?
Tyler Onyango,MID,0.010572065909703573,0.0,2.15441375,0.0,0.0,0.0,0.0,2,1,0.0,?
Marc Albrighton,MID,0.01819952391088009,0.30186402425169945,1.64886425,17.6,26.5,4.5,4.875,4,1,3.25,?
Nampalys Mendy,MID,0.0,0.0,1.64886425,4.3999999999999995,0.7,0.0,0.525,4,1,0.75,?
Youri Tielemans,MID,0.2722946833819151,0.05573171377182007,1.64886425,7.55,11.624999999999998,13.0,3.225,4,1,2.0,?
Ayoze Pérez,MID,0.044723059982061386,0.014583515003323555,1.64886425,0.0,0.0,0.0,0.0,4,1,0.0,?
James Maddison,MID,0.05729062436148524,0.0380097609013319,1.64886425,11.85,7.324999999999999,5.75,2.425,4,1,2.25,?
Hamza Choudhury,MID,0.005056705791503191,0.0,1.64886425,1.3,0.1,0.0,0.15,4,1,0.75,?
Harvey Barnes,MID,0.30374281480908394,0.1314150895923376,1.64886425,19.15,8.7,47.0,7.5,4,1,4.5,?
Wilfred Ndidi,MID,0.03764581307768822,0.007493431679904461,1.64886425,14.5,5.95,9.75,3.05,4,1,2.0,?
Boubakary Soumaré,MID,0.030437042471021414,0.0,1.64886425,0.0,0.0,0.0,0.0,4,1,0.0,?
Kiernan Dewsbury-Hall,MID,0.06529115326702595,0.13494783639907837,1.64886425,16.7,23.975,12.0,5.3,4,1,2.25,?
Ademola Lookman,MID,0.2772916150279343,0.0806405246257782,1.64886425,15.75,12.325,24.0,5.225,4,1,2.75,?
Lewis Brunt,MID,FAIL,FAIL,FAIL,0.0,0.0,0.0,0.0,4,1,0.0,?
Mateusz Klich,MID,0.02075154148042202,0.037631694227457047,1.37593975,12.4,8.85,5.75,2.7,7,0,1.25,?
Stuart Dallas,MID,0.15999826788902283,0.2616916596889496,1.37593975,15.75,22.300000000000004,8.75,4.675,7,0,1.75,?
Raphael Dias Belloli,MID,0.5129807889461517,0.44061801582574844,1.37593975,15.350000000000001,42.175,35.0,9.275,7,0,2.5,?
Jamie Shackleton,MID,0.01396135427057743,0.0,1.37593975,0.0,0.125,1.0,0.075,7,0,0.25,?
Jack Harrison,MID,0.07759976573288441,0.0774035002104938,1.37593975,9.95,22.475,23.0,5.525,7,0,1.0,?
Daniel James,MID,0.06149688456207514,0.0959438681602478,1.37593975,8.6,13.274999999999999,14.75,3.6750000000000003,7,0,2.25,?
Crysencio Summerville,MID,0.08059780579060316,0.003431848715990782,1.37593975,0.0,0.0,0.0,0.0,7,0,0.0,?
Adam Forshaw,MID,0.010318499989807606,0.0,1.37593975,9.600000000000001,4.074999999999999,2.25,1.6,7,0,1.5,?
Liam McCarron,MID,0.0,0.0,1.37593975,0.0,0.0,0.0,0.0,7,0,0.0,?
Nohan Kenneh,MID,FAIL,FAIL,FAIL,0.0,0.0,0.0,0.0,7,0,0.0,?
Stuart McKinstry,MID,0.0,0.0,1.37593975,0.0,0.0,0.0,0.0,7,0,0.0,?
Lewis Bate,MID,0.0,0.0,1.37593975,0.0,0.0,0.0,0.0,7,0,0.0,?
Jack Jenkins,MID,FAIL,FAIL,FAIL,0.0,0.0,0.0,0.0,7,0,0.0,?
Archie Gray,MID,FAIL,FAIL,FAIL,0.0,0.0,0.0,0.0,7,0,0.0,?
James Milner,MID,0.008163226768374443,0.03349832817912102,0.6947257499999999,1.4500000000000002,3.725,2.0,0.7000000000000001,8,0,0.75,?
Jordan Henderson,MID,0.03447538800537586,0.2716974224895239,0.6947257499999999,10.25,11.225000000000001,3.75,2.525,8,0,2.5,?
Thiago Alcántara do Nascimento,MID,0.005433991085737944,0.10022253170609474,0.6947257499999999,4.1000000000000005,3.75,0.0,0.8,8,0,1.0,?
