@relation GK_gameweek_31

@attribute avg_xG numeric
@attribute avg_xA numeric
@attribute avg_xGC numeric
@attribute avg_I numeric
@attribute avg_C numeric
@attribute avg_T numeric
@attribute avg_ICT numeric
@attribute fixture_difficulty numeric
@attribute is_home numeric
@attribute form numeric
@attribute class {return,no}

@data
0,0,0.857831,1.5,0,0,0.15,4,0,1.5,?
0,0,1.063349,12.8,0,0,1.275,7,0,4,?
0,0,1.063349,0,0,0,0,7,0,0,?
0,0,1.282758,33.9,0,0,3.375,9,0,3.75,?
0,0,1.282758,0,0,0,0,9,0,0,?
0,0,1.282758,0,0,0,0,9,0,0,?
0,0,1.854515,0,0,0,0,2,1,0,?
0,0,1.854515,30.95,0,0,3.1,2,1,1.75,?
0,0,1.735013,17.3,0,0,1.725,10,1,1.5,?
0,0,1.735013,17.3,0,0,1.725,3,1,1.5,?
0,0,1.735013,0,0,0,0,10,1,0,?
0,0,1.735013,0,0,0,0,3,1,0,?
0,0.076379,1.735013,0,0,0,0,10,1,0,?
0,0.076379,1.735013,0,0,0,0,3,1,0,?
0,0,0.671254,0,0,0,0,4,1,0,?
0,0,0.671254,8.5,0,0,0.825,4,1,4.75,?
0,0,1.181558,15.8,0,0,1.575,8,1,4.25,?
0,0,1.181558,3.35,0,0,0.35,8,1,1,?
0,0.005483,1.661794,19.9,0,0,1.975,9,0,1.75,?
0,0.005483,1.661794,19.9,0,0,1.975,1,0,1.75,?
0,0,1.661794,10.65,0,0,1.075,9,0,2.75,?
0,0,1.661794,10.65,0,0,1.075,1,0,2.75,?
0,0.003967,1.961835,34.75,2.5,0,3.725,8,0,5.25,?
0,0,1.961835,0,0,0,0,8,0,0,?
0,0,0.660855,0,0,0,0,1,1,0,?
0,0,0.660855,22.15,0,0,2.225,1,1,7.5,?
0,0,0.660855,0,0,0,0,1,1,0,?
0,0,0.902238,17.2,0,0,1.7,1,0,3.5,?
0,0,0.902238,0,0,0,0,1,0,0,?
0,0,0.902238,0,0,0,0,1,0,0,?
0,0,1.637506,24.5,0,0,2.425,5,1,2.75,?
0,0,1.637506,0,0,0,0,5,1,0,?
0,0,1.637506,0,0,0,0,5,1,0,?
0,0,1.306957,0,0,0,0,7,0,0,?
0,0,1.306957,23.5,0,0,2.35,7,0,2.5,?
0,0,2.639405,0,0,0,0,6,0,0,?
0,0.119802,2.639405,23.45,3.325,0,2.675,6,0,2,?
0,0,2.639405,13.5,0,0,1.35,6,0,0.75,?
0,0,1.346188,20.8,0,0,2.1,3,0,2.5,?
0,0,1.346188,0,0,0,0,3,0,0,?
0,0,0.728259,8.85,0,0,0.875,2,1,4,?
0,0,0.728259,0,0,0,0,2,1,0,?
0,0,1.556617,20.8,0,0,2.075,10,0,3.5,?
0,0,1.556617,0,0,0,0,10,0,0,?
0,0,1.670632,0,0,0,0,3,1,0,?
0,0,1.670632,25,0,0,2.5,3,1,3.5,?
0,0,1.670632,0,0,0,0,3,1,0,?
0,0,1.563646,0,0,0,0,5,1,0,?
0,0,1.563646,22.1,0,0,2.225,5,1,4,?
